source_release,workbook_basename,workbook_sha256,sheet,source_row,source_cell,source_year_cell,source_status_cell,source_formula,asserted_formula,FY,period,period_status,source_label,source_series_id,runtime_series_id,dashboard_label,source_display_name,label,series_id,display_name,section,unit,metric_type,row_role,value,value_status,source_kind
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,L5,L1,L2,,,2011,FY2011,ACTUAL,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,7818.038709,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,M5,M1,M2,,,2012,FY2012,ACTUAL,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,7932.324522,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,N5,N1,N2,,,2013,FY2013,ACTUAL,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,8150.161816,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,O5,O1,O2,,,2014,FY2014,ACTUAL,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,8809.590297,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,P5,P1,P2,,,2015,FY2015,ACTUAL,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,9167.483044,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,Q5,Q1,Q2,,,2016,FY2016,ACTUAL,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,9669.475028,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,R5,R1,R2,,,2017,FY2017,ACTUAL,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,10425.610839,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,S5,S1,S2,,,2018,FY2018,ACTUAL,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,11112.22716,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,T5,T1,T2,,,2019,FY2019,ACTUAL,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,11898.225208,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,U5,U1,U2,,,2020,FY2020,ACTUAL,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,11385.93681,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,V5,V1,V2,,,2021,FY2021,ACTUAL,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,11998.163013,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,W5,W1,W2,,,2022,FY2022,ACTUAL,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,12644.208208,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,X5,X1,X2,,,2023,FY2023,ACTUAL,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,13553.287615,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,Y5,Y1,Y2,,,2024,FY2024,ACTUAL,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,10355.550659,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,Z5,Z1,Z2,,,2025,FY2025,ACTUAL,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,12273.983872,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AA5,AA1,AA2,,,2026,FY2026,ST_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,12707.9889982716,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AB5,AB1,AB2,,,2027,FY2027,ST_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,12458.8356197041,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AC5,AC1,AC2,,,2028,FY2028,ST_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,13232.0139233986,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AD5,AD1,AD2,,,2029,FY2029,ST_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,13877.7063577933,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AE5,AE1,AE2,,,2030,FY2030,ST_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,14439.0859778169,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AF5,AF1,AF2,,,2031,FY2031,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,14282.443102883,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AG5,AG1,AG2,,,2032,FY2032,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,14076.696796776,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AH5,AH1,AH2,,,2033,FY2033,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,13817.7728771312,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AI5,AI1,AI2,,,2034,FY2034,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,13520.8450868701,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AJ5,AJ1,AJ2,,,2035,FY2035,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,13186.2485572816,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AK5,AK1,AK2,,,2036,FY2036,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,12817.4676340614,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AL5,AL1,AL2,,,2037,FY2037,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,12402.8814537848,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AM5,AM1,AM2,,,2038,FY2038,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,11926.839949996,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AN5,AN1,AN2,,,2039,FY2039,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,11403.8832148663,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AO5,AO1,AO2,,,2040,FY2040,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,10850.0142836278,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AP5,AP1,AP2,,,2041,FY2041,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,10305.3270429976,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AQ5,AQ1,AQ2,,,2042,FY2042,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,9731.04069728401,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AR5,AR1,AR2,,,2043,FY2043,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,9181.03301765422,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AS5,AS1,AS2,,,2044,FY2044,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,8656.88466436522,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AT5,AT1,AT2,,,2045,FY2045,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,8165.75595151516,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AU5,AU1,AU2,,,2046,FY2046,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,7698.20012580705,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AV5,AV1,AV2,,,2047,FY2047,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,7251.14273113815,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AW5,AW1,AW2,,,2048,FY2048,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,6821.40665764424,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AX5,AX1,AX2,,,2049,FY2049,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,6404.7616831056,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AY5,AY1,AY2,,,2050,FY2050,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,6002.83088097479,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,AZ5,AZ1,AZ2,,,2051,FY2051,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,5620.73455294094,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,BA5,BA1,BA2,,,2052,FY2052,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,5297.64710087423,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,BB5,BB1,BB2,,,2053,FY2053,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,4987.81282031804,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,BC5,BC1,BC2,,,2054,FY2054,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,4694.3599182578,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,5,BD5,BD1,BD2,,,2055,FY2055,LT_FORECAST,Light RUC net km (m km),light_ruc_net_km,light_ruc_net_km,Light RUC net km,Light RUC net km,Light RUC net km,light_ruc_net_km,Light RUC net km,Key volumes,million km,activity,bridge_input,4388.46114954926,official_forecast,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,6,B6,B1,B2,,,2001,FY2001,ACTUAL,Heavy RUC net km (m km),heavy_ruc_net_km,heavy_ruc_net_km,Heavy RUC net km,Heavy RUC net km,Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,2701.102035,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,6,C6,C1,C2,,,2002,FY2002,ACTUAL,Heavy RUC net km (m km),heavy_ruc_net_km,heavy_ruc_net_km,Heavy RUC net km,Heavy RUC net km,Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,2831.679336,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,6,D6,D1,D2,,,2003,FY2003,ACTUAL,Heavy RUC net km (m km),heavy_ruc_net_km,heavy_ruc_net_km,Heavy RUC net km,Heavy RUC net km,Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,2962.998821,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,6,E6,E1,E2,,,2004,FY2004,ACTUAL,Heavy RUC net km (m km),heavy_ruc_net_km,heavy_ruc_net_km,Heavy RUC net km,Heavy RUC net km,Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3132.219685,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,6,F6,F1,F2,,,2005,FY2005,ACTUAL,Heavy RUC net km (m km),heavy_ruc_net_km,heavy_ruc_net_km,Heavy RUC net km,Heavy RUC net km,Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3250.535392,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,6,G6,G1,G2,,,2006,FY2006,ACTUAL,Heavy RUC net km (m km),heavy_ruc_net_km,heavy_ruc_net_km,Heavy RUC net km,Heavy RUC net km,Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3241.042596,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,6,H6,H1,H2,,,2007,FY2007,ACTUAL,Heavy RUC net km (m km),heavy_ruc_net_km,heavy_ruc_net_km,Heavy RUC net km,Heavy RUC net km,Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3377.164127,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,6,I6,I1,I2,,,2008,FY2008,ACTUAL,Heavy RUC net km (m km),heavy_ruc_net_km,heavy_ruc_net_km,Heavy RUC net km,Heavy RUC net km,Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3397.553935,actual,official_source_row
BEFU26,BEFU26 revenue forecast.xlsx,7d6e5b19119ca8b5272ca2205c0735719033d82484ce674cfb595e6f45d085ff,Baseline,6,J6,J1,J2,,,2009,FY2009,ACTUAL,Heavy RUC net km (m km),heavy_ruc_net_km,heavy_ruc_net_km,Heavy RUC net km,Heavy RUC net km,Heavy RUC net km,heavy_ruc_net_km,Heavy RUC net km,Key volumes,million km,activity,bridge_input,3226.564126,actual,official_source_row
