stream,level,horizon,A_raw_width_pct,B_isotonic_width_pct,C_pooled_isotonic_width_pct,D_saturating_width_pct
LIGHT_RUC,50,5,11.469598513650991,11.134860320560863,11.61186344953846,11.432276437105465
LIGHT_RUC,50,6,10.800122127470734,11.134860320560863,12.379010454520802,12.009476020008911
LIGHT_RUC,50,7,12.326841406333555,12.326841406333555,12.852699960331112,12.571131505942265
LIGHT_RUC,50,8,14.689194980863551,12.331503120910128,13.032931966969388,13.117661500458553
LIGHT_RUC,50,9,10.727554392243565,12.331503120910128,13.213163973607664,13.649473335981913
LIGHT_RUC,50,10,11.57775998962327,12.331503120910128,13.39339598024594,14.166963375395099
LIGHT_RUC,50,11,14.165086297722084,14.165086297722084,14.071871906697808,14.67051730745139
LIGHT_RUC,50,12,17.26459786565927,17.26459786565927,15.248591752963268,15.160510434230964
LIGHT_RUC,50,13,18.968562790081478,17.49122831580685,16.42531159922873,15.63730795085602
LIGHT_RUC,50,14,18.044564706998333,17.49122831580685,17.60203144549419,16.101265217673134
LIGHT_RUC,50,15,16.658443620071107,17.49122831580685,18.190391368626923,16.552728025105665
LIGHT_RUC,50,16,19.953219928320966,17.49122831580685,18.190391368626923,16.992032851373644
LIGHT_RUC,50,17,17.30992378630648,17.49122831580685,18.190391368626923,17.419507113273255
LIGHT_RUC,50,18,16.7934000036852,17.49122831580685,18.190391368626923,17.835469410202673
LIGHT_RUC,50,19,16.351667491249234,17.49122831580685,18.190391368626923,18.240229761616384
LIGHT_RUC,50,20,15.850044199742008,17.49122831580685,18.190391368626923,18.634089838084684
LIGHT_RUC,80,1,19.513555893544943,19.513555893544943,24.26705991799951,20.360071379808357
LIGHT_RUC,80,2,26.66164073971059,23.97953291658523,24.26705991799951,21.616759817891282
LIGHT_RUC,80,3,22.45121096139736,23.97953291658523,24.467499131528097,22.797710939868946
LIGHT_RUC,80,4,24.163178701169695,23.97953291658523,24.868377558585273,23.90748923513824
LIGHT_RUC,80,5,23.348453677189042,23.97953291658523,25.26925598564245,24.95038410329191
LIGHT_RUC,80,6,23.273180503459457,23.97953291658523,25.670134412699625,25.93042643305953
LIGHT_RUC,80,7,25.96915386398213,25.96915386398213,26.763560111582837,26.851404182079214
LIGHT_RUC,80,8,28.512334705252385,26.320345901076553,28.54953308229209,27.71687701771733
LIGHT_RUC,80,9,26.10363405533772,26.320345901076553,30.33550605300134,28.530190075524402
LIGHT_RUC,80,10,24.345068942639557,26.320345901076553,32.12147902371059,29.294486888505002
LIGHT_RUC,80,11,36.41711561842238,33.37123975685044,33.68553213461007,30.012721537174407
LIGHT_RUC,80,12,33.579054875106664,33.37123975685044,35.02766538569978,30.687670067363236
LIGHT_RUC,80,13,38.31882948023431,33.37123975685044,36.369798636789476,31.321941219900946
LIGHT_RUC,80,14,33.46333829958047,33.37123975685044,37.71193188787918,31.917986513649446
LIGHT_RUC,80,15,32.75619469235532,33.37123975685044,38.382998513424035,32.4781097208587
LIGHT_RUC,80,16,33.99966058607964,33.37123975685044,38.382998513424035,33.004475771467526
LIGHT_RUC,80,17,30.57662601640281,33.37123975685044,38.382998513424035,33.49911912076556
LIGHT_RUC,80,18,31.24274380311134,33.37123975685044,38.382998513424035,33.9639516127581
LIGHT_RUC,80,19,35.05757414662253,33.37123975685044,38.382998513424035,34.40076986962667
LIGHT_RUC,80,20,28.301260050588983,33.37123975685044,38.382998513424035,34.8112622358461
PED,50,1,1.0948703124474823,1.0948703124474823,1.3985387587866271,1.049400566444092e-10
PED,50,2,1.4538732954915146,1.4538732954915146,1.3985387587866271,0.6696184231109683
PED,50,3,1.523256789120342,1.523256789120342,1.5904995430927646,1.3320949578419672
PED,50,4,2.117187571379453,2.117187571379453,1.9744211117050394,1.9875057768857545
PED,50,5,2.421082372205563,2.421082372205563,2.3583426803173144,2.6359262404031085
PED,50,6,3.2991089702372967,3.0679899286841525,2.7422642489295894,3.2774309047928156
PED,50,7,3.003601807987155,3.0679899286841525,3.243216119662884,3.9120935312642473
PED,50,8,2.9012590078280054,3.0679899286841525,3.8611982925171984,4.539987094318569
PED,50,9,3.146611221657314,3.146611221657314,4.479180465371513,5.161183790139432
PED,50,10,4.615813719982242,4.615813719982242,5.097162638225827,5.775755044894247
PED,50,11,5.745167967733067,5.745167967733067,6.015780602319749,6.383771522946816
PED,50,12,7.458256438936484,7.458256438936484,7.235034357653279,6.985303134982523
PED,50,13,8.92539053738578,8.92539053738578,8.45428811298681,7.580419046046643
PED,50,14,9.25062325248549,9.25062325248549,9.673541868320338,8.1691876834972
PED,50,15,10.20695640958188,10.20695640958188,10.320741358799385,8.75167674487271
PED,50,16,10.409459897907725,10.409459897907725,10.39588658442395,9.327953205676245
PED,50,17,10.573274171522584,10.46382541895916,10.471031810048515,9.898083327076343
PED,50,18,10.677434843545075,10.46382541895916,10.54617703567308,10.462132663525836
PED,50,19,10.445093441864806,10.46382541895916,10.583749648485362,11.02016607029936
PED,50,20,10.159499218904177,10.46382541895916,10.583749648485362,11.572247710950599
PED,80,1,3.2673464986211487,3.2673464986211487,5.006978702501819,2.4731245696757913
PED,80,2,4.642152048155623,4.642152048155623,5.006978702501819,4.563225820345679
PED,80,3,5.785970907148696,5.785970907148696,5.625558830264052,6.257214620302324
PED,80,4,6.480838549310109,6.480838549310109,6.862719085788519,7.630161530629673
PED,80,5,7.713965281048418,7.713965281048418,8.099879341312985,8.742909866761329
PED,80,6,9.439969810465698,9.439969810465698,9.337039596837453,9.644772021991018
PED,80,7,10.150690621754134,10.150690621754134,10.312093460782235,10.375714788315953
PED,80,8,11.851522634686217,11.851522634686217,11.02504093314733,10.968130518973458
PED,80,9,12.643497954426152,12.643497954426152,11.737988405512427,11.448272623252045
PED,80,10,13.074382660748308,12.794052884710828,12.450935877877523,11.837419008756026
PED,80,11,13.001563227458279,12.794052884710828,12.807409614060072,12.152815030061731
PED,80,12,12.578650576492734,12.794052884710828,12.807409614060072,12.40843773134068
PED,80,13,13.109363672584983,12.794052884710828,12.807409614060072,12.615615251014628
PED,80,14,12.70320509757239,12.794052884710828,12.807409614060072,12.783528837888941
PED,80,15,12.80960472363979,12.794052884710828,12.807409614060072,12.919619726038242
PED,80,16,12.743924374390492,12.794052884710828,12.807409614060072,13.029918899452534
PED,80,17,12.55019724478661,12.794052884710828,12.807409614060072,13.119314360245834
PED,80,18,12.796474193489015,12.794052884710828,12.807409614060072,13.191767744646365
PED,80,19,12.730653802249636,12.794052884710828,12.807409614060072,13.250489886290993
PED,80,20,12.63656215840685,12.794052884710828,12.807409614060072,13.29808310706132
