scenario_role,fy,measure,S0_pack,S1_post_macro,S2_canonical_exact_vfm,S3_selected_sensitivities,S3_alt_parametric_fit,S4_post_policy,macro_effect,canonical_composition_effect,optional_composition_effect,retired_fit_vs_canonical,policy_effect,vfm_scenario,exact_base_conventional_share,exact_base_bev_share,exact_base_phev_share
comparison,2028,light_conventional_km,13524.331815170966,13696.031962933916,13696.031962933917,13696.031962933917,13630.513187176586,13696.031962933917,171.7001477629492,1.8189894035458565e-12,0.0,-65.51877575733124,0.0,Base_EV,0.809462,0.122362,0.068176
comparison,2028,light_bev_km,2044.4002183770822,2070.355202651291,2070.3552026512916,2070.3552026512916,2121.9319646544777,2070.3552026512916,25.954984274208982,4.547473508864641e-13,0.0,51.576762003186104,0.0,Base_EV,0.809462,0.122362,0.068176
comparison,2028,light_phev_km,1139.0711927565417,1153.5324389594355,1153.5324389594357,1153.5324389594357,1167.4744527135806,1153.5324389594357,14.46124620289379,2.2737367544323206e-13,0.0,13.94201375414491,0.0,Base_EV,0.809462,0.122362,0.068176
comparison,2028,light_pool_km,16707.80322630459,16919.91960454464,16919.919604544644,16919.919604544644,16919.919604544644,16919.919604544644,212.11637824005084,3.637978807091713e-12,0.0,0.0,0.0,Base_EV,0.809462,0.122362,0.068176
comparison,2028,heavy_conventional_km,4141.952039873157,4160.544224824142,4160.544224824142,4160.544224824142,4160.544224824142,4160.544224824142,18.59218495098412,0.0,0.0,0.0,0.0,Base_EV,0.809462,0.122362,0.068176
comparison,2028,heavy_conventional_revenue,1382.731904343121,1388.9386414216026,1388.9386414216026,1388.9386414216026,1388.9386414216026,1388.9386414216026,6.206737078481638,0.0,0.0,0.0,0.0,Base_EV,0.809462,0.122362,0.068176
comparison,2028,light_petrol_vkt,32538.931492766125,32767.081468331067,32767.081468331067,32767.081468331067,32767.081468331067,32767.081468331067,228.149975564942,0.0,0.0,0.0,0.0,Base_EV,0.809462,0.122362,0.068176
comparison,2028,net_fed_revenue,2421.3826840336014,2438.705830891199,2438.705830891199,2438.705830891199,2438.705830891199,2438.705830891199,17.32314685759775,0.0,0.0,0.0,0.0,Base_EV,0.809462,0.122362,0.068176
comparison,2028,total_ruc_net_revenue,2676.843393384666,2699.6520231282275,2699.652023128228,2699.652023128228,2699.079604204106,2699.652023128228,22.808629743561596,4.547473508864641e-13,0.0,-0.5724189241218482,0.0,Base_EV,0.809462,0.122362,0.068176
comparison,2028,total_nltf_net_revenue,5606.034487387678,5646.166263988838,5646.166263988838,5646.166263988838,5645.593845064716,5646.166263988838,40.1317766011598,0.0,0.0,-0.5724189241218482,0.0,Base_EV,0.809462,0.122362,0.068176
