series_id,FY,span80_pct_before,span80_pct_after,span50_pct_before,span50_pct_after,median_multiplier_before,median_multiplier_after,span80_pct_abs_change,span50_pct_abs_change,median_multiplier_abs_change
gross_ruc_revenue,2036,20.406314042955202,20.406314042955202,11.84211982631121,11.84211982631121,0.9520494417720087,0.9520494417720087,0.0,0.0,0.0
gross_ruc_revenue,2037,20.717832711622574,20.717832711622574,12.042581729254453,12.042581729254453,0.9517265351828571,0.9517265351828571,0.0,0.0,0.0
gross_ruc_revenue,2038,21.044580312702895,21.044580312702895,12.263814913715601,12.263814913715601,0.9513598966657115,0.9513598966657115,0.0,0.0,0.0
gross_ruc_revenue,2039,21.43864876089453,21.43864876089453,12.533989892687547,12.533989892687547,0.9510778079676669,0.9510778079676669,0.0,0.0,0.0
gross_ruc_revenue,2040,21.792751083406873,21.792751083406873,12.79361418910979,12.79361418910979,0.9506260247242624,0.9506260247242624,0.0,0.0,0.0
gross_ruc_revenue,2041,22.183320841921883,22.183320841921883,13.075375779441636,13.075375779441636,0.950241901699062,0.950241901699062,0.0,0.0,0.0
gross_ruc_revenue,2042,22.565678915930064,22.565678915930064,13.323277105967026,13.323277105967026,0.9497987176983196,0.9497987176983196,0.0,0.0,0.0
gross_ruc_revenue,2043,22.891503688982898,22.891503688982898,13.533390884251334,13.533390884251334,0.9494496556863157,0.9494496556863157,0.0,0.0,0.0
gross_ruc_revenue,2044,23.176716484667224,23.176716484667224,13.738169667569784,13.738169667569784,0.9491543828358611,0.9491543828358611,0.0,0.0,0.0
gross_ruc_revenue,2045,23.406289623433512,23.406289623433512,13.859124592942536,13.859124592942536,0.9488572845985852,0.9488572845985852,0.0,0.0,0.0
