stream,trial_id,candidate_name,loss,model_kind,feature_set,include_target_lags,window,params_json,status,quarterly_mape,annual_mape,quarterly_bias_pct,annual_bias_pct,quarterly_p90_ape,governance_score,mape_h01_04,mape_h05_08,mape_h09_12
HEAVY_RUC,3,HEAVY_RUC__HPO_trial0003__dynamic_no_leads__HPO_GBR_learning_rate0_0703824_max_depth1_n_estimators750__noylag__w52,4.118571506697837,gbr,dynamic_no_leads,False,52,"{""learning_rate"": 0.07038239918284944, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 750, ""random_state"": 20260523, ""subsample"": 0.95}",ok,4.686949156859399,3.237158961914994,-2.0023202622572125,-2.4229335290979663,8.893762225510667,1.0,4.054680512587421,4.4713972332205945,5.726589878928892
HEAVY_RUC,4,HEAVY_RUC__HPO_trial0004__rich__HPO_BayesianRidge__noylag__w40,7.51905009037973,bayesian_ridge,rich,False,40,{},ok,7.966108380499705,6.37189251684796,0.8374527971588035,1.2726214657654067,19.383305152107063,1.0,5.835780540352269,8.897798798151548,9.579710075918806
HEAVY_RUC,5,HEAVY_RUC__HPO_trial0005__price_distributed_lags__HPO_GBR_learning_rate0_0302791_max_depth1_n_estimators550__ylag__w52,4.526996407803601,gbr,price_distributed_lags,True,52,"{""learning_rate"": 0.030279148824976926, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 550, ""random_state"": 20260525, ""subsample"": 0.85}",ok,4.80074084735768,3.8719075926307065,-2.542613992341539,-2.991348943628508,9.045681649580334,1.0,3.8691982385749766,4.957530935889175,5.791917278432628
HEAVY_RUC,6,HEAVY_RUC__HPO_trial0006__dynamic_no_leads__HPO_RESID_Ridge_alpha0_321037__ylag__w64,12.099849121836975,resid_ridge,dynamic_no_leads,True,64,"{""alpha"": 0.3210365644794417, ""random_state"": 20260526}",ok,10.554168296199592,10.404679681535518,8.926136792912184,9.20548135801915,28.652261983973034,1.0,5.521232644806735,11.426727108291738,15.880287909750734
HEAVY_RUC,7,HEAVY_RUC__HPO_trial0007__schiff_no_lead__HPO_BayesianRidge__noylag__w40,11.148631758569529,bayesian_ridge,schiff_no_lead,False,40,{},ok,9.822177428638277,9.668670703003485,9.016816817515794,9.122435159912897,24.759284399217815,1.0,5.233682929188271,9.333527239466227,16.141306783050617
HEAVY_RUC,8,HEAVY_RUC__HPO_trial0008__schiff__HPO_GBR_learning_rate0_0597206_max_depth1_n_estimators100__ylag__w64,5.065377143540265,gbr,schiff,True,64,"{""learning_rate"": 0.05972061085936585, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 100, ""random_state"": 20260528, ""subsample"": 0.75}",ok,5.111356659253839,4.489870038512957,-2.2876985894234014,-2.4601709713130147,10.89878964132268,1.0,4.125777607298697,5.16316003826288,6.29002882748953
HEAVY_RUC,9,HEAVY_RUC__HPO_trial0009__dynamic_no_leads__HPO_RESID_Elastic_alpha86_313_l1_ratio0_139289__noylag__w52,100012.82941788265,resid_elastic_net,dynamic_no_leads,False,52,"{""alpha"": 86.31298522458567, ""l1_ratio"": 0.139288794889052, ""max_iter"": 50000, ""random_state"": 20260529}",ok,12.829417882646588,12.763407922687575,12.186607805449441,12.38788758618194,37.36814607804594,1.0,7.3624365513643735,13.19432497458303,19.27910496135249
HEAVY_RUC,10,HEAVY_RUC__HPO_trial0010__diff__HPO_GBR_learning_rate0_020811_max_depth1_n_estimators630__noylag__w40,4.917199697538476,gbr,diff,False,40,"{""learning_rate"": 0.02081096176296456, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 630, ""random_state"": 20260530, ""subsample"": 0.85}",ok,5.232008720256651,4.056570884457169,-2.3843438277951385,-2.6874171695685867,10.90813040870633,1.0,4.1265882407366785,5.114338411427917,6.754300604598199
HEAVY_RUC,11,HEAVY_RUC__HPO_trial0011__dynamic_no_leads__HPO_Elastic_alpha0_00432164_l1_ratio0_106696__noylag__w64,5.985915934485091,elastic_net,dynamic_no_leads,False,64,"{""alpha"": 0.00432164128628249, ""l1_ratio"": 0.10669616551143478, ""max_iter"": 50000, ""random_state"": 20260531}",ok,5.527984877186493,5.701971460018022,3.3296136005278165,3.3155878841210433,11.945002701137852,1.0,3.6837631070140833,5.294814438511197,8.109690158219044
HEAVY_RUC,12,HEAVY_RUC__HPO_trial0012__rich__HPO_BayesianRidge__ylag__w40,7.436209299137488,bayesian_ridge,rich,True,40,{},ok,7.480204112853357,5.809474753367002,2.1997570433743974,3.085662466745394,21.062147512706638,1.0,5.729471281280624,8.708441754463683,8.279179193458516
HEAVY_RUC,13,HEAVY_RUC__HPO_trial0013__schiff_no_lead__HPO_RESID_GBR_learning_rate0_0615517_max_depth1_n_estimators210__ylag__w52,12.797401338595694,resid_gbr,schiff_no_lead,True,52,"{""learning_rate"": 0.06155166188139661, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 210, ""random_state"": 20260533, ""subsample"": 1.0}",ok,10.839728122103711,10.680182859036778,9.833580356443363,9.8245124168885,32.35774581592386,1.0,5.971144220866501,10.610053248830903,17.215486249014802
HEAVY_RUC,14,HEAVY_RUC__HPO_trial0014__rich__HPO_RESID_Ridge_alpha0_000668298__noylag__w64,100017.31192046282,resid_ridge,rich,False,64,"{""alpha"": 0.0006682984235130196, ""random_state"": 20260534}",ok,17.311920462812218,13.775321795254985,14.429294277133975,11.10849996217709,46.18142032433222,1.0,12.42416842194731,18.880585967076,21.66247861392337
HEAVY_RUC,15,HEAVY_RUC__HPO_trial0015__schiff__HPO_RESID_GBR_learning_rate0_0312495_max_depth2_n_estimators680__noylag__w52,12.152505990995484,resid_gbr,schiff,False,52,"{""learning_rate"": 0.031249499546228268, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 680, ""random_state"": 20260535, ""subsample"": 0.85}",ok,10.24344864184205,10.472695528551544,9.239400460530582,9.827617605596142,29.484344272086485,1.0,5.183763090861124,10.201654269828941,16.645098501879545
HEAVY_RUC,16,HEAVY_RUC__HPO_trial0016__schiff_no_lead__HPO_BayesianRidge__ylag__w52,11.718069073837919,bayesian_ridge,schiff_no_lead,True,52,{},ok,10.249902896921265,9.841100531281679,9.481049325917796,9.598332110660806,27.734679833234054,1.0,5.0429471148001115,9.183561843845643,18.004003451229348
HEAVY_RUC,17,HEAVY_RUC__HPO_trial0017__rich__HPO_BayesianRidge__ylag__w52,9.775037719608964,bayesian_ridge,rich,True,52,{},ok,9.042217372646581,8.098827483734723,5.128744642128058,6.884909591535887,25.40618160788717,1.0,6.5647996214039255,10.045017414892808,11.010667523740498
HEAVY_RUC,18,HEAVY_RUC__HPO_trial0018__rich__HPO_GBR_learning_rate0_0888057_max_depth1_n_estimators130__ylag__w52,4.720956387579356,gbr,rich,True,52,"{""learning_rate"": 0.08880571287227207, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 130, ""random_state"": 20260538, ""subsample"": 0.75}",ok,4.833492520215307,4.066025859253997,-3.1308017374975483,-3.5155159269907275,9.281706773539135,1.0,3.8723598923895155,4.7998834640360535,6.078794977317081
HEAVY_RUC,19,HEAVY_RUC__HPO_trial0019__price_distributed_lags__HPO_RESID_Ridge_alpha0_00450349__ylag__w52,100020.36876478774,resid_ridge,price_distributed_lags,True,52,"{""alpha"": 0.004503489610857746, ""random_state"": 20260539}",ok,20.368764787733102,18.211162095721974,17.1469970503696,17.12798220922435,67.24054638062643,1.0,14.332424081505588,18.39213763689791,30.2017212651101
HEAVY_RUC,20,HEAVY_RUC__HPO_trial0020__diff__HPO_Ridge_alpha3_95544__ylag__w40,8.386855209232383,ridge,diff,True,40,"{""alpha"": 3.9554404049557217, ""random_state"": 20260540}",ok,8.07976406818497,7.2166364621228665,4.264392274002126,5.055454982165515,19.69950861956419,1.0,5.5354884935352855,9.389937277300072,9.781912760846422
HEAVY_RUC,21,HEAVY_RUC__HPO_trial0021__price_distributed_lags__HPO_GBR_learning_rate0_0302466_max_depth1_n_estimators580__noylag__w52,4.322135480742134,gbr,price_distributed_lags,False,52,"{""learning_rate"": 0.030246571079806203, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 580, ""random_state"": 20260541, ""subsample"": 0.95}",ok,4.795995794897821,3.5648387102552754,-2.109620252442918,-2.5049578015327056,8.94436589364255,1.0,4.130225270282177,4.480342778516481,5.991777332849693
HEAVY_RUC,22,HEAVY_RUC__HPO_trial0022__dynamic_pruned__HPO_GBR_learning_rate0_032834_max_depth1_n_estimators750__noylag__w52,4.82627915141974,gbr,dynamic_pruned,False,52,"{""learning_rate"": 0.03283396702673986, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 750, ""random_state"": 20260542, ""subsample"": 0.95}",ok,5.0785226379170645,4.066294430441817,-3.066041493634971,-3.62251732468955,9.627314900468473,1.0,4.4649550059406415,5.033458330205091,5.900401782210401
HEAVY_RUC,23,HEAVY_RUC__HPO_trial0023__price_distributed_lags__HPO_GBR_learning_rate0_069952_max_depth1_n_estimators430__noylag__w52,4.435674241969277,gbr,price_distributed_lags,False,52,"{""learning_rate"": 0.0699520087995161, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 430, ""random_state"": 20260543, ""subsample"": 0.95}",ok,4.892693279672244,3.6428666598901738,-2.199244247923792,-2.63109588312984,9.303844191738236,1.0,4.085173445502886,4.7341297465987795,6.087476632363992
HEAVY_RUC,24,HEAVY_RUC__HPO_trial0024__dynamic_no_leads__HPO_RESID_Elastic_alpha0_0210846_l1_ratio0_574149__noylag__w52,100012.6152942195,resid_elastic_net,dynamic_no_leads,False,52,"{""alpha"": 0.02108464933572227, ""l1_ratio"": 0.5741487601582886, ""max_iter"": 50000, ""random_state"": 20260544}",ok,12.615294219504788,12.596609497376694,12.042455772880261,12.221089160871058,36.30179922814193,1.0,7.1824314837306,13.081577057563257,18.906613490829006
HEAVY_RUC,25,HEAVY_RUC__HPO_trial0025__price_distributed_lags__HPO_Ridge_alpha0_107287__noylag__w52,100015.64010783841,ridge,price_distributed_lags,False,52,"{""alpha"": 0.10728706166880868, ""random_state"": 20260545}",ok,15.64010783841402,12.964375481558903,10.925607625289732,10.651896765159133,45.37549150765274,1.0,11.284567974397328,16.417584085049135,20.22389427031589
HEAVY_RUC,26,HEAVY_RUC__HPO_trial0026__dynamic_pruned__HPO_GBR_learning_rate0_0463646_max_depth1_n_estimators740__noylag__w52,4.82839193575195,gbr,dynamic_pruned,False,52,"{""learning_rate"": 0.046364624058988946, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 740, ""random_state"": 20260546, ""subsample"": 0.95}",ok,5.0144613052724445,4.122871653890954,-3.033126199046961,-3.5286721301809902,9.632682133892933,1.0,4.351198429818093,4.8972498808740434,5.980962585971436
HEAVY_RUC,27,HEAVY_RUC__HPO_trial0027__dynamic_no_leads__HPO_GBR_learning_rate0_101351_max_depth1_n_estimators590__noylag__w52,4.131815363915952,gbr,dynamic_no_leads,False,52,"{""learning_rate"": 0.10135074880480682, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 590, ""random_state"": 20260547, ""subsample"": 0.95}",ok,4.654763286014941,3.2838992796318336,-1.8908711062959795,-2.4120057246457747,9.047929110050095,1.0,4.0762380100299955,4.5331094150990605,5.519912229690875
HEAVY_RUC,28,HEAVY_RUC__HPO_trial0028__dynamic_no_leads__HPO_RESID_Elastic_alpha0_00110607_l1_ratio0_715765__noylag__w52,12.782267082398079,resid_elastic_net,dynamic_no_leads,False,52,"{""alpha"": 0.0011060697623068124, ""l1_ratio"": 0.7157648209088551, ""max_iter"": 50000, ""random_state"": 20260548}",ok,10.962723479057669,10.8551740113882,10.202080224568137,10.433513861557975,30.56565896912876,1.0,6.049164790356988,11.62156726564161,16.382463563876822
HEAVY_RUC,29,HEAVY_RUC__HPO_trial0029__dynamic_no_leads__HPO_GBR_learning_rate0_0765527_max_depth1_n_estimators370__noylag__w52,4.097336601372674,gbr,dynamic_no_leads,False,52,"{""learning_rate"": 0.07655273797984001, ""loss"": ""squared_error"", ""max_depth"": 1, ""n_estimators"": 370, ""random_state"": 20260549, ""subsample"": 0.95}",ok,4.536914007187008,3.3022639141695875,-1.9618545623103234,-2.419289638391501,8.910601710775818,1.0,3.8820754623333933,4.405501952070122,5.5090180100433495
HEAVY_RUC,30,HEAVY_RUC__HPO_trial0030__dynamic_no_leads__HPO_RESID_GBR_learning_rate0_0755972_max_depth2_n_estimators320__noylag__w52,13.454005635988667,resid_gbr,dynamic_no_leads,False,52,"{""learning_rate"": 0.07559718881437018, ""loss"": ""squared_error"", ""max_depth"": 2, ""n_estimators"": 320, ""random_state"": 20260550, ""subsample"": 0.95}",ok,11.419282566472498,11.23897611598445,10.533301311889264,10.677317148956094,33.65910043937906,1.0,6.324891601722828,11.810746675732098,17.370802816304163
HEAVY_RUC,31,HEAVY_RUC__HPO_trial0031__dynamic_no_leads__HPO_Elastic_alpha0_16022_l1_ratio0_765858__noylag__w64,9.995802670581748,elastic_net,dynamic_no_leads,False,64,"{""alpha"": 0.1602204204324768, ""l1_ratio"": 0.7658575274501055, ""max_iter"": 50000, ""random_state"": 20260551}",ok,9.55253143383594,9.516863568575694,-9.099412421499967,-9.516863568575694,14.693058796294302,1.0,8.882101259852531,9.697508783130326,10.22926025429359
