engine,scenario,fy,period,quarterly_ped_vkt_per_capita,population,quarterly_light_petrol_vkt,recomputed_petrol_from_identity,identity_residual,identity_rel_residual,positive
ar1,current_basecase,2036,2036Q1,1358.4484295176442,5757176.17251002,7820.826930002639,7820.826930002639,0.0,0.0,True
ar1,current_basecase,2036,2036Q2,1349.0218636164452,5766508.866055303,7779.146537046679,7779.146537046679,0.0,0.0,True
ar1,current_basecase,2037,2036Q3,1317.0607761312096,5775856.688400923,7607.154292847959,7607.1542928479585,9.094947017729282e-13,1.1955780923597284e-16,True
ar1,current_basecase,2037,2036Q4,1331.9557047491032,5785219.664071481,7705.6563347866995,7705.6563347866995,0.0,0.0,True
ar1,current_basecase,2037,2037Q1,1313.1789348520817,5794597.817631335,7609.3437900533145,7609.3437900533145,0.0,0.0,True
ar1,current_basecase,2037,2037Q2,1304.0321870169694,5803991.173684663,7568.591303647198,7568.591303647198,0.0,0.0,True
ar1,current_basecase,2038,2037Q3,1258.172435922643,5813399.756875529,7314.259333100185,7314.259333100184,9.094947017729282e-13,1.2434542724744137e-16,True
ar1,current_basecase,2038,2037Q4,1272.3920189244961,5822823.591887945,7408.9142659234885,7408.914265923489,-9.094947017729282e-13,-1.227568128242558e-16,True
ar1,current_basecase,2038,2038Q1,1254.450071719994,5832262.703445938,7316.282366627604,7316.282366627604,0.0,0.0,True
ar1,current_basecase,2038,2038Q2,1245.709872450364,5841717.116313614,7277.08468385414,7277.08468385414,0.0,0.0,True
ar1,current_basecase,2039,2038Q3,1185.5273920390891,5851186.85529522,6936.742292891541,6936.742292891541,0.0,0.0,True
ar1,current_basecase,2039,2038Q4,1198.925323527612,5860671.945235217,7026.508008030331,7026.508008030331,0.0,0.0,True
ar1,current_basecase,2039,2039Q1,1182.0190232373134,5870172.411018337,6938.655459506519,6938.655459506519,0.0,0.0,True
ar1,current_basecase,2039,2039Q2,1173.783341898368,5879688.277569653,6901.480155766365,6901.480155766366,-9.094947017729282e-13,-1.317825569654101e-16,True
ar1,current_basecase,2040,2039Q3,1100.9207285943478,5889219.56985464,6483.563899696462,6483.563899696463,-9.094947017729282e-13,-1.4027697048154452e-16,True
ar1,current_basecase,2040,2039Q4,1113.362497189489,5898766.312879247,6567.465192444472,6567.465192444472,0.0,0.0,True
ar1,current_basecase,2040,2040Q1,1097.6627556928586,5908328.531689957,6485.352177633539,6485.352177633539,0.0,0.0,True
ar1,current_basecase,2040,2040Q2,1090.0148541713752,5917906.251373855,6450.605719591143,6450.605719591143,0.0,0.0,True
ar1,current_basecase,2041,2040Q3,1007.7906635580451,5927499.497058695,5973.678651380761,5973.678651380761,0.0,0.0,True
ar1,current_basecase,2041,2040Q4,1019.179982906056,5937108.293912962,6050.981929501616,6050.981929501617,-9.094947017729282e-13,-1.5030530786064305e-16,True
ar1,current_basecase,2041,2041Q1,1004.8088470861243,5945255.034365186,5973.844856713458,5973.844856713458,0.0,0.0,True
ar1,current_basecase,2041,2041Q2,997.808672676678,5953412.953555729,5940.367077083583,5940.367077083584,-9.094947017729282e-13,-1.5310412470662397e-16,True
ar1,current_basecase,2042,2041Q3,905.8507051491063,5961582.066823757,5400.303319036567,5400.303319036567,0.0,0.0,True
ar1,current_basecase,2042,2041Q4,916.0888757428941,5969762.389529482,5468.832915876276,5468.832915876276,0.0,0.0,True
ar1,current_basecase,2042,2042Q1,903.1718863450828,5977953.937054194,5399.119933813251,5399.11993381325,9.094947017729282e-13,1.6845239833940435e-16,True
ar1,current_basecase,2042,2042Q2,896.8800595995812,5986156.724800285,5368.864600111313,5368.864600111313,0.0,0.0,True
ar1,current_basecase,2043,2042Q3,805.3281945819751,5994370.768191287,4827.435788402458,4827.435788402458,0.0,0.0,True
ar1,current_basecase,2043,2042Q4,814.4303258563885,6002596.082671894,4888.6962835947525,4888.6962835947525,0.0,0.0,True
ar1,current_basecase,2043,2043Q1,802.9468003342404,6010832.683707991,4826.378870727806,4826.378870727806,0.0,0.0,True
ar1,current_basecase,2043,2043Q2,797.3532257668255,6019080.5867866855,4799.3333220248405,4799.3333220248405,0.0,0.0,True
ar1,current_basecase,2044,2043Q3,714.9224832016736,6027339.8074163385,4309.080742218386,4309.080742218386,0.0,0.0,True
ar1,current_basecase,2044,2043Q4,723.0028457679659,6035610.361126589,4363.763467041144,4363.763467041144,0.0,0.0,True
ar1,current_basecase,2044,2044Q1,712.808483365167,6043892.263468384,4308.137677945365,4308.137677945365,0.0,0.0,True
ar1,current_basecase,2044,2044Q2,707.8428679088322,6052185.530014012,4283.996362681453,4283.996362681453,0.0,0.0,True
ar1,current_basecase,2045,2044Q3,639.6821951346307,6060490.176357128,3876.7876596039923,3876.7876596039923,0.0,0.0,True
ar1,current_basecase,2045,2044Q4,646.9121841278812,6068806.218112784,3925.984685608208,3925.984685608208,0.0,0.0,True
ar1,current_basecase,2045,2045Q1,637.7907265583817,6077133.670917459,3875.9394993668516,3875.939499366851,4.547473508864641e-13,1.1732570927919507e-16,True
ar1,current_basecase,2045,2045Q2,633.3477288793185,6085472.550429088,3854.2202189716977,3854.2202189716972,4.547473508864641e-13,1.179868624652149e-16,True
ar1,current_basecase,2046,2045Q3,576.4774983555716,6093822.872327091,3512.951764861085,3512.9517648610854,-4.547473508864641e-13,-1.2944878874659028e-16,True
ar1,current_basecase,2046,2045Q4,582.9931401255267,6102184.652312404,3557.5317920774028,3557.5317920774037,-9.094947017729282e-13,-2.5565328855201413e-16,True
ar1,current_basecase,2046,2046Q1,574.772962332113,6110557.906107505,3512.1834691953245,3512.1834691953245,0.0,0.0,True
ar1,current_basecase,2046,2046Q2,570.768982498104,6118942.649456448,3492.50266999451,3492.5026699945097,4.547473508864641e-13,1.3020672963069745e-16,True
ar1,current_basecase,2047,2046Q3,519.1108741529538,6127338.89812489,3180.768251637008,3180.7682516370087,-9.094947017729282e-13,-2.859355444411423e-16,True
ar1,current_basecase,2047,2046Q4,524.9781489877996,6135746.667900122,3221.132928372265,3221.1329283722653,-4.547473508864641e-13,-1.4117621377279256e-16,True
ar1,current_basecase,2047,2047Q1,517.5759995807693,6144165.974591096,3180.072845889139,3180.072845889138,9.094947017729282e-13,2.859980716946867e-16,True
ar1,current_basecase,2047,2047Q2,513.970484293621,6152596.834028458,3162.2531744490057,3162.253174449006,-4.547473508864641e-13,-1.4380485236312546e-16,True
ar1,current_basecase,2048,2047Q3,467.80181361725346,6161039.262064577,2882.145340560914,2882.145340560914,0.0,0.0,True
ar1,current_basecase,2048,2047Q4,473.0891833001516,6169493.274573572,2918.720534643789,2918.7205346437895,-4.547473508864641e-13,-1.5580366310814443e-16,True
ar1,current_basecase,2048,2048Q1,466.4186817608927,6177958.887451346,2881.5154402580483,2881.515440258048,4.547473508864641e-13,1.5781534415298505e-16,True
ar1,current_basecase,2048,2048Q2,463.1695538812443,6186436.116615614,2865.3688562476714,2865.368856247672,-4.547473508864641e-13,-1.5870464631278785e-16,True
ar1,current_basecase,2049,2048Q3,421.3751104766533,6194924.978005931,2610.3871970018276,2610.3871970018276,0.0,0.0,True
ar1,current_basecase,2049,2048Q4,426.13775456167883,6203425.487583726,2643.5138078696164,2643.5138078696164,0.0,0.0,True
ar1,current_basecase,2049,2049Q1,420.12927854890745,6211937.661332328,2609.8168880463386,2609.816888046338,4.547473508864641e-13,1.74244926136132e-16,True
ar1,current_basecase,2049,2049Q2,417.2026239753892,6220461.515256999,2595.1928665031455,2595.1928665031455,0.0,0.0,True
ar1,current_basecase,2050,2049Q3,379.3604324009294,6228997.065384963,2363.03502014856,2363.03502014856,0.0,0.0,True
ar1,current_basecase,2050,2049Q4,383.64821498539465,6237544.327765435,2393.022747239482,2393.022747239482,0.0,0.0,True
ar1,current_basecase,2050,2050Q1,378.23884924263024,6246103.318469655,2362.5189314285362,2362.5189314285362,0.0,0.0,True
ar1,current_basecase,2050,2050Q2,375.60402107439774,6254674.053590911,2349.2807250384494,2349.2807250384494,0.0,0.0,True
ar1,current_comparison_1,2031,2030Q3,1454.0729289191363,5733470.527230353,8336.884282401385,8336.884282401385,0.0,0.0,True
ar1,current_comparison_1,2031,2030Q4,1471.233199252721,5754851.14875033,8466.728066799145,8466.728066799145,0.0,0.0,True
ar1,current_comparison_1,2031,2031Q1,1450.5698808401492,5776311.500509507,8378.94348498966,8378.943484989659,1.8189894035458565e-12,2.1709054450653106e-16,True
ar1,current_comparison_1,2031,2031Q2,1440.2263272279176,5797851.879829036,8350.218918697652,8350.21891869765,1.8189894035458565e-12,2.1783733112347627e-16,True
ar1,current_comparison_1,2032,2031Q3,1442.246080599266,5819472.585138808,8393.111527071324,8393.111527071324,0.0,0.0,True
ar1,current_comparison_1,2032,2031Q4,1458.0660556449932,5841173.915981584,8516.817412011687,8516.817412011687,0.0,0.0,True
ar1,current_comparison_1,2032,2032Q1,1436.9558856478275,5862956.173017149,8424.809380112254,8424.809380112254,0.0,0.0,True
ar1,current_comparison_1,2032,2032Q2,1426.3745842857602,5884819.658026471,8393.957193314176,8393.957193314176,0.0,0.0,True
ar1,current_comparison_1,2033,2032Q3,1424.1793959988813,5906764.673915889,8412.29254560506,8412.29254560506,0.0,0.0,True
ar1,current_comparison_1,2033,2032Q4,1439.7048974166373,5928791.524721308,8535.71019390352,8535.710193903518,1.8189894035458565e-12,2.1310346324141106e-16,True
ar1,current_comparison_1,2033,2033Q1,1418.809924186668,5950900.515612406,8443.19670939844,8443.196709398442,-1.8189894035458565e-12,-2.154384726724501e-16,True
ar1,current_comparison_1,2033,2033Q2,1408.3354367916045,5973091.952896868,8412.11706447943,8412.117064479427,1.8189894035458565e-12,2.162344377287172e-16,True
ar1,current_comparison_1,2034,2033Q3,1400.1298079343292,5995366.144024628,8394.290847729182,8394.290847729182,0.0,0.0,True
ar1,current_comparison_1,2034,2033Q4,1415.3855003047847,6017723.397592127,8517.398441796742,8517.398441796742,0.0,0.0,True
ar1,current_comparison_1,2034,2034Q1,1394.879198465192,6040164.023346592,8425.299151483983,8425.299151483983,0.0,0.0,True
ar1,current_comparison_1,2034,2034Q2,1384.6259656482855,6062688.332190321,8394.555686383615,8394.555686383617,-1.8189894035458565e-12,-2.1668679933785504e-16,True
ar1,current_comparison_1,2035,2034Q3,1368.0597734380979,6085296.636184997,8325.049537402865,8325.049537402867,-1.8189894035458565e-12,-2.1849592550452496e-16,True
ar1,current_comparison_1,2035,2034Q4,1382.99847590415,6107989.248556009,8447.339821591893,8447.339821591893,0.0,0.0,True
ar1,current_comparison_1,2035,2035Q1,1362.9854312011519,6130766.4836967895,8356.145399375038,8356.145399375038,0.0,0.0,True
ar1,current_comparison_1,2035,2035Q2,1352.9838719244212,6153628.657173174,8325.760326967238,8325.760326967238,0.0,0.0,True
ar1,current_comparison_1,2036,2035Q3,1325.508577231623,6176576.085727771,8187.104579555884,8187.104579555885,-9.094947017729282e-13,-1.110886874517321e-16,True
ar1,current_comparison_1,2036,2035Q4,1339.9909495514676,6199609.087284348,8307.42006771806,8307.42006771806,0.0,0.0,True
ar1,current_comparison_1,2036,2036Q1,1320.4468533682116,6222727.9809522405,8216.78158181471,8216.78158181471,0.0,0.0,True
ar1,current_comparison_1,2036,2036Q2,1310.5190946884943,6245933.087030771,8185.414574700479,8185.414574700479,0.0,0.0,True
ar1,current_comparison_1,2037,2036Q3,1270.4141882227086,6269224.727013687,7964.512042354824,7964.512042354825,-9.094947017729282e-13,-1.141933990351558e-16,True
ar1,current_comparison_1,2037,2036Q4,1283.9913686509674,6292603.223593612,8079.648225439451,8079.648225439451,0.0,0.0,True
ar1,current_comparison_1,2037,2037Q1,1265.1046742210644,6316068.900666524,7990.48828893552,7990.488288935519,9.094947017729282e-13,1.1382216816866015e-16,True
ar1,current_comparison_1,2037,2037Q2,1255.5086761217926,6339622.083336232,7959.450528961953,7959.450528961954,-9.094947017729282e-13,-1.1426601603509707e-16,True
ar1,current_comparison_1,2038,2037Q3,1201.3126969385949,6363263.097918891,7644.268753490782,7644.268753490782,0.0,0.0,True
ar1,current_comparison_1,2038,2037Q4,1214.1282361161843,6386992.271947516,7754.627661227338,7754.627661227339,-9.094947017729282e-13,-1.17284122656249e-16,True
ar1,current_comparison_1,2038,2038Q1,1196.2570604343264,6410809.934176521,7668.976646861184,7668.976646861183,9.094947017729282e-13,1.185940111247011e-16,True
ar1,current_comparison_1,2038,2038Q2,1187.1768971030776,6434716.414586276,7639.146666806776,7639.146666806776,0.0,0.0,True
ar1,current_comparison_1,2039,2038Q3,1119.252283960696,6458712.044387675,7228.928207125362,7228.928207125362,0.0,0.0,True
ar1,current_comparison_1,2039,2038Q4,1131.1907176297182,6482797.156026728,7333.279967173772,7333.279967173771,9.094947017729282e-13,1.2402290732716226e-16,True
ar1,current_comparison_1,2039,2039Q1,1114.5394639745111,6506972.083189168,7252.277177694764,7252.277177694763,9.094947017729282e-13,1.2540815518885388e-16,True
ar1,current_comparison_1,2039,2039Q2,1106.0791410448028,6531237.160805069,7224.065188783167,7224.065188783167,0.0,0.0,True
ar1,current_comparison_1,2040,2039Q3,1026.8668694313078,6555592.725053489,6731.7209788423315,6731.720978842332,-9.094947017729282e-13,-1.3510582280986577e-16,True
ar1,current_comparison_1,2040,2039Q4,1037.8197936626957,6580039.113367129,6828.894834927142,6828.894834927141,9.094947017729282e-13,1.33183293015616e-16,True
ar1,current_comparison_1,2040,2040Q1,1022.5429437096403,6604576.664437005,6753.463264409413,6753.463264409413,0.0,0.0,True
ar1,current_comparison_1,2040,2040Q2,1014.7809583530099,6629205.718217145,6727.191731851646,6727.191731851647,-9.094947017729282e-13,-1.3519678612201404e-16,True
ar1,current_comparison_1,2041,2040Q3,928.1263217671989,6653926.615929291,6175.684435351316,6175.684435351317,-9.094947017729282e-13,-1.4727026798304823e-16,True
ar1,current_comparison_1,2041,2040Q4,938.0260709843483,6678739.700067635,6264.831959981629,6264.831959981629,0.0,0.0,True
ar1,current_comparison_1,2041,2041Q1,924.1736402305621,6703645.314403559,6195.332293026888,6195.332293026888,0.0,0.0,True
ar1,current_comparison_1,2041,2041Q2,917.0905117935303,6728643.8039904,6170.775389877922,6170.775389877923,-9.094947017729282e-13,-1.4738742610285171e-16,True
ar1,current_comparison_1,2042,2041Q3,823.1098300267145,6753735.515168229,5559.066091935506,5559.066091935506,0.0,0.0,True
ar1,current_comparison_1,2042,2041Q4,831.8103228952132,6778920.795568649,5638.776295843033,5638.776295843033,0.0,0.0,True
ar1,current_comparison_1,2042,2042Q1,819.4848298780923,6804199.9941196125,5575.9386746376285,5575.938674637628,9.094947017729282e-13,1.6311059981878923e-16,True
ar1,current_comparison_1,2042,2042Q2,813.1820198097624,6829573.461050256,5553.686341495997,5553.686341495997,0.0,0.0,True
ar1,current_comparison_1,2043,2042Q3,722.1548221260607,6855041.547895752,4950.401309687412,4950.401309687412,0.0,0.0,True
ar1,current_comparison_1,2043,2042Q4,729.7825671507588,6880604.607502177,5021.345294012279,5021.345294012279,0.0,0.0,True
ar1,current_comparison_1,2043,2043Q1,718.965939696014,6906262.994031405,4965.367863291595,4965.367863291595,0.0,0.0,True
ar1,current_comparison_1,2043,2043Q2,713.4346887210904,6932017.062966009,4945.541435526442,4945.541435526442,0.0,0.0,True
ar1,current_comparison_1,2044,2043Q3,633.2901394280709,6957867.171114187,4406.348670916901,4406.348670916901,0.0,0.0,True
ar1,current_comparison_1,2044,2043Q4,639.9788734345011,6983813.676614709,4469.493209036343,4469.493209036343,0.0,0.0,True
ar1,current_comparison_1,2044,2044Q1,630.4931017277992,7009856.938941876,4419.6664441016,4419.6664441016,0.0,0.0,True
ar1,current_comparison_1,2044,2044Q2,625.6424134442767,7035997.318910498,4402.018343590624,4402.018343590625,-9.094947017729282e-13,-2.0660856697636444e-16,True
ar1,current_comparison_1,2045,2044Q3,560.7101791217591,7062235.1786809,3959.8671520381563,3959.8671520381554,9.094947017729282e-13,2.2967808435310977e-16,True
ar1,current_comparison_1,2045,2044Q4,566.6323245426457,7088570.8817639295,4016.6133964192077,4016.6133964192077,0.0,0.0,True
ar1,current_comparison_1,2045,2045Q1,558.23370161547,7115004.793026003,3971.8354626227174,3971.8354626227165,9.094947017729282e-13,2.289859966083194e-16,True
ar1,current_comparison_1,2045,2045Q2,553.9389525589721,7141537.278694155,3955.975679820692,3955.975679820692,0.0,0.0,True
ar1,current_comparison_1,2046,2045Q3,500.5789377428354,7168168.706361112,3588.2342765916806,3588.2342765916806,0.0,0.0,True
ar1,current_comparison_1,2046,2045Q4,505.866002025961,7194899.444990388,3639.6550172160933,3639.6550172160937,-4.547473508864641e-13,-1.249424323831362e-16,True
ar1,current_comparison_1,2046,2046Q1,498.36807505004543,7221729.864921393,3599.079611312299,3599.079611312299,0.0,0.0,True
ar1,current_comparison_1,2046,2046Q2,494.53391789630905,7248660.337874567,3584.708396388693,3584.708396388693,0.0,0.0,True
ar1,current_comparison_1,2047,2046Q3,446.54617273500253,7275691.236956528,3248.932075864534,3248.932075864534,0.0,0.0,True
ar1,current_comparison_1,2047,2046Q4,451.2625652797022,7302822.9366652435,3295.490612183006,3295.490612183006,0.0,0.0,True
ar1,current_comparison_1,2047,2047Q1,444.57398511091833,7330055.812895213,3258.752123824277,3258.752123824277,0.0,0.0,True
ar1,current_comparison_1,2047,2047Q2,441.1537053522195,7357390.242942685,3245.7399673964323,3245.739967396432,4.547473508864641e-13,1.4010590973226958e-16,True
ar1,current_comparison_1,2048,2047Q3,398.64303342909835,7384826.6055108765,2943.909679368767,2943.9096793687672,-4.547473508864641e-13,-1.5447055121065095e-16,True
ar1,current_comparison_1,2048,2047Q4,402.85349126099953,7412365.280715222,2986.0972318379463,2986.097231837946,4.547473508864641e-13,1.5228819277481016e-16,True
ar1,current_comparison_1,2048,2048Q1,396.88244179981916,7440006.650088641,2952.808006294073,2952.8080062940726,4.547473508864641e-13,1.540050521121404e-16,True
ar1,current_comparison_1,2048,2048Q2,393.82908645407605,7467751.096586824,2941.0175922352137,2941.0175922352137,0.0,0.0,True
ar1,current_comparison_1,2049,2048Q3,355.71910401575684,7495599.004593538,2666.3277619754117,2666.327761975412,-4.547473508864641e-13,-1.70551931901108e-16,True
ar1,current_comparison_1,2049,2048Q4,359.4762139949953,7523550.759925948,2704.53754297735,2704.53754297735,0.0,0.0,True
ar1,current_comparison_1,2049,2049Q1,354.14811112429044,7551606.749839969,2674.3872664092673,2674.387266409267,4.547473508864641e-13,1.7003795845058182e-16,True
ar1,current_comparison_1,2049,2049Q2,351.42353925590317,7579767.363035626,2663.7086734543636,2663.7086734543636,0.0,0.0,True
ar1,current_comparison_1,2050,2049Q3,317.253465404526,7608032.98966244,2413.6748308823653,2413.6748308823658,-4.547473508864641e-13,-1.8840456264782877e-16,True
ar1,current_comparison_1,2050,2049Q4,320.60431296774277,7636404.021324838,2448.264064800958,2448.264064800958,0.0,0.0,True
ar1,current_comparison_1,2050,2050Q1,315.85237562515744,7664880.851087569,2420.9708256997874,2420.970825699787,4.547473508864641e-13,1.8783677442912528e-16,True
ar1,current_comparison_1,2050,2050Q2,313.4224367116059,7693463.873481161,2411.3041939791756,2411.3041939791756,0.0,0.0,True
