scenario_name,scenario_role,stream,series_id,period,june_year,horizon,value,value_unit,engine,decision_facing,availability_status,unavailable_reason,status,source,notes
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2028Q4,2029,12.0,1080649060.7788246,net km,ar1,False,within_decision_facing_horizon,,raw_replay_audit_evidence_mirrors_decision_facing_row,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2029Q1,2029,13.0,1047581489.995369,net km,ar1,False,within_decision_facing_horizon,,raw_replay_audit_evidence_mirrors_decision_facing_row,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2029Q2,2029,14.0,1019835926.561616,net km,ar1,False,within_decision_facing_horizon,,raw_replay_audit_evidence_mirrors_decision_facing_row,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2029Q3,2030,15.0,1032505723.0349654,net km,ar1,False,within_decision_facing_horizon,,raw_replay_audit_evidence_mirrors_decision_facing_row,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2029Q4,2030,16.0,1089424985.3954003,net km,ar1,False,within_decision_facing_horizon,,raw_replay_audit_evidence_mirrors_decision_facing_row,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2030Q1,2030,17.0,1055840902.5556741,net km,ar1,False,within_decision_facing_horizon,,raw_replay_audit_evidence_mirrors_decision_facing_row,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2030Q2,2030,18.0,1027619612.5780181,net km,ar1,False,within_decision_facing_horizon,,raw_replay_audit_evidence_mirrors_decision_facing_row,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2030Q3,2031,19.0,1041239244.8533072,net km,ar1,False,within_decision_facing_horizon,,raw_replay_audit_evidence_mirrors_decision_facing_row,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2030Q4,2031,20.0,1098554969.118447,net km,ar1,False,within_decision_facing_horizon,,raw_replay_audit_evidence_mirrors_decision_facing_row,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2031Q1,2031,21.0,1065428377.8160853,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2031Q2,2031,22.0,1037855360.4059827,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2031Q3,2032,23.0,1049779250.4415174,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2031Q4,2032,24.0,1107723670.099609,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2032Q1,2032,25.0,1072919190.5509269,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2032Q2,2032,26.0,1043934215.9850291,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2032Q3,2033,27.0,1056465631.3620999,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2032Q4,2033,28.0,1114453321.0438423,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2033Q1,2033,29.0,1079849537.2053974,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2033Q2,2033,30.0,1050714856.7531779,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2033Q3,2034,31.0,1063507312.9503758,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2033Q4,2034,32.0,1121521900.6078591,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2034Q1,2034,33.0,1087356096.9920316,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2034Q2,2034,34.0,1058064221.207594,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2034Q3,2035,35.0,1070699376.6962314,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2034Q4,2035,36.0,1128940950.2157333,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2035Q1,2035,37.0,1094292738.0254178,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2035Q2,2035,38.0,1064426594.8059599,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2035Q3,2036,39.0,1077021071.4164548,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2035Q4,2036,40.0,1135559408.1451929,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2036Q1,2036,41.0,1100458988.6526406,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2036Q2,2036,42.0,1070247960.9898272,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2036Q3,2037,43.0,1082789480.9624865,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2036Q4,2037,44.0,1141544094.9184463,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2037Q1,2037,45.0,1106397262.0845213,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2037Q2,2037,46.0,1076086132.4798217,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2037Q3,2038,47.0,1088771817.594007,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2037Q4,2038,48.0,1147965249.2423291,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2038Q1,2038,49.0,1112648553.5711102,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2038Q2,2038,50.0,1082159876.6352258,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2038Q3,2039,51.0,1094937619.534267,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2038Q4,2039,52.0,1154515458.9334867,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2039Q1,2039,53.0,1119012568.8663015,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2039Q2,2039,54.0,1088341696.8003922,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2039Q3,2040,55.0,1101211431.5558865,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
current_basecase,basecase,HEAVY_RUC,heavy_ruc_net_km,2039Q4,2040,56.0,1161178879.7839694,net km,ar1,False,withheld_beyond_decision_facing_horizon,"Beyond H20, the last decision-grade quarter (2030Q4). Retained as unvalidated long-range model evidence only; it is not published, plotted or summed.",raw_replay_audit_evidence_beyond_decision_facing_horizon,scenario_inputs/scenario_input_wide.parquet,"Raw deterministic replay of the committed scenario inputs over the full model source horizon. Non-decision-facing audit evidence only: it is never plotted, never annualized and never summed into a total. Beyond H20 it is unvalidated long-range extrapolation."
