component_label,component_model,origin,configured_window_quarters,repo_raw_window_start,repo_raw_window_end,repo_effective_training_start,repo_effective_training_end,repo_training_rows,repo_feature_count,source_training_fit_window_start,source_training_fit_window_end,source_training_fit_rows,trace_inferred_start,trace_inferred_end,comparison_status
C3,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators400__ylag__w52,2024Q1,52,2011Q2,2024Q1,2011Q2,2024Q1,52,243,2011Q2,2024Q1,52,2011Q2,2024Q1,effective_window_matches_training_fit_rows
C3,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators400__ylag__w52,2024Q2,52,2011Q3,2024Q2,2011Q3,2024Q2,52,243,2011Q3,2024Q2,52,2011Q3,2024Q2,effective_window_matches_training_fit_rows
C3,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators400__ylag__w52,2024Q3,52,2011Q4,2024Q3,2011Q4,2024Q3,52,243,2011Q4,2024Q3,52,2011Q4,2024Q3,effective_window_matches_training_fit_rows
C3,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators400__ylag__w52,2024Q4,52,2012Q1,2024Q4,2012Q1,2024Q4,52,243,2012Q1,2024Q4,52,2012Q1,2024Q4,effective_window_matches_training_fit_rows
C3,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators400__ylag__w52,2025Q1,52,2012Q2,2025Q1,2012Q2,2025Q1,52,243,2012Q2,2025Q1,52,2012Q2,2025Q1,effective_window_matches_training_fit_rows
C3,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators400__ylag__w52,2025Q2,52,2012Q3,2025Q2,2012Q3,2025Q2,52,243,2012Q3,2025Q2,52,2012Q3,2025Q2,effective_window_matches_training_fit_rows
C3,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators400__ylag__w52,2025Q3,52,2012Q4,2025Q3,2012Q4,2025Q3,52,243,2012Q4,2025Q3,52,2012Q4,2025Q3,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2015Q2,40,2005Q3,2015Q2,2009Q3,2015Q2,24,243,2009Q3,2015Q2,24,2005Q3,2015Q2,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2015Q3,40,2005Q4,2015Q3,2009Q3,2015Q3,25,243,2009Q3,2015Q3,25,2005Q4,2015Q3,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2015Q4,40,2006Q1,2015Q4,2009Q3,2015Q4,26,243,2009Q3,2015Q4,26,2006Q1,2015Q4,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2016Q1,40,2006Q2,2016Q1,2009Q3,2016Q1,27,243,2009Q3,2016Q1,27,2006Q2,2016Q1,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2016Q2,40,2006Q3,2016Q2,2009Q3,2016Q2,28,243,2009Q3,2016Q2,28,2006Q3,2016Q2,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2016Q3,40,2006Q4,2016Q3,2009Q3,2016Q3,29,243,2009Q3,2016Q3,29,2006Q4,2016Q3,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2016Q4,40,2007Q1,2016Q4,2009Q3,2016Q4,30,243,2009Q3,2016Q4,30,2007Q1,2016Q4,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2017Q1,40,2007Q2,2017Q1,2009Q3,2017Q1,31,243,2009Q3,2017Q1,31,2007Q2,2017Q1,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2017Q2,40,2007Q3,2017Q2,2009Q3,2017Q2,32,243,2009Q3,2017Q2,32,2007Q3,2017Q2,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2017Q3,40,2007Q4,2017Q3,2009Q3,2017Q3,33,243,2009Q3,2017Q3,33,2007Q4,2017Q3,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2017Q4,40,2008Q1,2017Q4,2009Q3,2017Q4,34,243,2009Q3,2017Q4,34,2008Q1,2017Q4,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2018Q1,40,2008Q2,2018Q1,2009Q3,2018Q1,35,243,2009Q3,2018Q1,35,2008Q2,2018Q1,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2018Q2,40,2008Q3,2018Q2,2009Q3,2018Q2,36,243,2009Q3,2018Q2,36,2008Q3,2018Q2,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2018Q3,40,2008Q4,2018Q3,2009Q3,2018Q3,37,243,2009Q3,2018Q3,37,2008Q4,2018Q3,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2018Q4,40,2009Q1,2018Q4,2009Q3,2018Q4,38,243,2009Q3,2018Q4,38,2009Q1,2018Q4,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2019Q1,40,2009Q2,2019Q1,2009Q3,2019Q1,39,243,2009Q3,2019Q1,39,2009Q2,2019Q1,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2019Q2,40,2009Q3,2019Q2,2009Q3,2019Q2,40,243,2009Q3,2019Q2,40,2009Q3,2019Q2,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2019Q3,40,2009Q4,2019Q3,2009Q4,2019Q3,40,243,2009Q4,2019Q3,40,2009Q4,2019Q3,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2019Q4,40,2010Q1,2019Q4,2010Q1,2019Q4,40,243,2010Q1,2019Q4,40,2010Q1,2019Q4,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2020Q1,40,2010Q2,2020Q1,2010Q2,2020Q1,40,243,2010Q2,2020Q1,40,2010Q2,2020Q1,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2020Q2,40,2010Q3,2020Q2,2010Q3,2020Q2,40,243,2010Q3,2020Q2,40,2010Q3,2020Q2,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2020Q3,40,2010Q4,2020Q3,2010Q4,2020Q3,40,243,2010Q4,2020Q3,40,2010Q4,2020Q3,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2020Q4,40,2011Q1,2020Q4,2011Q1,2020Q4,40,243,2011Q1,2020Q4,40,2011Q1,2020Q4,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2021Q1,40,2011Q2,2021Q1,2011Q2,2021Q1,40,243,2011Q2,2021Q1,40,2011Q2,2021Q1,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2021Q2,40,2011Q3,2021Q2,2011Q3,2021Q2,40,243,2011Q3,2021Q2,40,2011Q3,2021Q2,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2021Q3,40,2011Q4,2021Q3,2011Q4,2021Q3,40,243,2011Q4,2021Q3,40,2011Q4,2021Q3,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2021Q4,40,2012Q1,2021Q4,2012Q1,2021Q4,40,243,2012Q1,2021Q4,40,2012Q1,2021Q4,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2022Q1,40,2012Q2,2022Q1,2012Q2,2022Q1,40,243,2012Q2,2022Q1,40,2012Q2,2022Q1,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2022Q2,40,2012Q3,2022Q2,2012Q3,2022Q2,40,243,2012Q3,2022Q2,40,2012Q3,2022Q2,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2022Q3,40,2012Q4,2022Q3,2012Q4,2022Q3,40,243,2012Q4,2022Q3,40,2012Q4,2022Q3,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2022Q4,40,2013Q1,2022Q4,2013Q1,2022Q4,40,243,2013Q1,2022Q4,40,2013Q1,2022Q4,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2023Q1,40,2013Q2,2023Q1,2013Q2,2023Q1,40,243,2013Q2,2023Q1,40,2013Q2,2023Q1,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2023Q2,40,2013Q3,2023Q2,2013Q3,2023Q2,40,243,2013Q3,2023Q2,40,2013Q3,2023Q2,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2023Q3,40,2013Q4,2023Q3,2013Q4,2023Q3,40,243,2013Q4,2023Q3,40,2013Q4,2023Q3,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2023Q4,40,2014Q1,2023Q4,2014Q1,2023Q4,40,243,2014Q1,2023Q4,40,2014Q1,2023Q4,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2024Q1,40,2014Q2,2024Q1,2014Q2,2024Q1,40,243,2014Q2,2024Q1,40,2014Q2,2024Q1,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2024Q2,40,2014Q3,2024Q2,2014Q3,2024Q2,40,243,2014Q3,2024Q2,40,2014Q3,2024Q2,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2024Q3,40,2014Q4,2024Q3,2014Q4,2024Q3,40,243,2014Q4,2024Q3,40,2014Q4,2024Q3,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2024Q4,40,2015Q1,2024Q4,2015Q1,2024Q4,40,243,2015Q1,2024Q4,40,2015Q1,2024Q4,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2025Q1,40,2015Q2,2025Q1,2015Q2,2025Q1,40,243,2015Q2,2025Q1,40,2015Q2,2025Q1,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2025Q2,40,2015Q3,2025Q2,2015Q3,2025Q2,40,243,2015Q3,2025Q2,40,2015Q3,2025Q2,effective_window_matches_training_fit_rows
C4,HEAVY_RUC__dynamic_no_leads__GBR_learning_rate0_08_max_depth1_n_estimators150__ylag__w40,2025Q3,40,2015Q4,2025Q3,2015Q4,2025Q3,40,243,2015Q4,2025Q3,40,2015Q4,2025Q3,effective_window_matches_training_fit_rows
