release_round,release_family,release_year,FY,horizon,series,value,unit,revenue_basis,scenario,fed_path,value_status,source_sheet,source_label,source_unit,derivation,source_workbook_sheet,source_workbook_row,source_cell
MBU24,MBU,2024,2048,24,Heavy RUC revenue,1098.69295931865,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU24,Heavy RUC net revenue (m $),,direct,MOT release series,27780,D27780
MBU24,MBU,2024,2049,25,Heavy RUC revenue,1079.1114769543,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU24,Heavy RUC net revenue (m $),,direct,MOT release series,27781,D27781
MBU24,MBU,2024,2050,26,Heavy RUC revenue,1060.81850184792,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU24,Heavy RUC net revenue (m $),,direct,MOT release series,27782,D27782
MBU24,MBU,2024,2051,27,Heavy RUC revenue,1041.5783083402,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU24,Heavy RUC net revenue (m $),,direct,MOT release series,27783,D27783
MBU24,MBU,2024,2052,28,Heavy RUC revenue,1021.26389653564,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU24,Heavy RUC net revenue (m $),,direct,MOT release series,27784,D27784
MBU24,MBU,2024,2053,29,Heavy RUC revenue,999.718183519781,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,MBU24,Heavy RUC net revenue (m $),,direct,MOT release series,27785,D27785
MBU24,MBU,2024,2001,-23,Heavy conventional RUC revenue,425.368969368889,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27786,D27786
MBU24,MBU,2024,2002,-22,Heavy conventional RUC revenue,449.607653208889,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27787,D27787
MBU24,MBU,2024,2003,-21,Heavy conventional RUC revenue,473.877708346667,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27788,D27788
MBU24,MBU,2024,2004,-20,Heavy conventional RUC revenue,502.392775591111,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27789,D27789
MBU24,MBU,2024,2005,-19,Heavy conventional RUC revenue,523.815090355556,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27790,D27790
MBU24,MBU,2024,2006,-18,Heavy conventional RUC revenue,519.311999804444,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27791,D27791
MBU24,MBU,2024,2007,-17,Heavy conventional RUC revenue,558.27035768,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27792,D27792
MBU24,MBU,2024,2008,-16,Heavy conventional RUC revenue,606.84671616,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27793,D27793
MBU24,MBU,2024,2009,-15,Heavy conventional RUC revenue,612.732848284444,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27794,D27794
MBU24,MBU,2024,2010,-14,Heavy conventional RUC revenue,629.751489608889,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27795,D27795
MBU24,MBU,2024,2011,-13,Heavy conventional RUC revenue,708.153527022802,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27796,D27796
MBU24,MBU,2024,2012,-12,Heavy conventional RUC revenue,727.486875530435,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27797,D27797
MBU24,MBU,2024,2013,-11,Heavy conventional RUC revenue,724.602065443478,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27798,D27798
MBU24,MBU,2024,2014,-10,Heavy conventional RUC revenue,793.566297356522,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27799,D27799
MBU24,MBU,2024,2015,-9,Heavy conventional RUC revenue,817.000645878261,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27800,D27800
MBU24,MBU,2024,2016,-8,Heavy conventional RUC revenue,856.897472313044,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27801,D27801
MBU24,MBU,2024,2017,-7,Heavy conventional RUC revenue,899.402333852174,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27802,D27802
MBU24,MBU,2024,2018,-6,Heavy conventional RUC revenue,947.845460278261,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27803,D27803
MBU24,MBU,2024,2019,-5,Heavy conventional RUC revenue,981.944894852174,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27804,D27804
MBU24,MBU,2024,2020,-4,Heavy conventional RUC revenue,991.399212782609,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27805,D27805
MBU24,MBU,2024,2021,-3,Heavy conventional RUC revenue,1126.70502478261,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27806,D27806
MBU24,MBU,2024,2022,-2,Heavy conventional RUC revenue,1041.49321244348,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27807,D27807
MBU24,MBU,2024,2023,-1,Heavy conventional RUC revenue,757.306974069565,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27808,D27808
MBU24,MBU,2024,2024,0,Heavy conventional RUC revenue,1087.80024121707,$m nominal ex GST,nominal_ex_gst,MOT release round,,benchmark_or_release_value,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27809,D27809
MBU24,MBU,2024,2025,1,Heavy conventional RUC revenue,1185.82714813482,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27810,D27810
MBU24,MBU,2024,2026,2,Heavy conventional RUC revenue,1220.73284155532,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27811,D27811
MBU24,MBU,2024,2027,3,Heavy conventional RUC revenue,1246.9290559163,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27812,D27812
MBU24,MBU,2024,2028,4,Heavy conventional RUC revenue,1270.32192089221,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27813,D27813
MBU24,MBU,2024,2029,5,Heavy conventional RUC revenue,1274.74380822019,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27814,D27814
MBU24,MBU,2024,2030,6,Heavy conventional RUC revenue,1278.04530318534,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27815,D27815
MBU24,MBU,2024,2031,7,Heavy conventional RUC revenue,1280.56961806517,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27816,D27816
MBU24,MBU,2024,2032,8,Heavy conventional RUC revenue,1281.76659242654,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27817,D27817
MBU24,MBU,2024,2033,9,Heavy conventional RUC revenue,1281.64558135254,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27818,D27818
MBU24,MBU,2024,2034,10,Heavy conventional RUC revenue,1277.71190911499,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27819,D27819
MBU24,MBU,2024,2035,11,Heavy conventional RUC revenue,1270.51794084837,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27820,D27820
MBU24,MBU,2024,2036,12,Heavy conventional RUC revenue,1263.09918915415,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27821,D27821
MBU24,MBU,2024,2037,13,Heavy conventional RUC revenue,1254.74103553092,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27822,D27822
MBU24,MBU,2024,2038,14,Heavy conventional RUC revenue,1245.76383799447,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27823,D27823
MBU24,MBU,2024,2039,15,Heavy conventional RUC revenue,1235.95310552355,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27824,D27824
MBU24,MBU,2024,2040,16,Heavy conventional RUC revenue,1223.11604336492,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27825,D27825
MBU24,MBU,2024,2041,17,Heavy conventional RUC revenue,1209.92074593664,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27826,D27826
MBU24,MBU,2024,2042,18,Heavy conventional RUC revenue,1196.31104824775,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27827,D27827
MBU24,MBU,2024,2043,19,Heavy conventional RUC revenue,1181.7834512683,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27828,D27828
MBU24,MBU,2024,2044,20,Heavy conventional RUC revenue,1166.92830671059,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27829,D27829
MBU24,MBU,2024,2045,21,Heavy conventional RUC revenue,1151.50744236847,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27830,D27830
MBU24,MBU,2024,2046,22,Heavy conventional RUC revenue,1134.84555566792,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27831,D27831
MBU24,MBU,2024,2047,23,Heavy conventional RUC revenue,1117.29302161953,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27832,D27832
MBU24,MBU,2024,2048,24,Heavy conventional RUC revenue,1098.69295931865,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27833,D27833
MBU24,MBU,2024,2049,25,Heavy conventional RUC revenue,1079.1114769543,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27834,D27834
MBU24,MBU,2024,2050,26,Heavy conventional RUC revenue,1060.81850184792,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27835,D27835
MBU24,MBU,2024,2051,27,Heavy conventional RUC revenue,1041.5783083402,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27836,D27836
MBU24,MBU,2024,2052,28,Heavy conventional RUC revenue,1021.26389653564,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27837,D27837
MBU24,MBU,2024,2053,29,Heavy conventional RUC revenue,999.718183519781,$m nominal ex GST,nominal_ex_gst,MOT release round,,forecast,derived from MOT release series,Heavy RUC revenue alias,,alias,MOT release series,27838,D27838
MBU24,MBU,2024,2014,-10,Light BEV RUC net km,0,million km,activity,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27839,D27839
MBU24,MBU,2024,2015,-9,Light BEV RUC net km,0,million km,activity,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27840,D27840
MBU24,MBU,2024,2016,-8,Light BEV RUC net km,0,million km,activity,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27841,D27841
MBU24,MBU,2024,2017,-7,Light BEV RUC net km,0,million km,activity,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27842,D27842
MBU24,MBU,2024,2018,-6,Light BEV RUC net km,0,million km,activity,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27843,D27843
MBU24,MBU,2024,2019,-5,Light BEV RUC net km,0,million km,activity,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27844,D27844
MBU24,MBU,2024,2020,-4,Light BEV RUC net km,0,million km,activity,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27845,D27845
MBU24,MBU,2024,2021,-3,Light BEV RUC net km,0,million km,activity,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27846,D27846
MBU24,MBU,2024,2022,-2,Light BEV RUC net km,0,million km,activity,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27847,D27847
MBU24,MBU,2024,2023,-1,Light BEV RUC net km,0,million km,activity,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27848,D27848
MBU24,MBU,2024,2024,0,Light BEV RUC net km,500.159701560485,million km,activity,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27849,D27849
MBU24,MBU,2024,2025,1,Light BEV RUC net km,1246.62180910002,million km,activity,MOT release round,,forecast,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27850,D27850
MBU24,MBU,2024,2026,2,Light BEV RUC net km,1611.01291866981,million km,activity,MOT release round,,forecast,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27851,D27851
MBU24,MBU,2024,2027,3,Light BEV RUC net km,2015.96763020706,million km,activity,MOT release round,,forecast,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27852,D27852
MBU24,MBU,2024,2028,4,Light BEV RUC net km,2457.24466965591,million km,activity,MOT release round,,forecast,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27853,D27853
MBU24,MBU,2024,2029,5,Light BEV RUC net km,2999.17481930062,million km,activity,MOT release round,,forecast,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27854,D27854
MBU24,MBU,2024,2030,6,Light BEV RUC net km,3688.92401682057,million km,activity,MOT release round,,forecast,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27855,D27855
MBU24,MBU,2024,2031,7,Light BEV RUC net km,4498.65035829287,million km,activity,MOT release round,,forecast,MBU24,Light BEV RUC net km (m km),0,direct,MOT release series,27856,D27856
MBU24,MBU,2024,2001,-23,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27857,D27857
MBU24,MBU,2024,2002,-22,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27858,D27858
MBU24,MBU,2024,2003,-21,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27859,D27859
MBU24,MBU,2024,2004,-20,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27860,D27860
MBU24,MBU,2024,2005,-19,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27861,D27861
MBU24,MBU,2024,2006,-18,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27862,D27862
MBU24,MBU,2024,2007,-17,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27863,D27863
MBU24,MBU,2024,2008,-16,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27864,D27864
MBU24,MBU,2024,2009,-15,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27865,D27865
MBU24,MBU,2024,2010,-14,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27866,D27866
MBU24,MBU,2024,2011,-13,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27867,D27867
MBU24,MBU,2024,2012,-12,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27868,D27868
MBU24,MBU,2024,2013,-11,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27869,D27869
MBU24,MBU,2024,2014,-10,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27870,D27870
MBU24,MBU,2024,2015,-9,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27871,D27871
MBU24,MBU,2024,2016,-8,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27872,D27872
MBU24,MBU,2024,2017,-7,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27873,D27873
MBU24,MBU,2024,2018,-6,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27874,D27874
MBU24,MBU,2024,2019,-5,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27875,D27875
MBU24,MBU,2024,2020,-4,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27876,D27876
MBU24,MBU,2024,2021,-3,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27877,D27877
MBU24,MBU,2024,2022,-2,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27878,D27878
MBU24,MBU,2024,2023,-1,Light BEV RUC net revenue,0,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27879,D27879
MBU24,MBU,2024,2024,0,Light BEV RUC net revenue,8.37767500113812,$m nominal ex GST,net,MOT release round,,benchmark_or_release_value,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27880,D27880
MBU24,MBU,2024,2025,1,Light BEV RUC net revenue,83.5236612097013,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27881,D27881
MBU24,MBU,2024,2026,2,Light BEV RUC net revenue,107.937865550877,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27882,D27882
MBU24,MBU,2024,2027,3,Light BEV RUC net revenue,135.069831223873,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27883,D27883
MBU24,MBU,2024,2028,4,Light BEV RUC net revenue,164.635392866946,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27884,D27884
MBU24,MBU,2024,2029,5,Light BEV RUC net revenue,200.944712893142,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27885,D27885
MBU24,MBU,2024,2030,6,Light BEV RUC net revenue,247.157909126978,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27886,D27886
MBU24,MBU,2024,2031,7,Light BEV RUC net revenue,301.409574005622,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27887,D27887
MBU24,MBU,2024,2032,8,Light BEV RUC net revenue,362.411311301379,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27888,D27888
MBU24,MBU,2024,2033,9,Light BEV RUC net revenue,431.828680736456,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27889,D27889
MBU24,MBU,2024,2034,10,Light BEV RUC net revenue,514.926923942074,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27890,D27890
MBU24,MBU,2024,2035,11,Light BEV RUC net revenue,612.800411442085,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27891,D27891
MBU24,MBU,2024,2036,12,Light BEV RUC net revenue,724.328483256424,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27892,D27892
MBU24,MBU,2024,2037,13,Light BEV RUC net revenue,851.094452093428,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27893,D27893
MBU24,MBU,2024,2038,14,Light BEV RUC net revenue,992.668770556344,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27894,D27894
MBU24,MBU,2024,2039,15,Light BEV RUC net revenue,1156.73828456206,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27895,D27895
MBU24,MBU,2024,2040,16,Light BEV RUC net revenue,1338.05477345493,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27896,D27896
MBU24,MBU,2024,2041,17,Light BEV RUC net revenue,1531.33288601415,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27897,D27897
MBU24,MBU,2024,2042,18,Light BEV RUC net revenue,1718.25193969036,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27898,D27898
MBU24,MBU,2024,2043,19,Light BEV RUC net revenue,1893.48224383382,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27899,D27899
MBU24,MBU,2024,2044,20,Light BEV RUC net revenue,2049.62676852846,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27900,D27900
MBU24,MBU,2024,2045,21,Light BEV RUC net revenue,2192.76763047787,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27901,D27901
MBU24,MBU,2024,2046,22,Light BEV RUC net revenue,2337.66810575976,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27902,D27902
MBU24,MBU,2024,2047,23,Light BEV RUC net revenue,2478.32169193079,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27903,D27903
MBU24,MBU,2024,2048,24,Light BEV RUC net revenue,2621.01816848918,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27904,D27904
MBU24,MBU,2024,2049,25,Light BEV RUC net revenue,2747.12516512849,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27905,D27905
MBU24,MBU,2024,2050,26,Light BEV RUC net revenue,2869.50346917926,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27906,D27906
MBU24,MBU,2024,2051,27,Light BEV RUC net revenue,2984.92201349062,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27907,D27907
MBU24,MBU,2024,2052,28,Light BEV RUC net revenue,3090.43356870608,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27908,D27908
MBU24,MBU,2024,2053,29,Light BEV RUC net revenue,3188.26601957884,$m nominal ex GST,net,MOT release round,,forecast,MBU24,Light BEV RUC net revenue (m $),,direct,MOT release series,27909,D27909
MBU24,MBU,2024,2001,-23,Light RUC net km,5664.92423,million km,activity,MOT release round,,benchmark_or_release_value,MBU24,Light RUC net km (m km),,direct,MOT release series,27910,D27910
MBU24,MBU,2024,2002,-22,Light RUC net km,6386.274088,million km,activity,MOT release round,,benchmark_or_release_value,MBU24,Light RUC net km (m km),,direct,MOT release series,27911,D27911
MBU24,MBU,2024,2003,-21,Light RUC net km,6049.305779,million km,activity,MOT release round,,benchmark_or_release_value,MBU24,Light RUC net km (m km),,direct,MOT release series,27912,D27912
MBU24,MBU,2024,2004,-20,Light RUC net km,6822.401291,million km,activity,MOT release round,,benchmark_or_release_value,MBU24,Light RUC net km (m km),,direct,MOT release series,27913,D27913
