source_path,FY,period,scenario_name,output_series_id,output_label,formula,observed_value,calculated_value,residual,residual_abs,status,missing_inputs
Current finalist Base case,2030,FY2030,current_basecase,total_ruc_net_revenue,Total RUC all classes,ruc_revenue_net_admin - ruc_refunds,3161.246469359725,3161.246469359725,0.0,0.0,reconciled,
Current finalist Base case,2031,FY2031,current_basecase,gross_fed_revenue,Gross FED revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,2972.428280542896,2972.428280542896,0.0,0.0,reconciled,
Current finalist Base case,2031,FY2031,current_basecase,gross_mvr_revenue,Gross MVR revenue,mr1_revenue + mr2_revenue + coo_revenue,548.1236653539303,548.1236653539303,0.0,0.0,reconciled,
Current finalist Base case,2031,FY2031,current_basecase,gross_ruc_revenue,Gross RUC revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,3584.569712516958,3584.5697125169586,-4.547473508864641e-13,4.547473508864641e-13,reconciled,
Current finalist Base case,2031,FY2031,current_basecase,mvr_revenue_net_admin_coo,MVR revenues net of admin fees and COO,mr1_revenue + mr2_revenue - mvr_admin_revenue,477.2885359027741,477.28853590277413,-5.684341886080802e-14,5.684341886080802e-14,reconciled,
Current finalist Base case,2031,FY2031,current_basecase,net_fed_revenue,Net FED revenue,gross_fed_revenue - fed_refunds,2867.066156249003,2867.066156249003,0.0,0.0,reconciled,
Current finalist Base case,2031,FY2031,current_basecase,net_mvr_revenue,Net MVR revenue,mvr_revenue_net_admin_coo - mvr_refunds,475.3303381823711,475.3303381823711,0.0,0.0,reconciled,
Current finalist Base case,2031,FY2031,current_basecase,ruc_revenue_net_admin,RUC revenues net of admin fees,gross_ruc_revenue - ruc_admin_revenue,3542.844024948955,3542.844024948955,0.0,0.0,reconciled,
Current finalist Base case,2031,FY2031,current_basecase,total_admin_fees,Total admin fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,112.5608170191592,112.5608170191592,0.0,0.0,reconciled,
Current finalist Base case,2031,FY2031,current_basecase,total_gross_revenue,Total gross revenues,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,7122.67955810661,7122.679558106609,9.094947017729282e-13,9.094947017729282e-13,reconciled,
