workbook_role,workbook,sheet,cell,formula,cached_value,cached_value_available
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AD21,=AD14/VKT!AD6*10^9,232.9060990983698,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AE21,=AE14/VKT!AE6*10^9,227.14270293536924,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AF21,=AF14/VKT!AF6*10^9,221.25645810710463,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AG21,=AG14/VKT!AG6*10^9,215.38050841357645,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AH21,=AH14/VKT!AH6*10^9,209.3012557528857,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AI21,=AI14/VKT!AI6*10^9,202.5051310360328,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AJ21,=AJ14/VKT!AJ6*10^9,195.49530533819066,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AK21,=AK14/VKT!AK6*10^9,188.22632870976378,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AL21,=AL14/VKT!AL6*10^9,180.6631930909861,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AM21,=AM14/VKT!AM6*10^9,172.80488232287703,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AN21,=AN14/VKT!AN6*10^9,164.38797720650956,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AO21,=AO14/VKT!AO6*10^9,155.8774219561518,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AP21,=AP14/VKT!AP6*10^9,147.4519472870404,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AQ21,=AQ14/VKT!AQ6*10^9,139.44985689984964,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AR21,=AR14/VKT!AR6*10^9,131.91301607449742,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AS21,=AS14/VKT!AS6*10^9,125.21623463048307,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AT21,=AT14/VKT!AT6*10^9,118.63710271629243,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AU21,=AU14/VKT!AU6*10^9,112.22728695173015,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AV21,=AV14/VKT!AV6*10^9,106.05055647285653,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AW21,=AW14/VKT!AW6*10^9,100.00381921685505,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AX21,=AX14/VKT!AX6*10^9,94.77214015466589,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AY21,=AY14/VKT!AY6*10^9,89.90395506205513,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,B22,=B15/VKT!B16*10^9,270.69534281611453,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,C22,=C15/VKT!C16*10^9,276.09324292730264,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,D22,=D15/VKT!D16*10^9,277.7287844290845,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,E22,=E15/VKT!E16*10^9,277.2035704128212,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,F22,=F15/VKT!F16*10^9,277.4893199661501,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,G22,=G15/VKT!G16*10^9,282.2003875891635,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,H22,=H15/VKT!H16*10^9,284.75894346458716,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,I22,=I15/VKT!I16*10^9,288.5254305224414,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,J22,=J15/VKT!J16*10^9,285.1012562175858,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,K22,=K15/VKT!K16*10^9,294.138249918442,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,L22,=L15/VKT!L16*10^9,295.9215320968258,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,M22,=M15/VKT!M16*10^9,291.4385602353947,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,N22,=N15/VKT!N16*10^9,285.5748315673794,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,O22,=O15/VKT!O16*10^9,286.5389186532374,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,P22,=P15/VKT!P16*10^9,285.5592299617079,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,Q22,=Q15/VKT!Q16*10^9,277.3758077364432,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,R22,=R15/VKT!R16*10^9,286.17544210125254,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,S22,=S15/VKT!S16*10^9,284.0768087092386,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,T22,=T15/VKT!T16*10^9,276.02820388683426,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,U22,=U15/VKT!U16*10^9,263.4030636145049,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,V22,=V15/VKT!V16*10^9,273.1890635323501,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,W22,=W15/VKT!W16*10^9,262.99150379288955,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,X22,=X15/VKT!X16*10^9,261.02322191706054,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,Y22,=Y15/VKT!Y16*10^9,257.3012772294413,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,Z22,=Z15/VKT!Z16*10^9,253.0497838868182,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AA22,=AA15/VKT!AA16*10^9,248.2413824418218,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AB22,=AB15/VKT!AB16*10^9,242.82440613869593,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AC22,=AC15/VKT!AC16*10^9,237.04026869575176,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AD22,=AD15/VKT!AD16*10^9,230.6799739590965,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AE22,=AE15/VKT!AE16*10^9,224.20738280596265,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AF22,=AF15/VKT!AF16*10^9,217.5481825175372,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AG22,=AG15/VKT!AG16*10^9,210.7384167337656,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AH22,=AH15/VKT!AH16*10^9,203.54231375693234,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AI22,=AI15/VKT!AI16*10^9,195.4859432135784,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AJ22,=AJ15/VKT!AJ16*10^9,187.06133688320787,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AK22,=AK15/VKT!AK16*10^9,178.30678576059444,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AL22,=AL15/VKT!AL16*10^9,169.34707356488474,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AM22,=AM15/VKT!AM16*10^9,160.24775545142677,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AN22,=AN15/VKT!AN16*10^9,150.87680111913593,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AO22,=AO15/VKT!AO16*10^9,141.53992252034396,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AP22,=AP15/VKT!AP16*10^9,132.3941360730295,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AQ22,=AQ15/VKT!AQ16*10^9,123.7469987975406,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AR22,=AR15/VKT!AR16*10^9,115.67442235465245,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AS22,=AS15/VKT!AS16*10^9,108.49269467019576,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AT22,=AT15/VKT!AT16*10^9,101.53529535841763,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AU22,=AU15/VKT!AU16*10^9,94.84380325147512,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AV22,=AV15/VKT!AV16*10^9,88.46095392357861,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AW22,=AW15/VKT!AW16*10^9,82.28956987925406,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AX22,=AX15/VKT!AX16*10^9,76.91149463889069,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AY22,=AY15/VKT!AY16*10^9,71.9484219637802,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,B23,=B16/VKT!B26*10^9,270.6953428161147,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,C23,=C16/VKT!C26*10^9,276.09324292730275,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,D23,=D16/VKT!D26*10^9,277.72878442908444,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,E23,=E16/VKT!E26*10^9,277.2035704128208,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,F23,=F16/VKT!F26*10^9,277.48931996615016,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,G23,=G16/VKT!G26*10^9,282.2003875891635,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,H23,=H16/VKT!H26*10^9,284.75894346458716,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,I23,=I16/VKT!I26*10^9,288.5254305224411,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,J23,=J16/VKT!J26*10^9,285.10125621758584,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,K23,=K16/VKT!K26*10^9,294.1382499184417,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,L23,=L16/VKT!L26*10^9,295.9215320968257,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,M23,=M16/VKT!M26*10^9,291.43856023539485,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,N23,=N16/VKT!N26*10^9,285.57483156737965,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,O23,=O16/VKT!O26*10^9,286.53891865323783,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,P23,=P16/VKT!P26*10^9,285.5592299617078,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,Q23,=Q16/VKT!Q26*10^9,277.3758077364433,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,R23,=R16/VKT!R26*10^9,286.1754421012529,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,S23,=S16/VKT!S26*10^9,284.0768087092386,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,T23,=T16/VKT!T26*10^9,276.02820388683426,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,U23,=U16/VKT!U26*10^9,263.4030636145052,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,V23,=V16/VKT!V26*10^9,273.18906353235025,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,W23,=W16/VKT!W26*10^9,262.9915037928896,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,X23,=X16/VKT!X26*10^9,261.17686562116626,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,Y23,=Y16/VKT!Y26*10^9,257.77310023853494,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,Z23,=Z16/VKT!Z26*10^9,253.96041567576754,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AA23,=AA16/VKT!AA26*10^9,249.85864326878007,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AB23,=AB16/VKT!AB26*10^9,245.4204699833111,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AC23,=AC16/VKT!AC26*10^9,240.692027502345,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AD23,=AD16/VKT!AD26*10^9,235.52809047287744,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AE23,=AE16/VKT!AE26*10^9,230.39802319936777,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AF23,=AF16/VKT!AF26*10^9,225.26060353980841,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AG23,=AG16/VKT!AG26*10^9,220.27595754191927,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AH23,=AH16/VKT!AH26*10^9,215.25691277085824,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AI23,=AI16/VKT!AI26*10^9,209.67866094801983,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AJ23,=AJ16/VKT!AJ26*10^9,204.04914969770402,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AK23,=AK16/VKT!AK26*10^9,198.26913956488605,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AL23,=AL16/VKT!AL26*10^9,192.27647000026906,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AM23,=AM16/VKT!AM26*10^9,185.94913183724012,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AN23,=AN16/VKT!AN26*10^9,178.90739615640362,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AO23,=AO16/VKT!AO26*10^9,171.47213582216196,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AP23,=AP16/VKT!AP26*10^9,163.8755587213655,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AQ23,=AQ16/VKT!AQ26*10^9,156.54453566639353,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AR23,=AR16/VKT!AR26*10^9,149.5370467829381,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AS23,=AS16/VKT!AS26*10^9,143.28641652848813,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AT23,=AT16/VKT!AT26*10^9,137.06239834654968,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AU23,=AU16/VKT!AU26*10^9,130.9266544785774,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AV23,=AV16/VKT!AV26*10^9,124.95206125391407,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AW23,=AW16/VKT!AW26*10^9,119.03071379282889,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AX23,=AX16/VKT!AX26*10^9,113.93374724613903,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AY23,=AY16/VKT!AY26*10^9,109.15820904413525,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,B28,=B14/'Vehicle numbers'!B6*10^6,3603.023961845337,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,C28,=C14/'Vehicle numbers'!C6*10^6,3674.3389010568135,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,D28,=D14/'Vehicle numbers'!D6*10^6,3655.2305893108996,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,E28,=E14/'Vehicle numbers'!E6*10^6,3608.300928179855,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,F28,=F14/'Vehicle numbers'!F6*10^6,3515.7343309332405,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,G28,=G14/'Vehicle numbers'!G6*10^6,3488.3407166375005,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,H28,=H14/'Vehicle numbers'!H6*10^6,3495.6770990006225,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,I28,=I14/'Vehicle numbers'!I6*10^6,3454.729631800612,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,J28,=J14/'Vehicle numbers'!J6*10^6,3414.898720676378,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,K28,=K14/'Vehicle numbers'!K6*10^6,3496.5335661093022,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,L28,=L14/'Vehicle numbers'!L6*10^6,3482.6201711972067,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,M28,=M14/'Vehicle numbers'!M6*10^6,3384.5775241812344,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,N28,=N14/'Vehicle numbers'!N6*10^6,3287.480881045861,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,O28,=O14/'Vehicle numbers'!O6*10^6,3266.219251616375,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,P28,=P14/'Vehicle numbers'!P6*10^6,3254.9658427061827,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,Q28,=Q14/'Vehicle numbers'!Q6*10^6,3174.804340712416,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,R28,=R14/'Vehicle numbers'!R6*10^6,3253.799152398852,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,S28,=S14/'Vehicle numbers'!S6*10^6,3211.8219088325545,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,T28,=T14/'Vehicle numbers'!T6*10^6,3018.5257211315834,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,U28,=U14/'Vehicle numbers'!U6*10^6,2741.1205183749676,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,V28,=V14/'Vehicle numbers'!V6*10^6,2815.061614533299,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,W28,=W14/'Vehicle numbers'!W6*10^6,2710.5640466205505,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,X28,=X14/'Vehicle numbers'!X6*10^6,2759.709958013813,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,Y28,=Y14/'Vehicle numbers'!Y6*10^6,2727.4534186738806,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,Z28,=Z14/'Vehicle numbers'!Z6*10^6,2692.3310838188227,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AA28,=AA14/'Vehicle numbers'!AA6*10^6,2651.052378560143,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AB28,=AB14/'Vehicle numbers'!AB6*10^6,2603.1288131086317,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AC28,=AC14/'Vehicle numbers'!AC6*10^6,2549.7456181721786,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AD28,=AD14/'Vehicle numbers'!AD6*10^6,2497.432921439352,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AE28,=AE14/'Vehicle numbers'!AE6*10^6,2443.8130668702765,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AF28,=AF14/'Vehicle numbers'!AF6*10^6,2389.1562159517475,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AG28,=AG14/'Vehicle numbers'!AG6*10^6,2331.6328002048213,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AH28,=AH14/'Vehicle numbers'!AH6*10^6,2271.6304763456365,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AI28,=AI14/'Vehicle numbers'!AI6*10^6,2207.0288091073485,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AJ28,=AJ14/'Vehicle numbers'!AJ6*10^6,2139.051727559068,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AK28,=AK14/'Vehicle numbers'!AK6*10^6,2067.5781591738228,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AL28,=AL14/'Vehicle numbers'!AL6*10^6,1991.9161629275932,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AM28,=AM14/'Vehicle numbers'!AM6*10^6,1912.0243962031923,True
mbu26_vs_vfm_structural,MBU26 v VFM202405_outputs_summary_V3 (1).xlsx,Tailpipe GHG,AN28,=AN14/'Vehicle numbers'!AN6*10^6,1828.0636319566822,True
