engine,source_path,series_id,FY,value,unit,formula,value_status,forecast_segment
ar1,Current finalist Base case,net_fed_revenue,2044,3632.5194102066025,$m nominal ex GST,gross_fed_revenue - BEFU26 fed_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_fed_revenue,2045,3687.9839221547395,$m nominal ex GST,gross_fed_revenue - BEFU26 fed_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_fed_revenue,2046,3740.6989594192937,$m nominal ex GST,gross_fed_revenue - BEFU26 fed_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_fed_revenue,2047,3790.720667288492,$m nominal ex GST,gross_fed_revenue - BEFU26 fed_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_fed_revenue,2048,3838.047812502333,$m nominal ex GST,gross_fed_revenue - BEFU26 fed_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_fed_revenue,2049,3882.6584917688265,$m nominal ex GST,gross_fed_revenue - BEFU26 fed_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_fed_revenue,2050,3924.6777961311273,$m nominal ex GST,gross_fed_revenue - BEFU26 fed_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2031,475.3303381823711,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2032,471.1439933001107,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2033,467.289031338095,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2034,463.73311806128567,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2035,460.4470773903571,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2036,457.4046614102953,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2037,454.58229627546916,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2038,451.95882835361306,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2039,449.51528277587994,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2040,447.23463984016297,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2041,445.10163109253966,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2042,443.1025550242281,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2043,441.22511139198986,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2044,439.4582527608978,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2045,437.7920517365987,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2046,436.21758236479513,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2047,434.7268142558745,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2048,433.3125181025614,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2049,431.96818137790393,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,net_mvr_revenue,2050,430.68793311893774,$m nominal ex GST,mvr_revenue_net_admin_coo - mvr_refunds,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2031,5848.121515525907,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2032,5814.430976229391,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2033,5777.025086870662,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2034,5739.2944901589035,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2035,5702.538955141836,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2036,5666.121674618826,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2037,5628.487562501598,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2038,5590.60042901127,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2039,5552.929982116287,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2040,5515.5112975591355,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2041,5478.347702424589,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2042,5441.450020579263,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2043,5404.806653800375,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2044,5368.411256903528,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2045,5332.261776739854,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2046,5296.35651792441,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2047,5260.693824413342,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2048,5225.272053652305,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2049,5190.08957441076,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_vkt_per_capita,2050,5155.144766536467,km/person,FY2030 VKTpc anchor * raw AR(1) long-horizon growth,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2031,2823.6009375074786,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2032,2797.440895796878,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2033,2769.114663662456,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2034,2740.5137904517433,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2035,2712.269625359271,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2036,2684.071879494174,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2037,2655.1884971089335,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2038,2626.0821026503936,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2039,2596.9733606818018,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2040,2567.877307701495,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2041,2538.3383678604914,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2042,2506.9638289254544,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2043,2475.4939069214674,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2044,2444.0953244575894,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2045,2412.7697169193552,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2046,2381.518792137008,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2047,2350.3416702006975,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2048,2319.2393727843782,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2049,2288.2155043377506,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ped_volume,2050,2257.264666293736,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2031,2144.218067842601,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2032,2478.8843820329275,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2033,2819.834724976253,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2034,3156.371640619031,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2035,3471.8704047560514,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2036,3729.520655520703,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2037,3921.0681928251406,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2038,4061.1951029100005,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2039,4172.0982884819505,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2040,4215.639650276694,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2041,4170.422080933922,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2042,4081.2869337708557,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2043,3972.095244110258,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2044,3851.0778956766544,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2045,3722.0952651595435,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2046,3589.234865976725,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2047,3458.413953080477,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2048,3335.0283283518806,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2049,3209.506734979682,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_km,2050,3079.8625716979286,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2031,99.18080672805972,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2032,119.3334941510648,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2033,141.06223211693694,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2034,163.86303372273707,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2035,186.7866277758748,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2036,207.6783577026698,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2037,225.75550120190786,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2038,241.49896679454267,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2039,255.95822999836793,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2040,266.57597328524673,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2041,271.59873802082154,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2042,273.5074438666538,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2043,273.6773623191971,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2044,272.59854884547184,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2045,270.50327339547,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2046,267.63129778155457,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2047,264.39574671300215,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2048,261.2494441014448,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2049,257.48267781374483,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,phev_ruc_net_revenue,2050,252.88751576211675,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2031,41.8033895532304,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2032,43.1587880680353,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2033,44.5945823267988,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2034,46.2262315438966,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2035,48.0866744622314,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2036,50.1356112200263,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2037,52.4092761671738,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2038,54.8879400791233,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2039,57.7371317505342,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2040,60.8953711805719,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2041,64.2074073354471,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2042,67.6518294796303,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2043,71.0541615661232,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2044,74.1296662442097,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2045,77.0121331116649,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2046,80.0022843834548,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2047,82.9554869738818,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2048,86.0437492764271,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2049,88.8214065482608,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_admin_revenue,2050,91.1073995180068,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2031,118.132146140534,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2032,124.930114862515,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2033,132.028119664623,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2034,139.578421718246,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2035,147.714765866256,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2036,156.614633426614,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2037,166.389578574303,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2038,177.031851999084,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2039,188.89667070595,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2040,202.018704540249,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2041,216.153782430281,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2042,231.345181106687,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2043,246.972785528816,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2044,262.291354246574,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2045,277.613332328301,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2046,293.713955398411,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2047,310.202352205942,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2048,327.579008435544,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2049,344.517513791995,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_refunds,2050,360.387981206507,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2031,3537.4388444992605,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2032,3775.6551527707948,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2033,4027.9396796229494,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2034,4304.252597263441,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2035,4607.914447450002,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2036,4940.811410723102,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2037,5307.335715140707,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2038,5711.143535356347,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2039,6161.456972965972,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2040,6659.660778059426,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2041,7198.222116386305,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2042,7773.998401594689,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2043,8366.966091591728,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2044,8956.626044748986,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2045,9550.551246235249,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2046,10169.285961069396,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ar1,Current finalist Base case,ruc_revenue_net_admin,2047,10809.064145508213,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
