engine,source_path,series_id,FY,value,unit,formula,value_status,forecast_segment
ensemble,Current finalist High population/comparison,ped_volume,2047,3065.62416918165,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ped_volume,2048,3062.525730077995,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ped_volume,2049,3059.539581114667,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ped_volume,2050,3056.1269847957446,million litres,extrapolated petrol VKT * BEFU26 litres intensity / 100,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2031,2191.7324002253704,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2032,2533.8146795771854,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2033,2882.320237245908,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2034,3226.3145692348758,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2035,3548.804559390545,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2036,3812.164154664943,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2037,4007.9562478245325,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2038,4151.1882695962095,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2039,4264.548990108566,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2040,4309.055197208803,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2041,4262.835639005143,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2042,4171.725320998771,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2043,4060.1140219179474,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2044,3936.4150159590245,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2045,3804.574222986376,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2046,3668.769732779443,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2047,3535.049922410409,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2048,3408.930160854718,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2049,3280.6270991243587,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_km,2050,3148.110114296123,million km,structural pool * exact VFM PHEV share,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2031,101.37858217242471,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2032,121.97783867484536,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2033,144.18806986822645,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2034,167.49412086182866,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2035,190.92568529521054,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2036,212.28036095251682,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2037,230.75808096849786,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2038,246.85041045153807,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2039,261.6300805431608,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2040,272.4831053954987,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2041,277.6171709902098,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2042,279.5681723867325,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2043,279.7418561101469,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2044,278.6391369046594,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2045,276.497431655535,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2046,273.56181512469925,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2047,270.25456656827544,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2048,267.03854415055457,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2049,263.18830902725153,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,phev_ruc_net_revenue,2050,258.4913214848545,$m nominal ex GST,allocated PHEV RUC km * BEFU26 PHEV effective rate,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2031,41.8033895532304,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2032,43.1587880680353,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2033,44.5945823267988,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2034,46.2262315438966,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2035,48.0866744622314,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2036,50.1356112200263,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2037,52.4092761671738,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2038,54.8879400791233,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2039,57.7371317505342,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2040,60.8953711805719,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2041,64.2074073354471,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2042,67.6518294796303,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2043,71.0541615661232,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2044,74.1296662442097,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2045,77.0121331116649,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2046,80.0022843834548,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2047,82.9554869738818,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2048,86.0437492764271,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2049,88.8214065482608,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_admin_revenue,2050,91.1073995180068,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2031,118.132146140534,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2032,124.930114862515,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2033,132.028119664623,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2034,139.578421718246,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2035,147.714765866256,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2036,156.614633426614,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2037,166.389578574303,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2038,177.031851999084,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2039,188.89667070595,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2040,202.018704540249,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2041,216.153782430281,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2042,231.345181106687,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2043,246.972785528816,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2044,262.291354246574,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2045,277.613332328301,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2046,293.713955398411,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2047,310.202352205942,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2048,327.579008435544,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2049,344.517513791995,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_refunds,2050,360.387981206507,$m nominal ex GST,carried from BEFU26 official (fixed line),post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2031,3580.201938171417,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2032,3823.1640406483625,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2033,4080.6262212819315,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2034,4361.887187042054,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2035,4671.0872104923355,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2036,5010.488978265962,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2037,5383.4773736041,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2038,5795.214294906912,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2039,6254.597368260617,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2040,6762.962641777498,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2041,7312.613175423146,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2042,7900.191247776005,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2043,8505.321838104199,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2044,9107.051087579506,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2045,9713.116017428036,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2046,10344.500307745639,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2047,10997.362740989278,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2048,11676.064345840483,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2049,12346.42157045418,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,ruc_revenue_net_admin,2050,12989.655971532024,$m nominal ex GST,gross_ruc_revenue - BEFU26 ruc_admin_revenue,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2031,112.63851900438661,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2032,113.6795219489166,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2033,114.8206504049168,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2034,116.1769267155724,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2035,117.7804389842208,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2036,119.5898232554249,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2037,121.6401572129457,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2038,123.9105351840218,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2039,126.565333101647,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2040,129.5419668616133,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2041,132.68414389017602,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2042,135.96948112896598,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2043,139.2226015692376,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2044,142.15793757553791,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2045,144.9085167120616,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2046,147.77436395406733,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2047,150.6102097498246,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2048,153.5874825273612,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2049,156.2599897574404,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_admin_fees,2050,158.4461923244504,$m nominal ex GST,ruc_admin + mvr_admin + coo,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2031,7219.933268697582,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2032,7590.728890632921,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2033,7972.543322515632,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2034,8379.081887951279,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2035,8813.581852597326,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2036,9277.36251332915,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2037,9774.742839101797,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2038,10310.991417072542,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2039,10895.106750236464,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2040,11528.248814701881,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2041,12199.319649372674,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2042,12894.136442811121,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2043,13622.593213419692,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2044,14355.748889655604,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2045,15079.131336113165,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2046,15838.111354080987,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2047,16613.185068856517,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2048,17411.083562715667,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2049,18200.301932231283,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_gross_revenue,2050,18961.095608575168,$m nominal ex GST,gross RUC + gross FED + gross MVR + TUC,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_nltf_net_revenue,2031,6881.775867214466,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_nltf_net_revenue,2032,7242.271459729595,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_nltf_net_revenue,2033,7614.098492876159,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_nltf_net_revenue,2034,8010.463159574869,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_nltf_net_revenue,2035,8434.640007281774,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_nltf_net_revenue,2036,8887.968009456235,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_nltf_net_revenue,2037,9374.642249826133,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_nltf_net_revenue,2038,9900.092653049805,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_nltf_net_revenue,2039,10472.745280650191,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_nltf_net_revenue,2040,11093.668816447856,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_nltf_net_revenue,2041,11752.057244956817,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_nltf_net_revenue,2042,12434.169406146875,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_nltf_net_revenue,2043,13149.935617978643,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_nltf_net_revenue,2044,13870.96885286247,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
ensemble,Current finalist High population/comparison,total_nltf_net_revenue,2045,14582.180609788178,$m nominal ex GST,total_revenue_net_admin - total_refunds,post_model_extrapolation,post_model_extrapolation
