candidate_id,scenario_name,fy,pool_anchor_fy2030,hybrid_pool_index,expected_pool_million_km,emitted_class_sum_million_km,class_sum_residual,scenario_population_from_input_path,emitted_light_petrol_vkt,expected_light_petrol_vkt,ped_identity_residual
unblended_current,current_comparison_1,2036,19718.636295565673,1.3344007563966738,26312.56318791374,26312.56318791374,0.0,6211125.690909072,37314.972666383845,37314.972666383845,0.0
unblended_current,current_comparison_1,2037,19718.636295565673,1.4141210385888063,27884.538437840263,27884.538437840263,0.0,6304292.054869596,37736.29312957656,37736.29312957656,0.0
unblended_current,current_comparison_1,2038,19718.636295565673,1.5019838671261125,29617.07359766705,29617.07359766705,0.0,6398856.545125103,38162.06874012945,38162.06874012945,0.0
unblended_current,current_comparison_1,2039,19718.636295565673,1.6016083148547446,31581.53184857454,31581.531848574545,3.637978807091713e-12,6494839.506114282,38593.0457333642,38593.0457333642,0.0
unblended_current,current_comparison_1,2040,19718.636295565673,1.7114542719745078,33747.54432555746,33747.54432555746,0.0,6592262.2135971775,39029.29636483388,39029.29636483388,0.0
unblended_current,current_comparison_1,2041,19718.636295565673,1.826981658110125,36025.58683494307,36025.58683494307,0.0,6691117.669123242,39440.46255328116,39440.46255328117,-7.275957614183426e-12
unblended_current,current_comparison_1,2042,19718.636295565673,1.9452061624533632,38356.81283731091,38356.812837310914,7.275957614183426e-12,6791512.875299122,39729.84282136569,39729.84282136569,0.0
unblended_current,current_comparison_1,2043,19718.636295565673,2.060195990976197,40624.25544364213,40624.255443642134,7.275957614183426e-12,6893417.539166047,40176.75624543784,40176.75624543784,0.0
unblended_current,current_comparison_1,2044,19718.636295565673,2.1648466713356007,42687.82414773271,42687.82414773271,0.0,6996778.860200877,40708.686896150975,40708.686896150975,0.0
unblended_current,current_comparison_1,2045,19718.636295565673,2.262624832836018,44615.876152008525,44615.87615200853,7.275957614183426e-12,7101740.069462773,41127.93321828907,41127.93321828907,0.0
unblended_current,current_comparison_1,2046,19718.636295565673,2.3609364298875173,46554.44677790324,46554.44677790324,0.0,7208279.147023891,41646.873352980525,41646.873352980525,0.0
unblended_current,current_comparison_1,2047,19718.636295565673,2.4586113511373173,48480.46302522607,48480.46302522607,0.0,7316385.697349424,42130.183547343186,42130.183547343186,0.0
unblended_current,current_comparison_1,2048,19718.636295565673,2.556959609446761,50419.75656113233,50419.75656113233,0.0,7426134.546369655,42597.83889594472,42597.83889594472,0.0
unblended_current,current_comparison_1,2049,19718.636295565673,2.645400864064567,52163.697494464366,52163.697494464366,0.0,7537526.703693367,43078.49965850378,43078.49965850378,0.0
unblended_current,current_comparison_1,2050,19718.636295565673,2.719416651348101,53623.18788403833,53623.187884038336,7.275957614183426e-12,7650589.745547779,43565.07004022763,43565.07004022763,0.0
early_structural,current_basecase,2031,19291.158087465952,1.0436958237230214,20134.1011306688,20134.1011306688,0.0,5568625.239104366,34028.3929534309,34028.3929534309,0.0
early_structural,current_basecase,2032,19291.158087465952,1.089201688176156,21011.96195574102,21011.96195574102,0.0,5605327.138383648,34110.02220634762,34110.02220634762,0.0
early_structural,current_basecase,2033,19291.158087465952,1.137098352961291,21935.944087973425,21935.944087973425,0.0,5641762.518548759,33972.45707867039,33972.45707867039,0.0
early_structural,current_basecase,2034,19291.158087465952,1.1902753796056085,22961.79051559034,22961.79051559034,0.0,5678433.158728389,33596.25515527143,33596.25515527143,0.0
