candidate_id,scenario_name,fy,series_id,governed_expression,published_value,registry_recomputed,residual
unblended_current,current_comparison_1,2038,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,5618.182442907828,5618.182442907828,0.0
unblended_current,current_comparison_1,2039,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,6065.700697554667,6065.700697554667,0.0
unblended_current,current_comparison_1,2040,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,6560.943937237249,6560.943937237249,0.0
unblended_current,current_comparison_1,2041,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,7096.459392992864,7096.459392992864,0.0
unblended_current,current_comparison_1,2042,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,7668.846066669318,7668.846066669318,0.0
unblended_current,current_comparison_1,2043,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,8258.349052575382,8258.349052575382,0.0
unblended_current,current_comparison_1,2044,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,8844.759733332932,8844.759733332932,0.0
unblended_current,current_comparison_1,2045,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,9435.502685099735,9435.502685099735,0.0
unblended_current,current_comparison_1,2046,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10050.786352347228,10050.786352347228,0.0
unblended_current,current_comparison_1,2047,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,10687.160388783335,10687.160388783335,0.0
unblended_current,current_comparison_1,2048,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,11348.485337404938,11348.485337404938,0.0
unblended_current,current_comparison_1,2049,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,12001.904056662186,12001.904056662186,0.0
unblended_current,current_comparison_1,2050,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,12629.267990325516,12629.267990325516,0.0
unblended_current,current_basecase,2031,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,2936.454335102184,2936.454335102184,0.0
unblended_current,current_basecase,2032,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3040.1549472261013,3040.1549472261013,0.0
unblended_current,current_basecase,2033,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3137.8680433628574,3137.8680433628574,0.0
unblended_current,current_basecase,2034,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3234.122472370408,3234.122472370408,0.0
unblended_current,current_basecase,2035,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3327.824933643328,3327.824933643328,0.0
unblended_current,current_basecase,2036,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3419.549757280133,3419.549757280133,0.0
unblended_current,current_basecase,2037,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3509.113513365023,3509.113513365023,0.0
unblended_current,current_basecase,2038,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3596.844132634785,3596.844132634785,0.0
unblended_current,current_basecase,2039,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3682.691239115115,3682.691239115115,0.0
unblended_current,current_basecase,2040,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3766.5930879440875,3766.5930879440875,0.0
unblended_current,current_basecase,2041,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3847.910989892698,3847.910989892698,0.0
unblended_current,current_basecase,2042,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3924.435556381384,3924.435556381384,0.0
unblended_current,current_basecase,2043,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3998.7803181729687,3998.7803181729687,0.0
unblended_current,current_basecase,2044,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4070.937421963278,4070.937421963278,0.0
