scenario_name,fed_path,series_id,FY,value_before,value_after,abs_change,pct_change
current_basecase,Current planned path,total_ruc_net_revenue,2028,2596.6444287874597,2598.014268869152,1.3698400816924732,0.05275424184019449
current_basecase,Current planned path,total_ruc_net_revenue,2029,2848.53846177058,2849.915424050112,1.3769622795321084,0.048339255306253555
current_basecase,Current planned path,total_ruc_net_revenue,2030,3061.291270137018,3064.0670997805423,2.775829643524503,0.09067512361867683
current_basecase_12c_delay_6m,Current planned path,light_ruc_net_km,2026,12469.190569609236,12467.31559226628,-1.8749773429553898,-0.015036880962628101
current_basecase_12c_delay_6m,Current planned path,light_ruc_net_km,2027,12072.086588356417,12093.326093701682,21.23950534526557,0.17593897450794604
current_basecase_12c_delay_6m,Current planned path,light_ruc_net_km,2028,12653.1416921543,12668.310007518057,15.168315363756847,0.11987785905505273
current_basecase_12c_delay_6m,Current planned path,light_ruc_net_km,2029,12986.330241231537,13000.186486337032,13.856245105494963,0.10669869661485622
current_basecase_12c_delay_6m,Current planned path,light_ruc_net_km,2030,13111.077873241196,13138.204021627063,27.126148385867054,0.20689487659309572
current_basecase_12c_delay_6m,Current planned path,light_ruc_net_revenue,2026,844.691258750991,844.564243531911,-0.12701521908002178,-0.015036880962617486
current_basecase_12c_delay_6m,Current planned path,light_ruc_net_revenue,2027,811.3812113449045,812.8087471274949,1.4275357825904393,0.17593897450795393
current_basecase_12c_delay_6m,Current planned path,light_ruc_net_revenue,2028,1028.8541306460943,1030.087498950712,1.2333683046176702,0.11987785905501942
current_basecase_12c_delay_6m,Current planned path,light_ruc_net_revenue,2029,1118.4330059566144,1119.6263593964804,1.1933534398660868,0.1066986966148582
current_basecase_12c_delay_6m,Current planned path,light_ruc_net_revenue,2030,1179.3958102413742,1181.8359197475172,2.440109506143017,0.20689487659309438
current_basecase_12c_delay_6m,Current planned path,net_fed_revenue,2026,2025.417308608411,2026.1445507730014,0.7272421645902796,0.03590579390722896
current_basecase_12c_delay_6m,Current planned path,net_fed_revenue,2027,1955.5897907172994,1956.3902834643466,0.8004927470472012,0.04093357159292517
current_basecase_12c_delay_6m,Current planned path,net_fed_revenue,2028,2339.971028691931,2341.1159294067284,1.1449007147971315,0.04892798674679076
current_basecase_12c_delay_6m,Current planned path,net_fed_revenue,2029,2443.677793638284,2445.050516585417,1.3727229471328428,0.05617446582796237
current_basecase_12c_delay_6m,Current planned path,net_fed_revenue,2030,2510.8361761374736,2512.3201508565107,1.4839747190371781,0.05910280938042082
current_basecase_12c_delay_6m,Current planned path,net_mvr_revenue,2026,425.1291935285918,425.1291935285918,0.0,0.0
current_basecase_12c_delay_6m,Current planned path,net_mvr_revenue,2027,496.14975215044956,496.14975215044956,0.0,0.0
current_basecase_12c_delay_6m,Current planned path,net_mvr_revenue,2028,490.25051027658566,490.25051027658566,0.0,0.0
current_basecase_12c_delay_6m,Current planned path,net_mvr_revenue,2029,484.84310999369575,484.84310999369575,0.0,0.0
current_basecase_12c_delay_6m,Current planned path,net_mvr_revenue,2030,479.8837182888595,479.8837182888595,0.0,0.0
