FY,metric,unit,official_vintage,comparison_vintage,befu26_value,mbu26_value,delta_befu26_minus_mbu26
2041,ped_effective_rate,$/L,BEFU26,MBU26,1.3798527085174919,1.3798528544506345,-1.4593314268118718e-07
2041,petrol_fleet_intensity,L/100km,BEFU26,MBU26,7.799322740096307,7.799322541185269,1.9891103786306985e-07
2041,light_ruc_effective_rate,$/km,BEFU26,MBU26,0.13206500000000018,0.13206500000000002,1.6653345369377348e-16
2041,heavy_ruc_effective_rate,$/km,BEFU26,MBU26,0.5420550000000004,0.5420549999999995,8.881784197001252e-16
2041,light_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.13206500000000002,0.13206500000000002,0.0
2041,heavy_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.5420549999999993,0.5420549999999993,0.0
2041,phev_ruc_effective_rate,$/km,BEFU26,MBU26,0.06512499999999996,0.06512499999999996,0.0
2042,ped_effective_rate,$/L,BEFU26,MBU26,1.4198072482385895,1.4198075992979604,-3.5105937090662565e-07
2042,petrol_fleet_intensity,L/100km,BEFU26,MBU26,7.712255061568632,7.712254584034743,4.775338888762803e-07
2042,light_ruc_effective_rate,$/km,BEFU26,MBU26,0.13588999999999957,0.13588999999999996,-3.885780586188048e-16
2042,heavy_ruc_effective_rate,$/km,BEFU26,MBU26,0.5577600000000009,0.5577600000000009,0.0
2042,light_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.13588999999999998,0.13588999999999998,0.0
2042,heavy_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.557760000000001,0.557760000000001,0.0
2042,phev_ruc_effective_rate,$/km,BEFU26,MBU26,0.06701499999999996,0.06701499999999996,0.0
2043,ped_effective_rate,$/L,BEFU26,MBU26,1.4598246938014448,1.4598249947423272,-3.0094088243615147e-07
2043,petrol_fleet_intensity,L/100km,BEFU26,MBU26,7.625135841977981,7.625135432509178,4.0946880286441e-07
2043,light_ruc_effective_rate,$/km,BEFU26,MBU26,0.1397150000000001,0.13971500000000006,2.7755575615628914e-17
2043,heavy_ruc_effective_rate,$/km,BEFU26,MBU26,0.5734650000000001,0.5734649999999999,2.220446049250313e-16
2043,light_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.13971500000000003,0.13971500000000003,0.0
2043,heavy_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.5734650000000008,0.5734650000000008,0.0
2043,phev_ruc_effective_rate,$/km,BEFU26,MBU26,0.06890000000000007,0.06890000000000007,0.0
2044,ped_effective_rate,$/L,BEFU26,MBU26,1.4998156931347923,1.4998160102952343,-3.171604419094365e-07
2044,petrol_fleet_intensity,L/100km,BEFU26,MBU26,7.538000688789078,7.538000256491559,4.3229751867102095e-07
2044,light_ruc_effective_rate,$/km,BEFU26,MBU26,0.14354500000000053,0.1435449999999996,9.43689570931383e-16
2044,heavy_ruc_effective_rate,$/km,BEFU26,MBU26,0.589174999999999,0.5891749999999992,-2.220446049250313e-16
2044,light_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.14354500000000028,0.14354500000000028,0.0
2044,heavy_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.5891750000000004,0.5891750000000004,0.0
2044,phev_ruc_effective_rate,$/km,BEFU26,MBU26,0.07078499999999996,0.07078499999999996,0.0
2045,ped_effective_rate,$/L,BEFU26,MBU26,1.5397847192495535,1.5397850358388132,-3.1658925969679785e-07
2045,petrol_fleet_intensity,L/100km,BEFU26,MBU26,7.450855608345977,7.450855176983784,4.313621930762679e-07
2045,light_ruc_effective_rate,$/km,BEFU26,MBU26,0.14737500000000042,0.14737500000000034,8.326672684688674e-17
2045,heavy_ruc_effective_rate,$/km,BEFU26,MBU26,0.6048850000000016,0.6048850000000008,7.771561172376096e-16
2045,light_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.14737499999999965,0.14737499999999965,0.0
2045,heavy_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.6048849999999993,0.6048849999999993,0.0
2045,phev_ruc_effective_rate,$/km,BEFU26,MBU26,0.07267500000000005,0.07267500000000005,0.0
2046,ped_effective_rate,$/L,BEFU26,MBU26,1.579744715278065,1.579745035410907,-3.201328420132654e-07
2046,petrol_fleet_intensity,L/100km,BEFU26,MBU26,7.363706366899203,7.3637059302644055,4.366347976514362e-07
2046,light_ruc_effective_rate,$/km,BEFU26,MBU26,0.15120000000000053,0.15119999999999983,6.938893903907228e-16
2046,heavy_ruc_effective_rate,$/km,BEFU26,MBU26,0.6205950000000018,0.6205949999999989,2.886579864025407e-15
2046,light_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.15119999999999995,0.15119999999999995,0.0
2046,heavy_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.6205950000000008,0.6205950000000008,0.0
2046,phev_ruc_effective_rate,$/km,BEFU26,MBU26,0.07456500000000002,0.07456500000000002,0.0
2047,ped_effective_rate,$/L,BEFU26,MBU26,1.6197188671928884,1.619719190351213,-3.2315832454443694e-07
2047,petrol_fleet_intensity,L/100km,BEFU26,MBU26,7.276550707966177,7.276550267891755,4.400744213484131e-07
2047,light_ruc_effective_rate,$/km,BEFU26,MBU26,0.15502499999999975,0.15502500000000005,-3.0531133177191805e-16
2047,heavy_ruc_effective_rate,$/km,BEFU26,MBU26,0.6363049999999999,0.6363050000000003,-4.440892098500626e-16
2047,light_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.1550249999999998,0.1550249999999998,0.0
2047,heavy_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.6363050000000006,0.6363050000000006,0.0
2047,phev_ruc_effective_rate,$/km,BEFU26,MBU26,0.0764499999999999,0.0764499999999999,0.0
2048,ped_effective_rate,$/L,BEFU26,MBU26,1.6597349109540918,1.6597352391364104,-3.281823186540578e-07
2048,petrol_fleet_intensity,L/100km,BEFU26,MBU26,7.189392254285335,7.189391807545562,4.467397731744427e-07
2048,light_ruc_effective_rate,$/km,BEFU26,MBU26,0.15885500000000063,0.1588549999999999,7.216449660063518e-16
2048,heavy_ruc_effective_rate,$/km,BEFU26,MBU26,0.6520150000000002,0.6520150000000012,-9.992007221626409e-16
2048,light_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.15885500000000016,0.15885500000000016,0.0
2048,heavy_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.652015,0.652015,0.0
2048,phev_ruc_effective_rate,$/km,BEFU26,MBU26,0.07833500000000007,0.07833500000000007,0.0
2049,ped_effective_rate,$/L,BEFU26,MBU26,1.699737277234828,1.6997375991319723,-3.218971442731089e-07
2049,petrol_fleet_intensity,L/100km,BEFU26,MBU26,7.102242662508113,7.102242223984312,4.385238003834502e-07
2049,light_ruc_effective_rate,$/km,BEFU26,MBU26,0.16268499999999927,0.16268499999999955,-2.7755575615628914e-16
2049,heavy_ruc_effective_rate,$/km,BEFU26,MBU26,0.667724999999999,0.6677250000000019,-2.886579864025407e-15
2049,light_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.16268499999999994,0.16268499999999994,0.0
2049,heavy_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.6677249999999987,0.6677249999999987,0.0
2049,phev_ruc_effective_rate,$/km,BEFU26,MBU26,0.08022499999999995,0.08022499999999995,0.0
2050,ped_effective_rate,$/L,BEFU26,MBU26,1.7397733493274306,1.7397737172505494,-3.679231188602472e-07
2050,petrol_fleet_intensity,L/100km,BEFU26,MBU26,7.015085668343336,7.015085168223659,5.001196772269623e-07
2050,light_ruc_effective_rate,$/km,BEFU26,MBU26,0.16650999999999996,0.16651000000000013,-1.6653345369377348e-16
2050,heavy_ruc_effective_rate,$/km,BEFU26,MBU26,0.6834350000000007,0.6834350000000003,3.3306690738754696e-16
2050,light_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.16650999999999988,0.16650999999999988,0.0
2050,heavy_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.6834349999999974,0.6834349999999974,0.0
2050,phev_ruc_effective_rate,$/km,BEFU26,MBU26,0.08210999999999995,0.08210999999999995,0.0
2051,ped_effective_rate,$/L,BEFU26,MBU26,1.779825384475862,1.7798255616002363,-1.771243742787476e-07
2051,petrol_fleet_intensity,L/100km,BEFU26,MBU26,6.927890050149456,6.92788980881006,2.413393955791321e-07
2051,light_ruc_effective_rate,$/km,BEFU26,MBU26,0.170335,0.170335,0.0
2051,heavy_ruc_effective_rate,$/km,BEFU26,MBU26,0.6991400000000001,0.6991400000000001,0.0
2051,light_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.1703350000000002,0.1703350000000002,0.0
2051,heavy_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.699139999999998,0.699139999999998,0.0
2051,phev_ruc_effective_rate,$/km,BEFU26,MBU26,0.08399499999999993,0.08399499999999993,0.0
2052,ped_effective_rate,$/L,BEFU26,MBU26,1.8198176411021434,1.8198175945283852,4.657375818339915e-08
2052,petrol_fleet_intensity,L/100km,BEFU26,MBU26,6.840694848172854,6.840694911619455,-6.344660086199383e-08
2052,light_ruc_effective_rate,$/km,BEFU26,MBU26,0.17416499999999996,0.17416499999999996,0.0
2052,heavy_ruc_effective_rate,$/km,BEFU26,MBU26,0.7148449999999996,0.7148449999999996,0.0
2052,light_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.17416499999999985,0.17416499999999985,0.0
2052,heavy_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.7148450000000006,0.7148450000000006,0.0
2052,phev_ruc_effective_rate,$/km,BEFU26,MBU26,0.08588500000000016,0.08588500000000016,0.0
2053,ped_effective_rate,$/L,BEFU26,MBU26,1.8597998316596327,1.8597998438558625,-1.219622980386248e-08
2053,petrol_fleet_intensity,L/100km,BEFU26,MBU26,6.753496280144956,6.753496263516865,1.6628090904191595e-08
2053,light_ruc_effective_rate,$/km,BEFU26,MBU26,0.17798999999999998,0.17798999999999998,0.0
2053,heavy_ruc_effective_rate,$/km,BEFU26,MBU26,0.7305549999999977,0.7305549999999977,0.0
2053,light_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.1779900000000001,0.1779900000000001,0.0
2053,heavy_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.730555000000002,0.730555000000002,0.0
2053,phev_ruc_effective_rate,$/km,BEFU26,MBU26,0.08777499999999992,0.08777499999999992,0.0
2054,ped_effective_rate,$/L,BEFU26,MBU26,1.8802366465131708,1.880236646513171,-2.220446049250313e-16
2054,petrol_fleet_intensity,L/100km,BEFU26,MBU26,6.6663914996997695,6.666391504090266,-4.390496854966841e-09
2054,light_ruc_effective_rate,$/km,BEFU26,MBU26,0.17990000000000017,0.17990000000000017,0.0
2054,heavy_ruc_effective_rate,$/km,BEFU26,MBU26,0.7384099999999989,0.7384099999999989,0.0
2054,light_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.17990000000000014,0.17990000000000014,0.0
2054,heavy_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.7384099999999971,0.7384099999999971,0.0
2054,phev_ruc_effective_rate,$/km,BEFU26,MBU26,0.08871999999999992,0.08871999999999992,0.0
2055,ped_effective_rate,$/L,BEFU26,MBU26,1.8802366465131697,1.8802366465131721,-2.4424906541753444e-15
2055,petrol_fleet_intensity,L/100km,BEFU26,MBU26,6.579003288094822,6.579003286689944,1.4048779917175125e-09
2055,light_ruc_effective_rate,$/km,BEFU26,MBU26,0.17990000000000003,0.17990000000000003,0.0
2055,heavy_ruc_effective_rate,$/km,BEFU26,MBU26,0.7384100000000006,0.7384100000000006,0.0
2055,light_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.1799000000000002,0.1799000000000002,0.0
2055,heavy_bev_ruc_effective_rate,$/km,BEFU26,MBU26,0.7384099999999972,0.7384099999999972,0.0
2055,phev_ruc_effective_rate,$/km,BEFU26,MBU26,0.08872000000000002,0.08872000000000002,0.0
