series_id,section,unit,FY,official_vintage,comparison_vintage,befu26_value,mbu26_value,befu26_period_status,mbu26_period_status,delta,pct_delta,note
coo_revenue,MVR,$m nominal ex GST,2023,BEFU26,MBU26,7.63380249565218,7.63380249565218,ACTUAL,ACTUAL,0.0,0.0,
coo_revenue,MVR,$m nominal ex GST,2024,BEFU26,MBU26,1.95977674782609,1.95977674782609,ACTUAL,ACTUAL,0.0,0.0,
coo_revenue,MVR,$m nominal ex GST,2025,BEFU26,MBU26,-9.64521739130434e-05,-9.64521739130434e-05,ACTUAL,ACTUAL,0.0,0.0,
coo_revenue,MVR,$m nominal ex GST,2026,BEFU26,MBU26,0.0,0.0,ST_FORECAST,ST_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2027,BEFU26,MBU26,0.0,0.0,ST_FORECAST,ST_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2028,BEFU26,MBU26,0.0,0.0,ST_FORECAST,ST_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2029,BEFU26,MBU26,0.0,0.0,ST_FORECAST,ST_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2030,BEFU26,MBU26,0.0,0.0,ST_FORECAST,ST_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2031,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2032,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2033,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2034,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2035,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2036,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2037,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2038,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2039,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2040,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2041,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2042,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2043,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2044,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2045,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2046,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2047,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2048,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2049,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2050,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2051,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2052,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2053,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2054,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
coo_revenue,MVR,$m nominal ex GST,2055,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
fed_refunds,FED,$m nominal ex GST,2001,BEFU26,MBU26,19.0924444444444,19.0924444444444,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2002,BEFU26,MBU26,22.4151111111111,22.4151111111111,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2003,BEFU26,MBU26,25.1386666666667,25.1386666666667,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2004,BEFU26,MBU26,25.3991111111111,25.3991111111111,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2005,BEFU26,MBU26,32.9502222222222,32.9502222222222,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2006,BEFU26,MBU26,32.36,32.36,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2007,BEFU26,MBU26,33.288,33.288,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2008,BEFU26,MBU26,34.525,34.525,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2009,BEFU26,MBU26,34.681,34.681,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2010,BEFU26,MBU26,32.516,32.516,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2011,BEFU26,MBU26,35.636,35.636,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2012,BEFU26,MBU26,35.092298,35.092298,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2013,BEFU26,MBU26,36.25090689,36.25090689,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2014,BEFU26,MBU26,42.32392003,42.32392003,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2015,BEFU26,MBU26,50.75234515,50.75234515,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2016,BEFU26,MBU26,58.67643187,58.67643187,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2017,BEFU26,MBU26,56.24315484,56.24315484,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2018,BEFU26,MBU26,65.16975787,65.16975787,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2019,BEFU26,MBU26,66.08742835,66.08742835,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2020,BEFU26,MBU26,67.88041851,67.88041851,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2021,BEFU26,MBU26,67.59249122,67.59249122,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2022,BEFU26,MBU26,59.9764789,59.9764789,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2023,BEFU26,MBU26,68.05107856,68.05107856,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2024,BEFU26,MBU26,67.00276261,67.00276261,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2025,BEFU26,MBU26,69.90077731,69.90077731,ACTUAL,ACTUAL,0.0,0.0,
fed_refunds,FED,$m nominal ex GST,2026,BEFU26,MBU26,72.3868062026043,73.2675246956005,ST_FORECAST,ST_FORECAST,-0.8807184929961949,-1.2020584790536528,
fed_refunds,FED,$m nominal ex GST,2027,BEFU26,MBU26,80.6529606896518,82.1049619039565,ST_FORECAST,ST_FORECAST,-1.452001214304687,-1.768469506146519,
fed_refunds,FED,$m nominal ex GST,2028,BEFU26,MBU26,91.4673022517422,92.1117150014535,ST_FORECAST,ST_FORECAST,-0.6444127497113072,-0.6995991223278587,
fed_refunds,FED,$m nominal ex GST,2029,BEFU26,MBU26,97.6737041163894,97.8305167947018,ST_FORECAST,ST_FORECAST,-0.15681267831239154,-0.1602901461120402,
fed_refunds,FED,$m nominal ex GST,2030,BEFU26,MBU26,102.477188461442,102.412992390514,ST_FORECAST,ST_FORECAST,0.0641960709279914,0.06268352230467347,
fed_refunds,FED,$m nominal ex GST,2031,BEFU26,MBU26,105.428538617792,105.362124293893,LT_FORECAST,LT_FORECAST,0.06641432389899649,0.06303434402455949,
fed_refunds,FED,$m nominal ex GST,2032,BEFU26,MBU26,107.880660403128,107.812549264829,LT_FORECAST,LT_FORECAST,0.0681111382990025,0.06317551969919143,
fed_refunds,FED,$m nominal ex GST,2033,BEFU26,MBU26,109.618818619908,109.549632988318,LT_FORECAST,LT_FORECAST,0.06918563159000257,0.06315459915541688,
fed_refunds,FED,$m nominal ex GST,2034,BEFU26,MBU26,110.874936585782,110.804945861663,LT_FORECAST,LT_FORECAST,0.06999072411899476,0.06316570399878747,
fed_refunds,FED,$m nominal ex GST,2035,BEFU26,MBU26,111.445970529907,111.375622629096,LT_FORECAST,LT_FORECAST,0.07034790081100084,0.06316274526722422,
fed_refunds,FED,$m nominal ex GST,2036,BEFU26,MBU26,111.176191918272,111.106023147159,LT_FORECAST,LT_FORECAST,0.07016877111300346,0.06315478596517267,
fed_refunds,FED,$m nominal ex GST,2037,BEFU26,MBU26,110.042913972117,109.973477960174,LT_FORECAST,LT_FORECAST,0.06943601194301152,0.06313887059947054,
fed_refunds,FED,$m nominal ex GST,2038,BEFU26,MBU26,107.913508675593,107.845443219883,LT_FORECAST,LT_FORECAST,0.06806545570999845,0.06311389121116757,
fed_refunds,FED,$m nominal ex GST,2039,BEFU26,MBU26,104.840874026332,104.774784081152,LT_FORECAST,LT_FORECAST,0.06608994517999633,0.06307810200668816,
fed_refunds,FED,$m nominal ex GST,2040,BEFU26,MBU26,100.944261351029,100.880671835815,LT_FORECAST,LT_FORECAST,0.06358951521400513,0.0630343891023031,
fed_refunds,FED,$m nominal ex GST,2041,BEFU26,MBU26,96.3322291474112,96.271610099118,LT_FORECAST,LT_FORECAST,0.06061904829319076,0.06296669208168372,
fed_refunds,FED,$m nominal ex GST,2042,BEFU26,MBU26,90.5422688383918,90.490830519218,LT_FORECAST,LT_FORECAST,0.05143831917381192,0.056843681153846526,
fed_refunds,FED,$m nominal ex GST,2043,BEFU26,MBU26,84.3336057989786,84.2908865071801,LT_FORECAST,LT_FORECAST,0.0427192917984911,0.050680795479416584,
fed_refunds,FED,$m nominal ex GST,2044,BEFU26,MBU26,78.1830347453577,78.1482839177903,LT_FORECAST,LT_FORECAST,0.03475082756740733,0.04446780636151164,
fed_refunds,FED,$m nominal ex GST,2045,BEFU26,MBU26,72.2614752287827,72.2338726712677,LT_FORECAST,LT_FORECAST,0.02760255751499585,0.03821276154002367,
fed_refunds,FED,$m nominal ex GST,2046,BEFU26,MBU26,66.6787339973973,66.6574579420091,LT_FORECAST,LT_FORECAST,0.02127605538819921,0.031918492011365075,
fed_refunds,FED,$m nominal ex GST,2047,BEFU26,MBU26,61.4417326492604,61.4260147944455,LT_FORECAST,LT_FORECAST,0.015717854814901955,0.025588270486860975,
fed_refunds,FED,$m nominal ex GST,2048,BEFU26,MBU26,56.625431852433,56.6145468983273,LT_FORECAST,LT_FORECAST,0.010884954105705447,0.019226426249164326,
fed_refunds,FED,$m nominal ex GST,2049,BEFU26,MBU26,52.1359432142043,52.1292517277664,LT_FORECAST,LT_FORECAST,0.006691486437901517,0.012836337020232593,
fed_refunds,FED,$m nominal ex GST,2050,BEFU26,MBU26,47.9565731676092,47.9534944692059,LT_FORECAST,LT_FORECAST,0.0030786984032999953,0.006420175291452493,
fed_refunds,FED,$m nominal ex GST,2051,BEFU26,MBU26,44.1955622094394,44.1955649517218,LT_FORECAST,LT_FORECAST,-2.7422823976053223e-06,-6.20488141875984e-06,
fed_refunds,FED,$m nominal ex GST,2052,BEFU26,MBU26,41.0165274155865,41.0165267757471,LT_FORECAST,LT_FORECAST,6.398393992412821e-07,1.5599550950267598e-06,
fed_refunds,FED,$m nominal ex GST,2053,BEFU26,MBU26,38.1896060240801,38.1896061730755,LT_FORECAST,LT_FORECAST,-1.4899539735324652e-07,-3.901464620451926e-07,
fed_refunds,FED,$m nominal ex GST,2054,BEFU26,MBU26,35.3579907166122,35.3579907387027,LT_FORECAST,LT_FORECAST,-2.2090503648541926e-08,-6.24766939156465e-08,
fed_refunds,FED,$m nominal ex GST,2055,BEFU26,MBU26,32.2963495079857,32.2963495014783,LT_FORECAST,LT_FORECAST,6.5073990640485135e-09,2.014902354134683e-08,
gross_cng_revenue,FED,$m nominal ex GST,2001,BEFU26,MBU26,0.525,0.525,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2002,BEFU26,MBU26,0.389,0.389,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2003,BEFU26,MBU26,0.328,0.328,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2004,BEFU26,MBU26,0.268,0.268,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2005,BEFU26,MBU26,0.218,0.218,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2006,BEFU26,MBU26,0.165,0.165,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2007,BEFU26,MBU26,0.126,0.126,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2008,BEFU26,MBU26,0.147,0.147,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2009,BEFU26,MBU26,0.145,0.145,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2010,BEFU26,MBU26,0.108,0.108,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2011,BEFU26,MBU26,0.096,0.096,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2012,BEFU26,MBU26,0.177,0.177,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2013,BEFU26,MBU26,0.15598234,0.15598234,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2014,BEFU26,MBU26,0.08325372,0.08325372,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2015,BEFU26,MBU26,0.07415424,0.07415424,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2016,BEFU26,MBU26,0.06420263,0.06420263,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2017,BEFU26,MBU26,0.05061531,0.05061531,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2018,BEFU26,MBU26,0.01576777,0.01576777,ACTUAL,ACTUAL,0.0,0.0,
gross_cng_revenue,FED,$m nominal ex GST,2019,BEFU26,MBU26,0.0,0.0,ACTUAL,ACTUAL,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2020,BEFU26,MBU26,0.0,0.0,ACTUAL,ACTUAL,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2021,BEFU26,MBU26,0.0,0.0,ACTUAL,ACTUAL,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2022,BEFU26,MBU26,0.0,0.0,ACTUAL,ACTUAL,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2023,BEFU26,MBU26,0.0,0.0,ACTUAL,ACTUAL,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2024,BEFU26,MBU26,0.0,0.0,ACTUAL,ACTUAL,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2025,BEFU26,MBU26,0.0,0.0,ACTUAL,ACTUAL,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2026,BEFU26,MBU26,0.0,0.0,ST_FORECAST,ST_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2027,BEFU26,MBU26,0.0,0.0,ST_FORECAST,ST_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2028,BEFU26,MBU26,0.0,0.0,ST_FORECAST,ST_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2029,BEFU26,MBU26,0.0,0.0,ST_FORECAST,ST_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2030,BEFU26,MBU26,0.0,0.0,ST_FORECAST,ST_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2031,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2032,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2033,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2034,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2035,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2036,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2037,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2038,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2039,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2040,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2041,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2042,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2043,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2044,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2045,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2046,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2047,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2048,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2049,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2050,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2051,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2052,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2053,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2054,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_cng_revenue,FED,$m nominal ex GST,2055,BEFU26,MBU26,0.0,0.0,LT_FORECAST,LT_FORECAST,0.0,,
gross_fed_revenue,FED,$m nominal ex GST,2001,BEFU26,MBU26,989.5585841,989.5585841,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2002,BEFU26,MBU26,986.296323,986.296323,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2003,BEFU26,MBU26,1149.000059,1149.000059,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2004,BEFU26,MBU26,1165.821743,1165.821743,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2005,BEFU26,MBU26,1235.665162,1235.665162,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2006,BEFU26,MBU26,1314.795058,1314.795058,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2007,BEFU26,MBU26,1404.516351,1404.516351,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2008,BEFU26,MBU26,1425.97242,1425.97242,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2009,BEFU26,MBU26,1368.768,1368.768,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2010,BEFU26,MBU26,1469.838,1469.838,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2011,BEFU26,MBU26,1483.122,1483.122,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2012,BEFU26,MBU26,1521.545,1521.545,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2013,BEFU26,MBU26,1570.37289115,1570.37289115,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2014,BEFU26,MBU26,1657.73450025,1657.73450025,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2015,BEFU26,MBU26,1798.42981184,1798.42981184,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2016,BEFU26,MBU26,1941.4223866,1941.4223866,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2017,BEFU26,MBU26,1968.91315006,1968.91315006,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2018,BEFU26,MBU26,1968.98461465,1968.98461465,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2019,BEFU26,MBU26,2053.20327656,2053.20327656,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2020,BEFU26,MBU26,1950.41199,1950.41199,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2021,BEFU26,MBU26,2216.10859858,2216.10859858,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2022,BEFU26,MBU26,1812.83884251,1812.83884251,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2023,BEFU26,MBU26,1397.47707215,1397.47707215,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2024,BEFU26,MBU26,2073.93255766,2073.93255766,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2025,BEFU26,MBU26,2067.62792391,2067.62792391,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2026,BEFU26,MBU26,2080.28445921602,2104.82984947749,ST_FORECAST,ST_FORECAST,-24.545390261469947,-1.1661460553480452,
