series_id,section,unit,FY,official_vintage,comparison_vintage,prebu26_value,befu26_value,prebu26_period_status,befu26_period_status,delta,pct_delta,note
gross_fed_revenue,FED,$m nominal ex GST,2005,PREBU26,BEFU26,1235.665162,1235.665162,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2006,PREBU26,BEFU26,1314.795058,1314.795058,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2007,PREBU26,BEFU26,1404.516351,1404.516351,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2008,PREBU26,BEFU26,1425.97242,1425.97242,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2009,PREBU26,BEFU26,1368.768,1368.768,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2010,PREBU26,BEFU26,1469.838,1469.838,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2011,PREBU26,BEFU26,1483.122,1483.122,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2012,PREBU26,BEFU26,1521.545,1521.545,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2013,PREBU26,BEFU26,1570.37289115,1570.37289115,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2014,PREBU26,BEFU26,1657.73450025,1657.73450025,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2015,PREBU26,BEFU26,1798.42981184,1798.42981184,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2016,PREBU26,BEFU26,1941.4223866,1941.4223866,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2017,PREBU26,BEFU26,1968.91315006,1968.91315006,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2018,PREBU26,BEFU26,1968.98461465,1968.98461465,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2019,PREBU26,BEFU26,2053.20327656,2053.20327656,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2020,PREBU26,BEFU26,1950.41199,1950.41199,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2021,PREBU26,BEFU26,2216.10859858,2216.10859858,ACTUAL,ACTUAL,0.0,0.0,
gross_fed_revenue,FED,$m nominal ex GST,2022,PREBU26,BEFU26,1812.83884251,1812.83884251,ACTUAL,ACTUAL,0.0,0.0,
