series,quarter,FY,value,unit,revenue_basis,value_status,source_sheet,source_workbook_sheet,source_workbook_row,source_cell
Heavy RUC actual incl Crown,2028Q1,2028,0,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,13,BJ13
Heavy RUC actual incl Crown,2028Q2,2028,0,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,13,BK13
Heavy RUC actual incl Crown,2028Q3,2029,0,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,13,BL13
Heavy RUC actual incl Crown,2028Q4,2029,0,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,13,BM13
Heavy RUC actual incl Crown,2029Q1,2029,0,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,13,BN13
Heavy RUC actual incl Crown,2029Q2,2029,0,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,13,BO13
Heavy RUC actual incl Crown,2029Q3,2030,0,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,13,BP13
Heavy RUC actual incl Crown,2029Q4,2030,0,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,13,BQ13
Heavy RUC actual incl Crown,2030Q1,2030,0,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,13,BR13
Heavy RUC actual incl Crown,2030Q2,2030,0,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,13,BS13
Heavy RUC actual incl Crown,2030Q3,2031,0,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,13,BT13
Heavy RUC actual incl Crown,2030Q4,2031,0,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,13,BU13
Heavy RUC actual incl Crown,2031Q1,2031,0,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,13,BV13
Total RUC+PED actual incl Crown,2013Q1,2013,644323936.56,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,B14
Total RUC+PED actual incl Crown,2013Q2,2013,692526555.53,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,C14
Total RUC+PED actual incl Crown,2013Q3,2014,645285567.5600001,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,D14
Total RUC+PED actual incl Crown,2013Q4,2014,768923722.96,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,E14
Total RUC+PED actual incl Crown,2014Q1,2014,711358606.64,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,F14
Total RUC+PED actual incl Crown,2014Q2,2014,729116885.88,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,G14
Total RUC+PED actual incl Crown,2014Q3,2015,744335591.11,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,H14
Total RUC+PED actual incl Crown,2014Q4,2015,738709165.22,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,I14
Total RUC+PED actual incl Crown,2015Q1,2015,766751047.86,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,J14
Total RUC+PED actual incl Crown,2015Q2,2015,815757682.75,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,K14
Total RUC+PED actual incl Crown,2015Q3,2016,774150529.62,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,L14
Total RUC+PED actual incl Crown,2015Q4,2016,862727123.8,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,M14
Total RUC+PED actual incl Crown,2016Q1,2016,806200272.4000001,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,N14
Total RUC+PED actual incl Crown,2016Q2,2016,866143123.5,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,O14
Total RUC+PED actual incl Crown,2016Q3,2017,795408300.72,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,P14
Total RUC+PED actual incl Crown,2016Q4,2017,890893468.72,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,Q14
Total RUC+PED actual incl Crown,2017Q1,2017,837207424.41,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,R14
Total RUC+PED actual incl Crown,2017Q2,2017,883291552.18,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,S14
Total RUC+PED actual incl Crown,2017Q3,2018,860604449.55,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,T14
Total RUC+PED actual incl Crown,2017Q4,2018,860379859.04,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,U14
Total RUC+PED actual incl Crown,2018Q1,2018,896142436.3499999,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,V14
Total RUC+PED actual incl Crown,2018Q2,2018,873204696.0500001,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,W14
Total RUC+PED actual incl Crown,2018Q3,2019,865842824.1399999,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,X14
Total RUC+PED actual incl Crown,2018Q4,2019,954985795.23,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,Y14
Total RUC+PED actual incl Crown,2019Q1,2019,899211212.56,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,Z14
Total RUC+PED actual incl Crown,2019Q2,2019,975042254,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AA14
Total RUC+PED actual incl Crown,2019Q3,2020,962174230.38,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AB14
Total RUC+PED actual incl Crown,2019Q4,2020,999860526.1299999,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AC14
Total RUC+PED actual incl Crown,2020Q1,2020,940996893.32,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AD14
Total RUC+PED actual incl Crown,2020Q2,2020,731874893.98,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AE14
Total RUC+PED actual incl Crown,2020Q3,2021,977904281.06,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AF14
Total RUC+PED actual incl Crown,2020Q4,2021,1070457817.6800001,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AG14
Total RUC+PED actual incl Crown,2021Q1,2021,1009766341.47,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AH14
Total RUC+PED actual incl Crown,2021Q2,2021,1045164748.99,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AI14
Total RUC+PED actual incl Crown,2021Q3,2022,928960860.5999999,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AJ14
Total RUC+PED actual incl Crown,2021Q4,2022,935914353.3800001,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AK14
Total RUC+PED actual incl Crown,2022Q1,2022,961265765.3900001,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AL14
Total RUC+PED actual incl Crown,2022Q2,2022,1162243311.4899998,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AM14
Total RUC+PED actual incl Crown,2022Q3,2023,1049698389.8432498,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AN14
Total RUC+PED actual incl Crown,2022Q4,2023,902256658.8614961,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AO14
Total RUC+PED actual incl Crown,2023Q1,2023,1216256287.7163415,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AP14
Total RUC+PED actual incl Crown,2023Q2,2023,971218317.0433613,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AQ14
Total RUC+PED actual incl Crown,2023Q3,2024,823890446.52,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AR14
Total RUC+PED actual incl Crown,2023Q4,2024,956963860.67,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AS14
Total RUC+PED actual incl Crown,2024Q1,2024,960977217.94,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AT14
Total RUC+PED actual incl Crown,2024Q2,2024,1104871220.1399999,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AU14
Total RUC+PED actual incl Crown,2024Q3,2025,945752414.4200001,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AV14
Total RUC+PED actual incl Crown,2024Q4,2025,1008873127.68,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AW14
Total RUC+PED actual incl Crown,2025Q1,2025,1042740008.05,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AX14
Total RUC+PED actual incl Crown,2025Q2,2025,1013155261.1500001,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AY14
Total RUC+PED actual incl Crown,2025Q3,2026,1001452321.39,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,AZ14
Total RUC+PED actual incl Crown,2025Q4,2026,1089140003.53,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BA14
Total RUC+PED actual incl Crown,2026Q1,2026,1002789914.19,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BB14
Total RUC+PED actual incl Crown,2026Q2,2026,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BC14
Total RUC+PED actual incl Crown,2026Q3,2027,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BD14
Total RUC+PED actual incl Crown,2026Q4,2027,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BE14
Total RUC+PED actual incl Crown,2027Q1,2027,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BF14
Total RUC+PED actual incl Crown,2027Q2,2027,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BG14
Total RUC+PED actual incl Crown,2027Q3,2028,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BH14
Total RUC+PED actual incl Crown,2027Q4,2028,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BI14
Total RUC+PED actual incl Crown,2028Q1,2028,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BJ14
Total RUC+PED actual incl Crown,2028Q2,2028,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BK14
Total RUC+PED actual incl Crown,2028Q3,2029,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BL14
Total RUC+PED actual incl Crown,2028Q4,2029,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BM14
Total RUC+PED actual incl Crown,2029Q1,2029,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BN14
Total RUC+PED actual incl Crown,2029Q2,2029,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BO14
Total RUC+PED actual incl Crown,2029Q3,2030,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BP14
Total RUC+PED actual incl Crown,2029Q4,2030,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BQ14
Total RUC+PED actual incl Crown,2030Q1,2030,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BR14
Total RUC+PED actual incl Crown,2030Q2,2030,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BS14
Total RUC+PED actual incl Crown,2030Q3,2031,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BT14
Total RUC+PED actual incl Crown,2030Q4,2031,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BU14
Total RUC+PED actual incl Crown,2031Q1,2031,0,$ nominal ex GST,net,actual,Quarterly actuals,Quarterly actuals,14,BV14
Gross PED exGST,2013Q1,2013,374094595.04,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,B16
Gross PED exGST,2013Q2,2013,422229736.85,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,C16
Gross PED exGST,2013Q3,2014,349235846.68,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,D16
Gross PED exGST,2013Q4,2014,450311385.3,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,E16
Gross PED exGST,2014Q1,2014,403250443.84,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,F16
Gross PED exGST,2014Q2,2014,423203880.7,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,G16
Gross PED exGST,2014Q3,2015,419164559.86,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,H16
Gross PED exGST,2014Q4,2015,400011525.43,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,I16
Gross PED exGST,2015Q1,2015,440902086.49,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,J16
Gross PED exGST,2015Q2,2015,501848521.31,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,K16
Gross PED exGST,2015Q3,2016,427407133.87,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,L16
Gross PED exGST,2015Q4,2016,502788809.67,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,M16
Gross PED exGST,2016Q1,2016,458312919.92,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,N16
Gross PED exGST,2016Q2,2016,517516033.44,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,O16
Gross PED exGST,2016Q3,2017,442342972.46,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,P16
Gross PED exGST,2016Q4,2017,516880666.31,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,Q16
Gross PED exGST,2017Q1,2017,461977185.16,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,R16
Gross PED exGST,2017Q2,2017,512575876.29,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,S16
Gross PED exGST,2017Q3,2018,485616369.39,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,T16
Gross PED exGST,2017Q4,2018,453785517.45,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,U16
Gross PED exGST,2018Q1,2018,508708809.52,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,V16
Gross PED exGST,2018Q2,2018,485793959.17,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,W16
Gross PED exGST,2018Q3,2019,473815512.39,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,X16
Gross PED exGST,2018Q4,2019,508025131.43,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,Y16
Gross PED exGST,2019Q1,2019,481709346.03,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,Z16
Gross PED exGST,2019Q2,2019,552468596.98,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AA16
Gross PED exGST,2019Q3,2020,517264869.9,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AB16
Gross PED exGST,2019Q4,2020,536217880.31,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AC16
Gross PED exGST,2020Q1,2020,508846085.87,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AD16
Gross PED exGST,2020Q2,2020,352341449.58,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AE16
Gross PED exGST,2020Q3,2021,515434254.56,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AF16
Gross PED exGST,2020Q4,2021,575716870.9,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AG16
Gross PED exGST,2021Q1,2021,525727519.16,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AH16
Gross PED exGST,2021Q2,2021,559359930.53,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AI16
Gross PED exGST,2021Q3,2022,491393922.2,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AJ16
Gross PED exGST,2021Q4,2022,434412240.36,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AK16
Gross PED exGST,2022Q1,2022,482033989.97,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AL16
Gross PED exGST,2022Q2,2022,358638612.57,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AM16
Gross PED exGST,2022Q3,2023,364078637.05,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AN16
Gross PED exGST,2022Q4,2023,250776765.64,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AO16
Gross PED exGST,2023Q1,2023,436995810.67,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AP16
Gross PED exGST,2023Q2,2023,297193829.23,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AQ16
Gross PED exGST,2023Q3,2024,417141986.39,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AR16
Gross PED exGST,2023Q4,2024,504194091.55,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AS16
Gross PED exGST,2024Q1,2024,501549312.32,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AT16
Gross PED exGST,2024Q2,2024,610883743.89,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AU16
Gross PED exGST,2024Q3,2025,472073403.12,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AV16
Gross PED exGST,2024Q4,2025,492458543.88,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AW16
Gross PED exGST,2025Q1,2025,533994855.5,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AX16
Gross PED exGST,2025Q2,2025,528159502.28,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AY16
Gross PED exGST,2025Q3,2026,499249710.75,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,AZ16
Gross PED exGST,2025Q4,2026,551836524.01,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,BA16
Gross PED exGST,2026Q1,2026,475062158.43,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,16,BB16
Gross LPG exGST,2013Q1,2013,6527869.71,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,B17
Gross LPG exGST,2013Q2,2013,8785942.86,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,C17
Gross LPG exGST,2013Q3,2014,8789022.56,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,D17
Gross LPG exGST,2013Q4,2014,6449873.26,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,E17
Gross LPG exGST,2014Q1,2014,7047492.03,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,F17
Gross LPG exGST,2014Q2,2014,9363302.16,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,G17
Gross LPG exGST,2014Q3,2015,11515444.9,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,H17
Gross LPG exGST,2014Q4,2015,8615485.12,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,I17
Gross LPG exGST,2015Q1,2015,7417705.46,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,J17
Gross LPG exGST,2015Q2,2015,8880329.03,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,K17
Gross LPG exGST,2015Q3,2016,10144802.59,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,L17
Gross LPG exGST,2015Q4,2016,7294363.01,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,M17
Gross LPG exGST,2016Q1,2016,9503378.1,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,N17
Gross LPG exGST,2016Q2,2016,8390743.37,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,O17
Gross LPG exGST,2016Q3,2017,9806585.71,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,P17
Gross LPG exGST,2016Q4,2017,9041056.33,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,Q17
Gross LPG exGST,2017Q1,2017,6237673.51,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,R17
Gross LPG exGST,2017Q2,2017,10000518.98,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,S17
Gross LPG exGST,2017Q3,2018,10469167.8,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,T17
Gross LPG exGST,2017Q4,2018,7608565.74,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,U17
Gross LPG exGST,2018Q1,2018,6616614.06,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,V17
Gross LPG exGST,2018Q2,2018,10369843.75,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,W17
Gross LPG exGST,2018Q3,2019,11078207.3,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,X17
Gross LPG exGST,2018Q4,2019,7473106.51,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,Y17
Gross LPG exGST,2019Q1,2019,7964956.11,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,Z17
Gross LPG exGST,2019Q2,2019,10668419.81,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AA17
Gross LPG exGST,2019Q3,2020,11351148.52,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AB17
Gross LPG exGST,2019Q4,2020,6955450.03,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AC17
Gross LPG exGST,2020Q1,2020,8419848.46,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AD17
Gross LPG exGST,2020Q2,2020,9015257.33,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AE17
Gross LPG exGST,2020Q3,2021,10192591.42,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AF17
Gross LPG exGST,2020Q4,2021,12203408.77,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AG17
Gross LPG exGST,2021Q1,2021,7780951.2,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AH17
Gross LPG exGST,2021Q2,2021,9693072.04,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AI17
Gross LPG exGST,2021Q3,2022,16846917.49,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AJ17
Gross LPG exGST,2021Q4,2022,9675051.01,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AK17
Gross LPG exGST,2022Q1,2022,7760636.84,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AL17
Gross LPG exGST,2022Q2,2022,12077472.07,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AM17
Gross LPG exGST,2022Q3,2023,14008629.4,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AN17
Gross LPG exGST,2022Q4,2023,12268808.7,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AO17
Gross LPG exGST,2023Q1,2023,10190393.24,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AP17
Gross LPG exGST,2023Q2,2023,11964198.22,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AQ17
Gross LPG exGST,2023Q3,2024,17081070.56,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AR17
Gross LPG exGST,2023Q4,2024,11994817.91,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AS17
Gross LPG exGST,2024Q1,2024,2595993.34,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AT17
Gross LPG exGST,2024Q2,2024,8491541.7,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AU17
Gross LPG exGST,2024Q3,2025,11234595.82,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AV17
Gross LPG exGST,2024Q4,2025,10795175.86,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AW17
Gross LPG exGST,2025Q1,2025,7340764.39,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AX17
Gross LPG exGST,2025Q2,2025,11571083.06,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AY17
Gross LPG exGST,2025Q3,2026,13508620.34,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,AZ17
Gross LPG exGST,2025Q4,2026,9504267.94,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,BA17
Gross LPG exGST,2026Q1,2026,7753526.84,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,17,BB17
Gross CNG exGST,2013Q1,2013,21588.06,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,B18
Gross CNG exGST,2013Q2,2013,77507.7,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,C18
Gross CNG exGST,2013Q3,2014,29364.13,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,D18
Gross CNG exGST,2013Q4,2014,25030.27,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,E18
Gross CNG exGST,2014Q1,2014,18450.33,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,F18
Gross CNG exGST,2014Q2,2014,10408.99,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,G18
Gross CNG exGST,2014Q3,2015,26080.48,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,H18
Gross CNG exGST,2014Q4,2015,16119.65,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,I18
Gross CNG exGST,2015Q1,2015,14642.98,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,J18
Gross CNG exGST,2015Q2,2015,17311.13,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,K18
Gross CNG exGST,2015Q3,2016,19749.43,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,L18
Gross CNG exGST,2015Q4,2016,27713.8,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,M18
Gross CNG exGST,2016Q1,2016,8031.42,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,N18
Gross CNG exGST,2016Q2,2016,8707.98,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,O18
Gross CNG exGST,2016Q3,2017,14448.79,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,P18
Gross CNG exGST,2016Q4,2017,24585.52,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,Q18
Gross CNG exGST,2017Q1,2017,3305.76,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,R18
Gross CNG exGST,2017Q2,2017,8275.24,$ nominal ex GST,gross,actual,Quarterly actuals,Quarterly actuals,18,S18
