series,quarter,FY,value,unit,revenue_basis,value_status,source_sheet,source_workbook_sheet,source_workbook_row,source_cell
TUC revenue exGST,2026Q1,2026,4689185.19,$ nominal ex GST,nominal_ex_gst,actual,Quarterly actuals,Quarterly actuals,33,BB33
TUC GTK,2021Q4,2022,1366109982,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,AK34
TUC GTK,2022Q1,2022,2419785605,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,AL34
TUC GTK,2022Q2,2022,2344966057,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,AM34
TUC GTK,2022Q3,2023,2339150970,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,AN34
TUC GTK,2022Q4,2023,2423899148,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,AO34
TUC GTK,2023Q1,2023,2154336308,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,AP34
TUC GTK,2023Q2,2023,2152931698,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,AQ34
TUC GTK,2023Q3,2024,1994499736,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,AR34
TUC GTK,2023Q4,2024,2226737058,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,AS34
TUC GTK,2024Q1,2024,2161437497,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,AT34
TUC GTK,2024Q2,2024,1966977484,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,AU34
TUC GTK,2024Q3,2025,1845518749,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,AV34
TUC GTK,2024Q4,2025,2126204370,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,AW34
TUC GTK,2025Q1,2025,1999252200,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,AX34
TUC GTK,2025Q2,2025,2045377478,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,AY34
TUC GTK,2025Q3,2026,2042939393,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,AZ34
TUC GTK,2025Q4,2026,2091746151.66,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,BA34
TUC GTK,2026Q1,2026,2119242884,tonne-km,activity,actual,Quarterly actuals,Quarterly actuals,34,BB34
Light RUC net km conventional,2013Q1,2013,2004260597,km,activity,actual,Quarterly actuals,Quarterly actuals,36,B36
Light RUC net km conventional,2013Q2,2013,2072369167,km,activity,actual,Quarterly actuals,Quarterly actuals,36,C36
Light RUC net km conventional,2013Q3,2014,2086860529,km,activity,actual,Quarterly actuals,Quarterly actuals,36,D36
Light RUC net km conventional,2013Q4,2014,2297457306,km,activity,actual,Quarterly actuals,Quarterly actuals,36,E36
Light RUC net km conventional,2014Q1,2014,2124315560,km,activity,actual,Quarterly actuals,Quarterly actuals,36,F36
Light RUC net km conventional,2014Q2,2014,2300956902,km,activity,actual,Quarterly actuals,Quarterly actuals,36,G36
Light RUC net km conventional,2014Q3,2015,2217355370,km,activity,actual,Quarterly actuals,Quarterly actuals,36,H36
Light RUC net km conventional,2014Q4,2015,2393327196,km,activity,actual,Quarterly actuals,Quarterly actuals,36,I36
Light RUC net km conventional,2015Q1,2015,2266893548,km,activity,actual,Quarterly actuals,Quarterly actuals,36,J36
Light RUC net km conventional,2015Q2,2015,2289906930,km,activity,actual,Quarterly actuals,Quarterly actuals,36,K36
Light RUC net km conventional,2015Q3,2016,2322193508,km,activity,actual,Quarterly actuals,Quarterly actuals,36,L36
Light RUC net km conventional,2015Q4,2016,2471088077,km,activity,actual,Quarterly actuals,Quarterly actuals,36,M36
Light RUC net km conventional,2016Q1,2016,2410306986,km,activity,actual,Quarterly actuals,Quarterly actuals,36,N36
Light RUC net km conventional,2016Q2,2016,2465886457,km,activity,actual,Quarterly actuals,Quarterly actuals,36,O36
Light RUC net km conventional,2016Q3,2017,2518564236,km,activity,actual,Quarterly actuals,Quarterly actuals,36,P36
Light RUC net km conventional,2016Q4,2017,2662616466,km,activity,actual,Quarterly actuals,Quarterly actuals,36,Q36
Light RUC net km conventional,2017Q1,2017,2615952777,km,activity,actual,Quarterly actuals,Quarterly actuals,36,R36
Light RUC net km conventional,2017Q2,2017,2628477360,km,activity,actual,Quarterly actuals,Quarterly actuals,36,S36
Light RUC net km conventional,2017Q3,2018,2663515345,km,activity,actual,Quarterly actuals,Quarterly actuals,36,T36
Light RUC net km conventional,2017Q4,2018,2876639424,km,activity,actual,Quarterly actuals,Quarterly actuals,36,U36
Light RUC net km conventional,2018Q1,2018,2765640680,km,activity,actual,Quarterly actuals,Quarterly actuals,36,V36
Light RUC net km conventional,2018Q2,2018,2806431711,km,activity,actual,Quarterly actuals,Quarterly actuals,36,W36
Light RUC net km conventional,2018Q3,2019,2969453691,km,activity,actual,Quarterly actuals,Quarterly actuals,36,X36
Light RUC net km conventional,2018Q4,2019,2969564969,km,activity,actual,Quarterly actuals,Quarterly actuals,36,Y36
Light RUC net km conventional,2019Q1,2019,2882610412,km,activity,actual,Quarterly actuals,Quarterly actuals,36,Z36
Light RUC net km conventional,2019Q2,2019,3076596136,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AA36
Light RUC net km conventional,2019Q3,2020,2839219834,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AB36
Light RUC net km conventional,2019Q4,2020,3102749444,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AC36
Light RUC net km conventional,2020Q1,2020,2812678357,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AD36
Light RUC net km conventional,2020Q2,2020,2631289175,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AE36
Light RUC net km conventional,2020Q3,2021,2778045013,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AF36
Light RUC net km conventional,2020Q4,2021,3098962585,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AG36
Light RUC net km conventional,2021Q1,2021,3057690721,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AH36
Light RUC net km conventional,2021Q2,2021,3063464694,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AI36
Light RUC net km conventional,2021Q3,2022,2623042829,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AJ36
Light RUC net km conventional,2021Q4,2022,2915860475,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AK36
Light RUC net km conventional,2022Q1,2022,2912022134,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AL36
Light RUC net km conventional,2022Q2,2022,4193282770,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AM36
Light RUC net km conventional,2022Q3,2023,2905714827,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AN36
Light RUC net km conventional,2022Q4,2023,3081592238,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AO36
Light RUC net km conventional,2023Q1,2023,3576861558,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AP36
Light RUC net km conventional,2023Q2,2023,3989118992,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AQ36
Light RUC net km conventional,2023Q3,2024,2110673004,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AR36
Light RUC net km conventional,2023Q4,2024,2578310413,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AS36
Light RUC net km conventional,2024Q1,2024,2812615108,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AT36
Light RUC net km conventional,2024Q2,2024,2853952134,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AU36
Light RUC net km conventional,2024Q3,2025,2946968636,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AV36
Light RUC net km conventional,2024Q4,2025,3191938877,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AW36
Light RUC net km conventional,2025Q1,2025,3118762564,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AX36
Light RUC net km conventional,2025Q2,2025,3016313795,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AY36
Light RUC net km conventional,2025Q3,2026,3122958703,km,activity,actual,Quarterly actuals,Quarterly actuals,36,AZ36
Light RUC net km conventional,2025Q4,2026,3307965543,km,activity,actual,Quarterly actuals,Quarterly actuals,36,BA36
Light RUC net km conventional,2026Q1,2026,3196014020,km,activity,actual,Quarterly actuals,Quarterly actuals,36,BB36
Heavy RUC net km conventional,2013Q1,2013,866434532,km,activity,actual,Quarterly actuals,Quarterly actuals,37,B37
Heavy RUC net km conventional,2013Q2,2013,852866288,km,activity,actual,Quarterly actuals,Quarterly actuals,37,C37
Heavy RUC net km conventional,2013Q3,2014,887793202,km,activity,actual,Quarterly actuals,Quarterly actuals,37,D37
Heavy RUC net km conventional,2013Q4,2014,948741075,km,activity,actual,Quarterly actuals,Quarterly actuals,37,E37
Heavy RUC net km conventional,2014Q1,2014,921251411,km,activity,actual,Quarterly actuals,Quarterly actuals,37,F37
Heavy RUC net km conventional,2014Q2,2014,888721068,km,activity,actual,Quarterly actuals,Quarterly actuals,37,G37
Heavy RUC net km conventional,2014Q3,2015,938396028,km,activity,actual,Quarterly actuals,Quarterly actuals,37,H37
Heavy RUC net km conventional,2014Q4,2015,959954697,km,activity,actual,Quarterly actuals,Quarterly actuals,37,I37
Heavy RUC net km conventional,2015Q1,2015,929371695,km,activity,actual,Quarterly actuals,Quarterly actuals,37,J37
Heavy RUC net km conventional,2015Q2,2015,871071228,km,activity,actual,Quarterly actuals,Quarterly actuals,37,K37
Heavy RUC net km conventional,2015Q3,2016,941192499,km,activity,actual,Quarterly actuals,Quarterly actuals,37,L37
Heavy RUC net km conventional,2015Q4,2016,952243538,km,activity,actual,Quarterly actuals,Quarterly actuals,37,M37
Heavy RUC net km conventional,2016Q1,2016,920125016,km,activity,actual,Quarterly actuals,Quarterly actuals,37,N37
Heavy RUC net km conventional,2016Q2,2016,903149015,km,activity,actual,Quarterly actuals,Quarterly actuals,37,O37
Heavy RUC net km conventional,2016Q3,2017,917814423,km,activity,actual,Quarterly actuals,Quarterly actuals,37,P37
Heavy RUC net km conventional,2016Q4,2017,977369221,km,activity,actual,Quarterly actuals,Quarterly actuals,37,Q37
Heavy RUC net km conventional,2017Q1,2017,987496699,km,activity,actual,Quarterly actuals,Quarterly actuals,37,R37
Heavy RUC net km conventional,2017Q2,2017,960003244,km,activity,actual,Quarterly actuals,Quarterly actuals,37,S37
Heavy RUC net km conventional,2017Q3,2018,975147170,km,activity,actual,Quarterly actuals,Quarterly actuals,37,T37
Heavy RUC net km conventional,2017Q4,2018,1057176543,km,activity,actual,Quarterly actuals,Quarterly actuals,37,U37
Heavy RUC net km conventional,2018Q1,2018,1005850627,km,activity,actual,Quarterly actuals,Quarterly actuals,37,V37
Heavy RUC net km conventional,2018Q2,2018,983918062,km,activity,actual,Quarterly actuals,Quarterly actuals,37,W37
Heavy RUC net km conventional,2018Q3,2019,987441652,km,activity,actual,Quarterly actuals,Quarterly actuals,37,X37
Heavy RUC net km conventional,2018Q4,2019,1082003936,km,activity,actual,Quarterly actuals,Quarterly actuals,37,Y37
Heavy RUC net km conventional,2019Q1,2019,1015128136,km,activity,actual,Quarterly actuals,Quarterly actuals,37,Z37
Heavy RUC net km conventional,2019Q2,2019,986591092,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AA37
Heavy RUC net km conventional,2019Q3,2020,1005832806,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AB37
Heavy RUC net km conventional,2019Q4,2020,1040676846,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AC37
Heavy RUC net km conventional,2020Q1,2020,982808668,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AD37
Heavy RUC net km conventional,2020Q2,2020,838199112,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AE37
Heavy RUC net km conventional,2020Q3,2021,1013891291,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AF37
Heavy RUC net km conventional,2020Q4,2021,1067609932,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AG37
Heavy RUC net km conventional,2021Q1,2021,1036782044,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AH37
Heavy RUC net km conventional,2021Q2,2021,1022952236,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AI37
Heavy RUC net km conventional,2021Q3,2022,953154685,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AJ37
Heavy RUC net km conventional,2021Q4,2022,1071312282,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AK37
Heavy RUC net km conventional,2022Q1,2022,1033597376,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AL37
Heavy RUC net km conventional,2022Q2,2022,1112864573,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AM37
Heavy RUC net km conventional,2022Q3,2023,1009704192,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AN37
Heavy RUC net km conventional,2022Q4,2023,1062856785,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AO37
Heavy RUC net km conventional,2023Q1,2023,1023827987,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AP37
Heavy RUC net km conventional,2023Q2,2023,1056357961,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AQ37
Heavy RUC net km conventional,2023Q3,2024,938671811,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AR37
Heavy RUC net km conventional,2023Q4,2024,1021151625,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AS37
Heavy RUC net km conventional,2024Q1,2024,988698346,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AT37
Heavy RUC net km conventional,2024Q2,2024,955339984,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AU37
Heavy RUC net km conventional,2024Q3,2025,965308098,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AV37
Heavy RUC net km conventional,2024Q4,2025,1044092945,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AW37
Heavy RUC net km conventional,2025Q1,2025,1022167146,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AX37
Heavy RUC net km conventional,2025Q2,2025,950305250,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AY37
Heavy RUC net km conventional,2025Q3,2026,978994143,km,activity,actual,Quarterly actuals,Quarterly actuals,37,AZ37
Heavy RUC net km conventional,2025Q4,2026,1064388483,km,activity,actual,Quarterly actuals,Quarterly actuals,37,BA37
Heavy RUC net km conventional,2026Q1,2026,1039372457,km,activity,actual,Quarterly actuals,Quarterly actuals,37,BB37
Light BEV net km,2024Q2,2024,413518791,km,activity,actual,Quarterly actuals,Quarterly actuals,38,AU38
Light BEV net km,2024Q3,2025,131908093,km,activity,actual,Quarterly actuals,Quarterly actuals,38,AV38
Light BEV net km,2024Q4,2025,214718631,km,activity,actual,Quarterly actuals,Quarterly actuals,38,AW38
Light BEV net km,2025Q1,2025,231133946,km,activity,actual,Quarterly actuals,Quarterly actuals,38,AX38
Light BEV net km,2025Q2,2025,242880759,km,activity,actual,Quarterly actuals,Quarterly actuals,38,AY38
Light BEV net km,2025Q3,2026,263102838,km,activity,actual,Quarterly actuals,Quarterly actuals,38,AZ38
Light BEV net km,2025Q4,2026,281850636,km,activity,actual,Quarterly actuals,Quarterly actuals,38,BA38
Light BEV net km,2026Q1,2026,300080294,km,activity,actual,Quarterly actuals,Quarterly actuals,38,BB38
Heavy BEV net km,2024Q2,2024,0,km,activity,actual,Quarterly actuals,Quarterly actuals,39,AU39
Heavy BEV net km,2024Q3,2025,0,km,activity,actual,Quarterly actuals,Quarterly actuals,39,AV39
Heavy BEV net km,2024Q4,2025,0,km,activity,actual,Quarterly actuals,Quarterly actuals,39,AW39
Heavy BEV net km,2025Q1,2025,0,km,activity,actual,Quarterly actuals,Quarterly actuals,39,AX39
Heavy BEV net km,2025Q2,2025,0,km,activity,actual,Quarterly actuals,Quarterly actuals,39,AY39
Heavy BEV net km,2025Q3,2026,0,km,activity,actual,Quarterly actuals,Quarterly actuals,39,AZ39
Heavy BEV net km,2025Q4,2026,0,km,activity,actual,Quarterly actuals,Quarterly actuals,39,BA39
Heavy BEV net km,2026Q1,2026,23449,km,activity,actual,Quarterly actuals,Quarterly actuals,39,BB39
PHEV net km,2024Q2,2024,194942370,km,activity,actual,Quarterly actuals,Quarterly actuals,40,AU40
PHEV net km,2024Q3,2025,73331414,km,activity,actual,Quarterly actuals,Quarterly actuals,40,AV40
PHEV net km,2024Q4,2025,114143421,km,activity,actual,Quarterly actuals,Quarterly actuals,40,AW40
PHEV net km,2025Q1,2025,115725367,km,activity,actual,Quarterly actuals,Quarterly actuals,40,AX40
PHEV net km,2025Q2,2025,131917233,km,activity,actual,Quarterly actuals,Quarterly actuals,40,AY40
PHEV net km,2025Q3,2026,135866447,km,activity,actual,Quarterly actuals,Quarterly actuals,40,AZ40
PHEV net km,2025Q4,2026,143755548,km,activity,actual,Quarterly actuals,Quarterly actuals,40,BA40
PHEV net km,2026Q1,2026,156570398,km,activity,actual,Quarterly actuals,Quarterly actuals,40,BB40
Light RUC gross km conventional,2013Q1,2013,2013487304,km,activity,actual,Quarterly actuals,Quarterly actuals,41,B41
Light RUC gross km conventional,2013Q2,2013,2082353846,km,activity,actual,Quarterly actuals,Quarterly actuals,41,C41
Light RUC gross km conventional,2013Q3,2014,2098763749,km,activity,actual,Quarterly actuals,Quarterly actuals,41,D41
Light RUC gross km conventional,2013Q4,2014,2307669623,km,activity,actual,Quarterly actuals,Quarterly actuals,41,E41
Light RUC gross km conventional,2014Q1,2014,2135051875,km,activity,actual,Quarterly actuals,Quarterly actuals,41,F41
Light RUC gross km conventional,2014Q2,2014,2311755340,km,activity,actual,Quarterly actuals,Quarterly actuals,41,G41
Light RUC gross km conventional,2014Q3,2015,2228818565,km,activity,actual,Quarterly actuals,Quarterly actuals,41,H41
Light RUC gross km conventional,2014Q4,2015,2403770004,km,activity,actual,Quarterly actuals,Quarterly actuals,41,I41
Light RUC gross km conventional,2015Q1,2015,2277231479,km,activity,actual,Quarterly actuals,Quarterly actuals,41,J41
Light RUC gross km conventional,2015Q2,2015,2300009865,km,activity,actual,Quarterly actuals,Quarterly actuals,41,K41
Light RUC gross km conventional,2015Q3,2016,2333551142,km,activity,actual,Quarterly actuals,Quarterly actuals,41,L41
Light RUC gross km conventional,2015Q4,2016,2480267218,km,activity,actual,Quarterly actuals,Quarterly actuals,41,M41
Light RUC gross km conventional,2016Q1,2016,2418039216,km,activity,actual,Quarterly actuals,Quarterly actuals,41,N41
Light RUC gross km conventional,2016Q2,2016,2476731453,km,activity,actual,Quarterly actuals,Quarterly actuals,41,O41
Light RUC gross km conventional,2016Q3,2017,2528317161,km,activity,actual,Quarterly actuals,Quarterly actuals,41,P41
Light RUC gross km conventional,2016Q4,2017,2672658378,km,activity,actual,Quarterly actuals,Quarterly actuals,41,Q41
Light RUC gross km conventional,2017Q1,2017,2624121906,km,activity,actual,Quarterly actuals,Quarterly actuals,41,R41
Light RUC gross km conventional,2017Q2,2017,2638089546,km,activity,actual,Quarterly actuals,Quarterly actuals,41,S41
Light RUC gross km conventional,2017Q3,2018,2676007475,km,activity,actual,Quarterly actuals,Quarterly actuals,41,T41
Light RUC gross km conventional,2017Q4,2018,2887188044,km,activity,actual,Quarterly actuals,Quarterly actuals,41,U41
Light RUC gross km conventional,2018Q1,2018,2775098843,km,activity,actual,Quarterly actuals,Quarterly actuals,41,V41
Light RUC gross km conventional,2018Q2,2018,2817625136,km,activity,actual,Quarterly actuals,Quarterly actuals,41,W41
Light RUC gross km conventional,2018Q3,2019,2980128040,km,activity,actual,Quarterly actuals,Quarterly actuals,41,X41
Light RUC gross km conventional,2018Q4,2019,2981717834,km,activity,actual,Quarterly actuals,Quarterly actuals,41,Y41
Light RUC gross km conventional,2019Q1,2019,2893228407,km,activity,actual,Quarterly actuals,Quarterly actuals,41,Z41
Light RUC gross km conventional,2019Q2,2019,3086525003,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AA41
Light RUC gross km conventional,2019Q3,2020,2852501693,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AB41
Light RUC gross km conventional,2019Q4,2020,3115754370,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AC41
Light RUC gross km conventional,2020Q1,2020,2822612403,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AD41
Light RUC gross km conventional,2020Q2,2020,2641033997,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AE41
Light RUC gross km conventional,2020Q3,2021,2791774803,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AF41
Light RUC gross km conventional,2020Q4,2021,3108576452,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AG41
Light RUC gross km conventional,2021Q1,2021,3067437570,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AH41
Light RUC gross km conventional,2021Q2,2021,3072313715,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AI41
Light RUC gross km conventional,2021Q3,2022,2632890607,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AJ41
Light RUC gross km conventional,2021Q4,2022,2924145903,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AK41
Light RUC gross km conventional,2022Q1,2022,2921196338,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AL41
Light RUC gross km conventional,2022Q2,2022,4207967905,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AM41
Light RUC gross km conventional,2022Q3,2023,2915080705,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AN41
Light RUC gross km conventional,2022Q4,2023,3092630359,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AO41
Light RUC gross km conventional,2023Q1,2023,3586138839,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AP41
Light RUC gross km conventional,2023Q2,2023,3999225779,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AQ41
Light RUC gross km conventional,2023Q3,2024,2133281922,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AR41
Light RUC gross km conventional,2023Q4,2024,2589111546,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AS41
Light RUC gross km conventional,2024Q1,2024,2822845553,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AT41
Light RUC gross km conventional,2024Q2,2024,2866437825,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AU41
Light RUC gross km conventional,2024Q3,2025,2959652785,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AV41
Light RUC gross km conventional,2024Q4,2025,3204052564,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AW41
Light RUC gross km conventional,2025Q1,2025,3128237933,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AX41
Light RUC gross km conventional,2025Q2,2025,3028728103,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AY41
Light RUC gross km conventional,2025Q3,2026,3135858381,km,activity,actual,Quarterly actuals,Quarterly actuals,41,AZ41
Light RUC gross km conventional,2025Q4,2026,3318921839,km,activity,actual,Quarterly actuals,Quarterly actuals,41,BA41
Light RUC gross km conventional,2026Q1,2026,3207484371,km,activity,actual,Quarterly actuals,Quarterly actuals,41,BB41
Heavy RUC gross km conventional,2013Q1,2013,890705221,km,activity,actual,Quarterly actuals,Quarterly actuals,42,B42
Heavy RUC gross km conventional,2013Q2,2013,877223105,km,activity,actual,Quarterly actuals,Quarterly actuals,42,C42
Heavy RUC gross km conventional,2013Q3,2014,921191072,km,activity,actual,Quarterly actuals,Quarterly actuals,42,D42
Heavy RUC gross km conventional,2013Q4,2014,976921540,km,activity,actual,Quarterly actuals,Quarterly actuals,42,E42
Heavy RUC gross km conventional,2014Q1,2014,951200394,km,activity,actual,Quarterly actuals,Quarterly actuals,42,F42
Heavy RUC gross km conventional,2014Q2,2014,917036808,km,activity,actual,Quarterly actuals,Quarterly actuals,42,G42
Heavy RUC gross km conventional,2014Q3,2015,972003148,km,activity,actual,Quarterly actuals,Quarterly actuals,42,H42
Heavy RUC gross km conventional,2014Q4,2015,990027628,km,activity,actual,Quarterly actuals,Quarterly actuals,42,I42
Heavy RUC gross km conventional,2015Q1,2015,956059457,km,activity,actual,Quarterly actuals,Quarterly actuals,42,J42
Heavy RUC gross km conventional,2015Q2,2015,901578810,km,activity,actual,Quarterly actuals,Quarterly actuals,42,K42
Heavy RUC gross km conventional,2015Q3,2016,969570139,km,activity,actual,Quarterly actuals,Quarterly actuals,42,L42
Heavy RUC gross km conventional,2015Q4,2016,984304064,km,activity,actual,Quarterly actuals,Quarterly actuals,42,M42
Heavy RUC gross km conventional,2016Q1,2016,944564693,km,activity,actual,Quarterly actuals,Quarterly actuals,42,N42
Heavy RUC gross km conventional,2016Q2,2016,936944960,km,activity,actual,Quarterly actuals,Quarterly actuals,42,O42
Heavy RUC gross km conventional,2016Q3,2017,947373747,km,activity,actual,Quarterly actuals,Quarterly actuals,42,P42
Heavy RUC gross km conventional,2016Q4,2017,1009957016,km,activity,actual,Quarterly actuals,Quarterly actuals,42,Q42
Heavy RUC gross km conventional,2017Q1,2017,1013521378,km,activity,actual,Quarterly actuals,Quarterly actuals,42,R42
Heavy RUC gross km conventional,2017Q2,2017,990730535,km,activity,actual,Quarterly actuals,Quarterly actuals,42,S42
Heavy RUC gross km conventional,2017Q3,2018,1008905701,km,activity,actual,Quarterly actuals,Quarterly actuals,42,T42
Heavy RUC gross km conventional,2017Q4,2018,1091146963,km,activity,actual,Quarterly actuals,Quarterly actuals,42,U42
Heavy RUC gross km conventional,2018Q1,2018,1033950462,km,activity,actual,Quarterly actuals,Quarterly actuals,42,V42
Heavy RUC gross km conventional,2018Q2,2018,1017583301,km,activity,actual,Quarterly actuals,Quarterly actuals,42,W42
Heavy RUC gross km conventional,2018Q3,2019,1018507546,km,activity,actual,Quarterly actuals,Quarterly actuals,42,X42
Heavy RUC gross km conventional,2018Q4,2019,1121713677,km,activity,actual,Quarterly actuals,Quarterly actuals,42,Y42
Heavy RUC gross km conventional,2019Q1,2019,1045947817,km,activity,actual,Quarterly actuals,Quarterly actuals,42,Z42
Heavy RUC gross km conventional,2019Q2,2019,1014653191,km,activity,actual,Quarterly actuals,Quarterly actuals,42,AA42
Heavy RUC gross km conventional,2019Q3,2020,1042527944,km,activity,actual,Quarterly actuals,Quarterly actuals,42,AB42
Heavy RUC gross km conventional,2019Q4,2020,1073971881,km,activity,actual,Quarterly actuals,Quarterly actuals,42,AC42
Heavy RUC gross km conventional,2020Q1,2020,1010129208,km,activity,actual,Quarterly actuals,Quarterly actuals,42,AD42
Heavy RUC gross km conventional,2020Q2,2020,866213043,km,activity,actual,Quarterly actuals,Quarterly actuals,42,AE42
Heavy RUC gross km conventional,2020Q3,2021,1046869998,km,activity,actual,Quarterly actuals,Quarterly actuals,42,AF42
Heavy RUC gross km conventional,2020Q4,2021,1094606481,km,activity,actual,Quarterly actuals,Quarterly actuals,42,AG42
Heavy RUC gross km conventional,2021Q1,2021,1062569584,km,activity,actual,Quarterly actuals,Quarterly actuals,42,AH42
Heavy RUC gross km conventional,2021Q2,2021,1046635927,km,activity,actual,Quarterly actuals,Quarterly actuals,42,AI42
Heavy RUC gross km conventional,2021Q3,2022,982919969,km,activity,actual,Quarterly actuals,Quarterly actuals,42,AJ42
Heavy RUC gross km conventional,2021Q4,2022,1101833118,km,activity,actual,Quarterly actuals,Quarterly actuals,42,AK42
Heavy RUC gross km conventional,2022Q1,2022,1059044578,km,activity,actual,Quarterly actuals,Quarterly actuals,42,AL42
Heavy RUC gross km conventional,2022Q2,2022,1134977265,km,activity,actual,Quarterly actuals,Quarterly actuals,42,AM42
Heavy RUC gross km conventional,2022Q3,2023,1029622827,km,activity,actual,Quarterly actuals,Quarterly actuals,42,AN42
Heavy RUC gross km conventional,2022Q4,2023,1091530429,km,activity,actual,Quarterly actuals,Quarterly actuals,42,AO42
Heavy RUC gross km conventional,2023Q1,2023,1052151207,km,activity,actual,Quarterly actuals,Quarterly actuals,42,AP42
