series_id,kind,FY,old_lambda_production,corrected_production,mbu26_official,absolute_change,percent_change,corrected_vs_mbu26_pct,old_vs_mbu26_pct,allocation_basis
light_ruc_net_km,activity,2030,12519.461907,14129.750868,14402.438423,1610.28896,12.862286,-1.893343,-13.074012,conventional_anchor_vfm_composition_v1
light_bev_ruc_net_km,activity,2025,820.641429,820.641429,820.641429,0.0,0.0,0.0,0.0,conventional_anchor_vfm_composition_v1
light_bev_ruc_net_km,activity,2026,1192.098822,1254.324357,1209.379111,62.225536,5.21983,3.71639,-1.428856,conventional_anchor_vfm_composition_v1
light_bev_ruc_net_km,activity,2027,1485.958879,1517.103988,1572.1948,31.145109,2.09596,-3.50407,-5.485066,conventional_anchor_vfm_composition_v1
light_bev_ruc_net_km,activity,2028,1852.819711,2021.437086,1989.37598,168.617375,9.100582,1.611616,-6.864277,conventional_anchor_vfm_composition_v1
light_bev_ruc_net_km,activity,2029,2288.408373,2638.996121,2502.179644,350.587748,15.320157,5.467892,-8.543402,conventional_anchor_vfm_composition_v1
light_bev_ruc_net_km,activity,2030,2751.233821,3337.158146,3074.136376,585.924325,21.296784,8.555956,-10.503846,conventional_anchor_vfm_composition_v1
phev_ruc_net_km,activity,2025,435.117435,435.117435,435.117435,0.0,0.0,0.0,0.0,conventional_anchor_vfm_composition_v1
phev_ruc_net_km,activity,2026,624.343819,656.861247,633.394111,32.517427,5.208256,3.704982,-1.428856,conventional_anchor_vfm_composition_v1
phev_ruc_net_km,activity,2027,818.927896,831.828231,866.453439,12.900335,1.575271,-3.996199,-5.485066,conventional_anchor_vfm_composition_v1
phev_ruc_net_km,activity,2028,1037.662324,1126.276906,1114.139973,88.614582,8.539828,1.089354,-6.864277,conventional_anchor_vfm_composition_v1
phev_ruc_net_km,activity,2029,1275.089286,1463.994443,1394.20153,188.905157,14.815053,5.005942,-8.543402,conventional_anchor_vfm_composition_v1
phev_ruc_net_km,activity,2030,1511.516669,1824.249073,1688.918018,312.732405,20.689974,8.012885,-10.503846,conventional_anchor_vfm_composition_v1
heavy_ruc_net_km,activity,2025,3981.873439,3981.873439,3981.873439,0.0,0.0,0.0,0.0,conventional_anchor_vfm_composition_v1
heavy_ruc_net_km,activity,2026,4045.112837,4045.112837,4106.65708,0.0,0.0,-1.498646,-1.498646,conventional_anchor_vfm_composition_v1
heavy_ruc_net_km,activity,2027,4100.270092,4100.270092,4256.142656,0.0,0.0,-3.662297,-3.662297,conventional_anchor_vfm_composition_v1
heavy_ruc_net_km,activity,2028,4134.118314,4134.118314,4323.420054,0.0,0.0,-4.378518,-4.378518,conventional_anchor_vfm_composition_v1
heavy_ruc_net_km,activity,2029,4171.786051,4171.786051,4400.675218,0.0,0.0,-5.201228,-5.201228,conventional_anchor_vfm_composition_v1
heavy_ruc_net_km,activity,2030,4205.391267,4205.391267,4474.703733,0.0,0.0,-6.018554,-6.018554,conventional_anchor_vfm_composition_v1
ped_volume,activity,2025,2894.273827,2894.273827,2894.273827,0.0,0.0,0.0,0.0,conventional_anchor_vfm_composition_v1
ped_volume,activity,2026,2937.255092,3048.381097,2945.82527,111.126006,3.783328,3.481395,-0.290926,conventional_anchor_vfm_composition_v1
ped_volume,activity,2027,2767.927564,2903.319165,2896.489432,135.391601,4.891443,0.235793,-4.438541,conventional_anchor_vfm_composition_v1
ped_volume,activity,2028,2705.988212,2871.6065,2889.138852,165.618289,6.120436,-0.606837,-6.339281,conventional_anchor_vfm_composition_v1
ped_volume,activity,2029,2656.765046,2855.891972,2884.115195,199.126926,7.49509,-0.978575,-7.882839,conventional_anchor_vfm_composition_v1
ped_volume,activity,2030,2608.647791,2840.938257,2878.593307,232.290466,8.904631,-1.308106,-9.377689,conventional_anchor_vfm_composition_v1
gross_ped_revenue,revenue,2025,2026.686305,2026.686305,2026.686305,0.0,0.0,0.0,0.0,conventional_anchor_vfm_composition_v1
gross_ped_revenue,revenue,2026,2056.783505,2134.59838,2062.784687,77.814874,3.783328,3.481395,-0.290926,conventional_anchor_vfm_composition_v1
gross_ped_revenue,revenue,2027,2103.19103,2206.067422,2200.877896,102.876392,4.891443,0.235793,-4.438541,conventional_anchor_vfm_composition_v1
gross_ped_revenue,revenue,2028,2300.331934,2441.122287,2456.026354,140.790354,6.120436,-0.606837,-6.339281,conventional_anchor_vfm_composition_v1
gross_ped_revenue,revenue,2029,2391.382652,2570.61893,2596.022955,179.236278,7.49509,-0.978575,-7.882839,conventional_anchor_vfm_composition_v1
gross_ped_revenue,revenue,2030,2452.387873,2670.763969,2706.163454,218.376097,8.904631,-1.308106,-9.377689,conventional_anchor_vfm_composition_v1
gross_fed_revenue,revenue,2025,2067.627924,2067.627924,2067.627924,0.0,0.0,0.0,0.0,conventional_anchor_vfm_composition_v1
gross_fed_revenue,revenue,2026,2098.828668,2176.643542,2104.829849,77.814874,3.707538,3.411853,-0.285115,conventional_anchor_vfm_composition_v1
gross_fed_revenue,revenue,2027,2145.82372,2248.700112,2243.510585,102.876392,4.794261,0.231313,-4.354197,conventional_anchor_vfm_composition_v1
gross_fed_revenue,revenue,2028,2343.18531,2483.975664,2498.87973,140.790354,6.008503,-0.59643,-6.230569,conventional_anchor_vfm_composition_v1
gross_fed_revenue,revenue,2029,2434.439199,2613.675476,2639.079501,179.236278,7.362528,-0.962609,-7.75423,conventional_anchor_vfm_composition_v1
gross_fed_revenue,revenue,2030,2495.63265,2714.008747,2749.408232,218.376097,8.75033,-1.287531,-9.230189,conventional_anchor_vfm_composition_v1
net_fed_revenue,revenue,2025,1997.727147,1997.727147,1997.727147,0.0,0.0,0.0,0.0,conventional_anchor_vfm_composition_v1
net_fed_revenue,revenue,2026,2025.561143,2103.376018,2031.562325,77.814874,3.841645,3.5349,-0.295397,conventional_anchor_vfm_composition_v1
net_fed_revenue,revenue,2027,2063.718758,2166.59515,2161.405623,102.876392,4.985001,0.2401,-4.519599,conventional_anchor_vfm_composition_v1
net_fed_revenue,revenue,2028,2251.073595,2391.863949,2406.768015,140.790354,6.254365,-0.619256,-6.469025,conventional_anchor_vfm_composition_v1
net_fed_revenue,revenue,2029,2336.608682,2515.84496,2541.248985,179.236278,7.670787,-0.999667,-8.052745,conventional_anchor_vfm_composition_v1
net_fed_revenue,revenue,2030,2393.219658,2611.595755,2646.995239,218.376097,9.124783,-1.337346,-9.587308,conventional_anchor_vfm_composition_v1
light_ruc_net_revenue,revenue,2025,830.974453,830.974453,830.974453,0.0,0.0,0.0,0.0,conventional_anchor_vfm_composition_v1
light_ruc_net_revenue,revenue,2026,836.790292,878.487974,873.815974,41.697682,4.98305,0.534666,-4.23724,conventional_anchor_vfm_composition_v1
light_ruc_net_revenue,revenue,2027,867.441389,926.057992,943.716989,58.616602,6.757414,-1.871217,-8.082465,conventional_anchor_vfm_composition_v1
light_ruc_net_revenue,revenue,2028,1003.081635,1087.340494,1091.836525,84.258859,8.4,-0.411786,-8.128954,conventional_anchor_vfm_composition_v1
light_ruc_net_revenue,revenue,2029,1078.387886,1191.393153,1199.409279,113.005267,10.479093,-0.668339,-10.090083,conventional_anchor_vfm_composition_v1
light_ruc_net_revenue,revenue,2030,1126.177501,1271.029669,1295.559045,144.852168,12.862286,-1.893343,-13.074012,conventional_anchor_vfm_composition_v1
light_bev_ruc_net_revenue,revenue,2025,55.402256,55.402256,55.402256,0.0,0.0,0.0,0.0,conventional_anchor_vfm_composition_v1
light_bev_ruc_net_revenue,revenue,2026,80.300792,84.492358,81.464807,4.191565,5.21983,3.71639,-1.428856,conventional_anchor_vfm_composition_v1
light_bev_ruc_net_revenue,revenue,2027,108.34636,110.617257,114.634117,2.270897,2.09596,-3.50407,-5.485066,conventional_anchor_vfm_composition_v1
light_bev_ruc_net_revenue,revenue,2028,150.726884,164.443907,161.835736,13.717023,9.100582,1.611616,-6.864277,conventional_anchor_vfm_composition_v1
light_bev_ruc_net_revenue,revenue,2029,197.112055,227.309931,215.525244,30.197876,15.320157,5.467892,-8.543402,conventional_anchor_vfm_composition_v1
light_bev_ruc_net_revenue,revenue,2030,247.514751,300.227433,276.564679,52.712682,21.296784,8.555956,-10.503846,conventional_anchor_vfm_composition_v1
phev_ruc_net_revenue,revenue,2025,15.107564,15.107564,15.107564,0.0,0.0,0.0,0.0,conventional_anchor_vfm_composition_v1
phev_ruc_net_revenue,revenue,2026,21.528255,22.649501,21.840321,1.121247,5.208256,3.704982,-1.428856,conventional_anchor_vfm_composition_v1
phev_ruc_net_revenue,revenue,2027,29.968971,30.441064,31.708186,0.472093,1.575271,-3.996199,-5.485066,conventional_anchor_vfm_composition_v1
phev_ruc_net_revenue,revenue,2028,41.625824,45.180598,44.693725,3.554774,8.539828,1.089354,-6.864277,conventional_anchor_vfm_composition_v1
phev_ruc_net_revenue,revenue,2029,54.159417,62.183164,59.21871,8.023747,14.815053,5.005942,-8.543402,conventional_anchor_vfm_composition_v1
phev_ruc_net_revenue,revenue,2030,67.058437,80.93281,74.928848,13.874373,20.689974,8.012885,-10.503846,conventional_anchor_vfm_composition_v1
total_ruc_net_revenue,revenue,2025,1979.168668,1979.168668,1979.168668,0.0,0.0,0.0,0.0,conventional_anchor_vfm_composition_v1
total_ruc_net_revenue,revenue,2026,2033.37123,2080.381725,2089.053684,47.010494,2.311948,-0.415114,-2.665439,conventional_anchor_vfm_composition_v1
total_ruc_net_revenue,revenue,2027,2201.424961,2262.784553,2333.166687,61.359591,2.787267,-3.016593,-5.646477,conventional_anchor_vfm_composition_v1
total_ruc_net_revenue,revenue,2028,2557.964288,2659.494945,2724.557904,101.530657,3.969198,-2.388019,-6.114519,conventional_anchor_vfm_composition_v1
total_ruc_net_revenue,revenue,2029,2790.407101,2941.633991,3016.177807,151.22689,5.419528,-2.471466,-7.485325,conventional_anchor_vfm_composition_v1
total_ruc_net_revenue,revenue,2030,2983.81349,3195.252713,3289.932534,211.439223,7.086208,-2.877865,-9.304721,conventional_anchor_vfm_composition_v1
total_nltf_net_revenue,revenue,2025,4280.784116,4280.784116,4280.784116,0.0,0.0,0.0,0.0,conventional_anchor_vfm_composition_v1
total_nltf_net_revenue,revenue,2026,4501.467645,4626.293013,4563.15128,124.825369,2.772993,1.383731,-1.351777,conventional_anchor_vfm_composition_v1
total_nltf_net_revenue,revenue,2027,4778.851371,4943.087355,5008.279963,164.235983,3.436725,-1.301697,-4.580986,conventional_anchor_vfm_composition_v1
total_nltf_net_revenue,revenue,2028,5316.846293,5559.167304,5639.13433,242.321011,4.557608,-1.418073,-5.715204,conventional_anchor_vfm_composition_v1
total_nltf_net_revenue,revenue,2029,5629.416793,5959.87996,6059.827801,330.463167,5.870291,-1.649351,-7.102694,conventional_anchor_vfm_composition_v1
total_nltf_net_revenue,revenue,2030,5874.474766,6304.290086,6434.369392,429.81532,7.31666,-2.021633,-8.701624,conventional_anchor_vfm_composition_v1
