scenario_name,fy,series_id,expression,observed,calculated,residual,missing_inputs,status
current_basecase,2043,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,8437.800436656444,8437.800436656444,0.0,,closes
current_basecase,2043,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,8366.790365448143,8366.790365448143,0.0,,closes
current_basecase,2043,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,8120.037396420734,8120.037396420734,0.0,,closes
current_basecase,2043,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,3998.7809209345214,3998.7809209345214,0.0,,closes
current_basecase,2043,net_fed_revenue,gross_fed_revenue - fed_refunds,3914.4900344273415,3914.4900344273415,0.0,,closes
current_basecase,2043,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,511.52215393912184,511.52215393912184,0.0,,closes
current_basecase,2043,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,443.35371393600747,443.3537139360074,5.684341886080802e-14,,closes
current_basecase,2043,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,441.22511139198986,441.22511139198986,0.0,,closes
current_basecase,2043,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,12965.661411222913,12965.661411222913,0.0,,closes
current_basecase,2043,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,139.1785112114143,139.1785112114143,0.0,,closes
current_basecase,2043,total_revenue_net_admin,total_gross_revenue - total_admin_fees,12826.482900011499,12826.482900011499,0.0,,closes
current_basecase,2043,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,333.1724580786077,333.1724580786077,0.0,,closes
current_basecase,2043,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,12493.31044193289,12493.31044193289,0.0,,closes
current_basecase,2044,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,9030.563926272074,9030.563926272074,0.0,,closes
current_basecase,2044,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,8956.471305322963,8956.471305322963,0.0,,closes
current_basecase,2044,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,8694.371735797502,8694.371735797502,0.0,,closes
current_basecase,2044,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4070.938042427832,4070.938042427832,0.0,,closes
current_basecase,2044,net_fed_revenue,gross_fed_revenue - fed_refunds,3992.789758510042,3992.789758510042,0.0,,closes
current_basecase,2044,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,509.63423431789107,509.63423431789107,0.0,,closes
current_basecase,2044,mvr_revenue_net_admin_coo,mr1_revenue + mr2_revenue - mvr_admin_revenue,441.6059629865629,441.6059629865629,0.0,,closes
current_basecase,2044,net_mvr_revenue,mvr_revenue_net_admin_coo - mvr_refunds,439.4582527608978,439.4582527608978,0.0,,closes
current_basecase,2044,total_gross_revenue,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,13628.694102710622,13628.694102710622,0.0,,closes
current_basecase,2044,total_admin_fees,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,142.12089228044078,142.12089228044078,0.0,,closes
current_basecase,2044,total_revenue_net_admin,total_gross_revenue - total_admin_fees,13486.573210430182,13486.573210430182,0.0,,closes
current_basecase,2044,total_refunds,ruc_refunds + fed_refunds + mvr_refunds,342.3955636689164,342.3955636689164,0.0,,closes
current_basecase,2044,total_nltf_net_revenue,total_revenue_net_admin - total_refunds,13144.177646761265,13144.177646761265,0.0,,closes
current_basecase,2045,gross_ruc_revenue,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,9627.399558745281,9627.39955874528,1.8189894035458565e-12,,closes
current_basecase,2045,ruc_revenue_net_admin,gross_ruc_revenue - ruc_admin_revenue,9550.41792911586,9550.41792911586,0.0,,closes
current_basecase,2045,total_ruc_net_revenue,ruc_revenue_net_admin - ruc_refunds,9272.968417389186,9272.968417389186,0.0,,closes
current_basecase,2045,gross_fed_revenue,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,4143.484486415006,4143.484486415006,0.0,,closes
current_basecase,2045,net_fed_revenue,gross_fed_revenue - fed_refunds,4071.2506137437385,4071.2506137437385,0.0,,closes
current_basecase,2045,gross_mvr_revenue,mr1_revenue + mr2_revenue + coo_revenue,507.8558373928368,507.8558373928368,0.0,,closes
