baseline_source,scenario_name,scenario_role,time_grain,series_id,period,fed_path,row_type,trace_name,baseline_value,refreshed_value,delta,source_path,period_fy
incumbent_chart_rows,current_basecase,basecase,june_year,heavy_ruc_net_revenue,FY2028,Current planned path,future_forecast,Current finalist Base case,1380.3167194555558,1380.360386338277,0.043666882721254296,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,heavy_ruc_net_revenue,FY2028,Current planned path,future_forecast,Current finalist High population/comparison,1382.9353913994867,1382.9791411249635,0.04374972547680045,,
incumbent_chart_rows,current_basecase,basecase,june_year,heavy_ruc_net_revenue,FY2029,Current planned path,future_forecast,Current finalist Base case,1474.755307492383,1474.7667479653394,0.011440472956337544,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,heavy_ruc_net_revenue,FY2029,Current planned path,future_forecast,Current finalist High population/comparison,1476.5573951125543,1476.568849565277,0.011454452722773567,,
incumbent_chart_rows,current_basecase,basecase,june_year,heavy_ruc_net_revenue,FY2030,Current planned path,future_forecast,Current finalist Base case,1552.689025066263,1552.696507641898,0.00748257563509469,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,heavy_ruc_net_revenue,FY2030,Current planned path,future_forecast,Current finalist High population/comparison,1554.703695421354,1554.7111877059028,0.00749228454878903,,
incumbent_chart_rows,current_basecase,basecase,june_year,gross_fed_revenue,FY2026,Current planned path,future_forecast,Current finalist Base case,2185.4021261772323,2187.079351801779,1.677225624546736,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,gross_fed_revenue,FY2026,Current planned path,future_forecast,Current finalist High population/comparison,2187.6726433644412,2189.351699701888,1.679056337446582,,
incumbent_chart_rows,current_basecase,basecase,june_year,gross_fed_revenue,FY2027,Current planned path,future_forecast,Current finalist Base case,2313.136747454854,2313.8298522961386,0.6931048412848213,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,gross_fed_revenue,FY2027,Current planned path,future_forecast,Current finalist High population/comparison,2327.9300486729985,2328.627669387601,0.6976207146026354,,
incumbent_chart_rows,current_basecase,basecase,june_year,gross_fed_revenue,FY2028,Current planned path,future_forecast,Current finalist Base case,2577.5378758526795,2577.6793337415024,0.14145788882296984,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,gross_fed_revenue,FY2028,Current planned path,future_forecast,Current finalist High population/comparison,2610.086751267217,2610.2300256721396,0.14327440492252208,,
incumbent_chart_rows,current_basecase,basecase,june_year,gross_fed_revenue,FY2029,Current planned path,future_forecast,Current finalist Base case,2719.967853706387,2720.0187634521294,0.0509097457425014,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,gross_fed_revenue,FY2029,Current planned path,future_forecast,Current finalist High population/comparison,2771.66845571597,2771.7203487085226,0.051892992552438955,,
incumbent_chart_rows,current_basecase,basecase,june_year,gross_fed_revenue,FY2030,Current planned path,future_forecast,Current finalist Base case,2824.9039840792548,2824.924129124149,0.02014504489443425,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,gross_fed_revenue,FY2030,Current planned path,future_forecast,Current finalist High population/comparison,2897.420370068892,2897.4410402844655,0.020670215573318274,,
incumbent_chart_rows,current_basecase,basecase,june_year,net_fed_revenue,FY2026,Current planned path,future_forecast,Current finalist Base case,2112.1346014816318,2114.6925455991745,2.5579441175427746,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,net_fed_revenue,FY2026,Current planned path,future_forecast,Current finalist High population/comparison,2114.4051186688407,2116.9648934992833,2.5597748304426204,,
incumbent_chart_rows,current_basecase,basecase,june_year,net_fed_revenue,FY2027,Current planned path,future_forecast,Current finalist Base case,2231.0317855508974,2233.1768916064866,2.1451060555891672,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,net_fed_revenue,FY2027,Current planned path,future_forecast,Current finalist High population/comparison,2245.825086769042,2247.974708697949,2.1496219289069813,,
incumbent_chart_rows,current_basecase,basecase,june_year,net_fed_revenue,FY2028,Current planned path,future_forecast,Current finalist Base case,2485.426160851226,2486.21203148976,0.7858706385341065,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,net_fed_revenue,FY2028,Current planned path,future_forecast,Current finalist High population/comparison,2517.9750362657637,2518.7627234203974,0.7876871546336588,,
incumbent_chart_rows,current_basecase,basecase,june_year,net_fed_revenue,FY2029,Current planned path,future_forecast,Current finalist Base case,2622.137336911685,2622.34505933574,0.20772242405519137,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,net_fed_revenue,FY2029,Current planned path,future_forecast,Current finalist High population/comparison,2673.8379389212682,2674.0466445921334,0.20870567086512892,,
incumbent_chart_rows,current_basecase,basecase,june_year,net_fed_revenue,FY2030,Current planned path,future_forecast,Current finalist Base case,2722.490991688741,2722.446940662707,-0.04405102603368505,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,net_fed_revenue,FY2030,Current planned path,future_forecast,Current finalist High population/comparison,2795.0073776783784,2794.9638518230236,-0.043525855354801024,,
incumbent_chart_rows,current_basecase,basecase,june_year,total_ruc_net_revenue,FY2026,Current planned path,future_forecast,Current finalist Base case,2073.4998730636125,2073.8323474108515,0.3324743472389855,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,total_ruc_net_revenue,FY2026,Current planned path,future_forecast,Current finalist High population/comparison,2074.515592973735,2074.848066437522,0.33247346378720977,,
incumbent_chart_rows,current_basecase,basecase,june_year,total_ruc_net_revenue,FY2027,Current planned path,future_forecast,Current finalist Base case,2279.2065835079384,2280.545090691793,1.3385071838547447,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,total_ruc_net_revenue,FY2027,Current planned path,future_forecast,Current finalist High population/comparison,2288.2058570048125,2289.5472429573465,1.341385952533983,,
incumbent_chart_rows,current_basecase,basecase,june_year,total_ruc_net_revenue,FY2028,Current planned path,future_forecast,Current finalist Base case,2659.6949380932087,2660.225385516815,0.530447423606347,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,total_ruc_net_revenue,FY2028,Current planned path,future_forecast,Current finalist High population/comparison,2677.0468804410316,2677.5790726145005,0.5321921734689568,,
incumbent_chart_rows,current_basecase,basecase,june_year,total_ruc_net_revenue,FY2029,Current planned path,future_forecast,Current finalist Base case,2941.6335786661207,2941.7656172699285,0.13203860380781407,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,total_ruc_net_revenue,FY2029,Current planned path,future_forecast,Current finalist High population/comparison,2968.2308783986555,2968.3636937306615,0.1328153320059755,,
incumbent_chart_rows,current_basecase,basecase,june_year,total_ruc_net_revenue,FY2030,Current planned path,future_forecast,Current finalist Base case,3195.2526967426033,3195.2112632783583,-0.04143346424507399,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,total_ruc_net_revenue,FY2030,Current planned path,future_forecast,Current finalist High population/comparison,3233.87870892825,3233.837937362252,-0.04077156599805676,,
incumbent_chart_rows,current_basecase,basecase,june_year,net_mvr_revenue,FY2026,Current planned path,future_forecast,Current finalist Base case,425.1291935285919,393.8747745212369,-31.25441900735501,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,net_mvr_revenue,FY2026,Current planned path,future_forecast,Current finalist High population/comparison,425.1291935285919,393.8747745212369,-31.25441900735501,,
incumbent_chart_rows,current_basecase,basecase,june_year,net_mvr_revenue,FY2027,Current planned path,future_forecast,Current finalist Base case,496.1497521504495,484.04699017200664,-12.102761978442857,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,net_mvr_revenue,FY2027,Current planned path,future_forecast,Current finalist High population/comparison,496.1497521504495,484.04699017200664,-12.102761978442857,,
incumbent_chart_rows,current_basecase,basecase,june_year,total_fed_ruc_net_revenue,FY2026,Current planned path,future_forecast,Current finalist Base case,4185.634474545244,4188.524893010026,2.89041846478176,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,total_fed_ruc_net_revenue,FY2026,Current planned path,future_forecast,Current finalist High population/comparison,4188.920711642575,4191.812959936806,2.8922482942307397,,
incumbent_chart_rows,current_basecase,basecase,june_year,total_fed_ruc_net_revenue,FY2027,Current planned path,future_forecast,Current finalist Base case,4510.238369058836,4513.72198229828,3.483613239443912,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,total_fed_ruc_net_revenue,FY2027,Current planned path,future_forecast,Current finalist High population/comparison,4534.030943773854,4537.521951655295,3.4910078814409644,,
incumbent_chart_rows,current_basecase,basecase,june_year,total_fed_ruc_net_revenue,FY2028,Current planned path,future_forecast,Current finalist Base case,5145.121098944435,5146.437417006575,1.316318062139544,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,total_fed_ruc_net_revenue,FY2028,Current planned path,future_forecast,Current finalist High population/comparison,5195.021916706795,5196.341796034898,1.3198793281026155,,
incumbent_chart_rows,current_basecase,basecase,june_year,total_fed_ruc_net_revenue,FY2029,Current planned path,future_forecast,Current finalist Base case,5563.770915577806,5564.110676605669,0.3397610278634602,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,total_fed_ruc_net_revenue,FY2029,Current planned path,future_forecast,Current finalist High population/comparison,5642.068817319923,5642.410338322795,0.3415210028715592,,
incumbent_chart_rows,current_basecase,basecase,june_year,total_fed_ruc_net_revenue,FY2030,Current planned path,future_forecast,Current finalist Base case,5917.743688431345,5917.658203941066,-0.08548449027875904,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,total_fed_ruc_net_revenue,FY2030,Current planned path,future_forecast,Current finalist High population/comparison,6028.886086606628,6028.801789185276,-0.08429742135194829,,
incumbent_chart_rows,current_basecase,basecase,june_year,total_nltf_net_revenue,FY2026,Current planned path,future_forecast,Current finalist Base case,4628.169745560249,4599.805745017675,-28.364000542574104,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,total_nltf_net_revenue,FY2026,Current planned path,future_forecast,Current finalist High population/comparison,4631.45598265758,4603.093811944454,-28.362170713126034,,
incumbent_chart_rows,current_basecase,basecase,june_year,total_nltf_net_revenue,FY2027,Current planned path,future_forecast,Current finalist Base case,5023.94602090211,5015.326872163112,-8.619148738997865,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,total_nltf_net_revenue,FY2027,Current planned path,future_forecast,Current finalist High population/comparison,5047.738595617128,5039.1268415201275,-8.611754097000812,,
incumbent_chart_rows,current_basecase,basecase,june_year,total_nltf_net_revenue,FY2028,Current planned path,future_forecast,Current finalist Base case,5652.929508913845,5654.245826975987,1.3163180621422725,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,total_nltf_net_revenue,FY2028,Current planned path,future_forecast,Current finalist High population/comparison,5702.830326676206,5704.150206004309,1.319879328103525,,
incumbent_chart_rows,current_basecase,basecase,june_year,total_nltf_net_revenue,FY2029,Current planned path,future_forecast,Current finalist Base case,6066.171925264326,6066.5116862921905,0.3397610278643697,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,total_nltf_net_revenue,FY2029,Current planned path,future_forecast,Current finalist High population/comparison,6144.469827006445,6144.811348009316,0.3415210028715592,,
incumbent_chart_rows,current_basecase,basecase,june_year,total_nltf_net_revenue,FY2030,Current planned path,future_forecast,Current finalist Base case,6415.185306413028,6415.09982192275,-0.08548449027784955,,
incumbent_chart_rows,current_comparison_1,comparison,june_year,total_nltf_net_revenue,FY2030,Current planned path,future_forecast,Current finalist High population/comparison,6526.327704588313,6526.24340716696,-0.08429742135285778,,
ar1_chart_rows,actual,actual,june_year,ped_vkt_per_capita,FY2025,,historical_actual,Actual,5973.14429429917,5973.0514101063,-0.09288419286986027,,
ar1_chart_rows,current_basecase,basecase,june_year,ped_vkt_per_capita,FY2025,Current planned path,future_forecast,Current finalist Base case,5973.14429429917,5973.0514101063,-0.09288419286986027,,
ar1_chart_rows,current_comparison_1,comparison,june_year,ped_vkt_per_capita,FY2025,Current planned path,future_forecast,Current finalist comparison behavioural path,5973.14429429917,5973.0514101063,-0.09288419286986027,,
ar1_chart_rows,current_basecase,basecase,june_year,ped_volume,FY2026,Current planned path,future_forecast,Current finalist Base case,3048.3810974057587,3050.766227644052,2.3851302382931863,,
ar1_chart_rows,current_comparison_1,comparison,june_year,ped_volume,FY2026,Current planned path,future_forecast,Current finalist High population/comparison,3051.4586366360454,3053.846248287296,2.3876116512506087,,
ar1_chart_rows,current_basecase,basecase,june_year,ped_volume,FY2027,Current planned path,future_forecast,Current finalist Base case,2903.3191647488657,2903.2831114272785,-0.036053321587132814,,
ar1_chart_rows,current_comparison_1,comparison,june_year,ped_volume,FY2027,Current planned path,future_forecast,Current finalist High population/comparison,2921.104706492739,2921.0684323108812,-0.03627418185760689,,
ar1_chart_rows,current_basecase,basecase,june_year,ped_volume,FY2028,Current planned path,future_forecast,Current finalist Base case,2871.606500451903,2871.5904544841837,-0.016045967719037435,,
ar1_chart_rows,current_comparison_1,comparison,june_year,ped_volume,FY2028,Current planned path,future_forecast,Current finalist High population/comparison,2906.3307709354935,2906.314530935436,-0.016240000057678117,,
ar1_chart_rows,current_basecase,basecase,june_year,ped_volume,FY2029,Current planned path,future_forecast,Current finalist Base case,2855.8919719074747,2855.885466922872,-0.006504984602543118,,
ar1_chart_rows,current_comparison_1,comparison,june_year,ped_volume,FY2029,Current planned path,future_forecast,Current finalist High population/comparison,2907.5015166289277,2907.4948940911063,-0.006622537821385777,,
ar1_chart_rows,current_basecase,basecase,june_year,ped_volume,FY2030,Current planned path,future_forecast,Current finalist Base case,2840.9382569579348,2840.934708355387,-0.0035486025476529903,,
ar1_chart_rows,current_comparison_1,comparison,june_year,ped_volume,FY2030,Current planned path,future_forecast,Current finalist High population/comparison,2908.8590956065495,2908.8554621644034,-0.0036334421461106103,,
ar1_chart_rows,current_basecase,basecase,june_year,gross_ped_revenue,FY2026,Current planned path,future_forecast,Current finalist Base case,2134.5983796474093,2136.26854324547,1.6701635980607534,,
ar1_chart_rows,current_comparison_1,comparison,june_year,gross_ped_revenue,FY2026,Current planned path,future_forecast,Current finalist High population/comparison,2136.7533957180253,2138.4252969006952,1.6719011826698988,,
ar1_chart_rows,current_basecase,basecase,june_year,gross_ped_revenue,FY2027,Current planned path,future_forecast,Current finalist Base case,2206.0674218310605,2206.740856439173,0.6734346081125295,,
ar1_chart_rows,current_comparison_1,comparison,june_year,gross_ped_revenue,FY2027,Current planned path,future_forecast,Current finalist High population/comparison,2219.5816453780844,2220.2592054021966,0.6775600241121538,,
ar1_chart_rows,current_basecase,basecase,june_year,gross_ped_revenue,FY2028,Current planned path,future_forecast,Current finalist Base case,2441.1222874232876,2441.2585237103976,0.1362362871100231,,
ar1_chart_rows,current_comparison_1,comparison,june_year,gross_ped_revenue,FY2028,Current planned path,future_forecast,Current finalist High population/comparison,2470.6410221728675,2470.7789058673366,0.1378836944691102,,
ar1_chart_rows,current_basecase,basecase,june_year,gross_ped_revenue,FY2029,Current planned path,future_forecast,Current finalist Base case,2570.6189298093077,2570.667818076832,0.04888826752448949,,
ar1_chart_rows,current_comparison_1,comparison,june_year,gross_ped_revenue,FY2029,Current planned path,future_forecast,Current finalist High population/comparison,2617.0732333770984,2617.123005116846,0.04977173974748439,,
ar1_chart_rows,current_basecase,basecase,june_year,gross_ped_revenue,FY2030,Current planned path,future_forecast,Current finalist Base case,2670.7639693881993,2670.7833113190677,0.019341930868449708,,
ar1_chart_rows,current_comparison_1,comparison,june_year,gross_ped_revenue,FY2030,Current planned path,future_forecast,Current finalist High population/comparison,2734.616299930431,2734.636104286051,0.019804355619726266,,
ar1_chart_rows,current_basecase,basecase,june_year,light_ruc_net_revenue,FY2026,Current planned path,future_forecast,Current finalist Base case,867.440868646173,867.4389604921547,-0.001908154018337882,,
ar1_chart_rows,current_comparison_1,comparison,june_year,light_ruc_net_revenue,FY2026,Current planned path,future_forecast,Current finalist High population/comparison,868.012021335747,868.010111925335,-0.0019094104120540578,,
ar1_chart_rows,current_basecase,basecase,june_year,light_ruc_net_revenue,FY2027,Current planned path,future_forecast,Current finalist Base case,939.6893927655569,940.1600224373842,0.47062967182728244,,
ar1_chart_rows,current_comparison_1,comparison,june_year,light_ruc_net_revenue,FY2027,Current planned path,future_forecast,Current finalist High population/comparison,945.344221435419,945.8176832453779,0.4734618099589625,,
ar1_chart_rows,current_basecase,basecase,june_year,light_ruc_net_revenue,FY2028,Current planned path,future_forecast,Current finalist Base case,1087.3404941589715,1087.4867913007602,0.1462971417886365,,
ar1_chart_rows,current_comparison_1,comparison,june_year,light_ruc_net_revenue,FY2028,Current planned path,future_forecast,Current finalist High population/comparison,1099.6924709137568,1099.8404299626523,0.14795904889547273,,
ar1_chart_rows,current_basecase,basecase,june_year,light_ruc_net_revenue,FY2029,Current planned path,future_forecast,Current finalist Base case,1191.3931534415976,1191.438708351885,0.04555491028736469,,
ar1_chart_rows,current_comparison_1,comparison,june_year,light_ruc_net_revenue,FY2029,Current planned path,future_forecast,Current finalist High population/comparison,1211.3412392466093,1211.3875569053282,0.04631765871886273,,
ar1_chart_rows,current_basecase,basecase,june_year,light_ruc_net_revenue,FY2030,Current planned path,future_forecast,Current finalist Base case,1271.029669278332,1271.0591011588097,0.029431880477659433,,
ar1_chart_rows,current_comparison_1,comparison,june_year,light_ruc_net_revenue,FY2030,Current planned path,future_forecast,Current finalist High population/comparison,1299.194773882275,1299.2248579520858,0.030084069810754954,,
ar1_chart_rows,current_basecase,basecase,june_year,heavy_ruc_net_revenue,FY2026,Current planned path,future_forecast,Current finalist Base case,1134.8353401385034,1134.8364690215053,0.0011288830019111629,,
ar1_chart_rows,current_comparison_1,comparison,june_year,heavy_ruc_net_revenue,FY2026,Current planned path,future_forecast,Current finalist High population/comparison,1135.2102486241813,1135.2113778801254,0.0011292559440789773,,
ar1_chart_rows,current_basecase,basecase,june_year,heavy_ruc_net_revenue,FY2027,Current planned path,future_forecast,Current finalist Base case,1232.1203935629142,1232.1435318108831,0.02313824796897279,,
ar1_chart_rows,current_comparison_1,comparison,june_year,heavy_ruc_net_revenue,FY2027,Current planned path,future_forecast,Current finalist High population/comparison,1234.6034877580475,1234.6266726365643,0.023184878516758545,,
ar1_chart_rows,current_basecase,basecase,june_year,heavy_ruc_net_revenue,FY2028,Current planned path,future_forecast,Current finalist Base case,1380.3167194555558,1380.360386338277,0.043666882721254296,,
ar1_chart_rows,current_comparison_1,comparison,june_year,heavy_ruc_net_revenue,FY2028,Current planned path,future_forecast,Current finalist High population/comparison,1382.9353913994867,1382.9791411249635,0.04374972547680045,,
ar1_chart_rows,current_basecase,basecase,june_year,heavy_ruc_net_revenue,FY2029,Current planned path,future_forecast,Current finalist Base case,1474.755307492383,1474.7667479653394,0.011440472956337544,,
ar1_chart_rows,current_comparison_1,comparison,june_year,heavy_ruc_net_revenue,FY2029,Current planned path,future_forecast,Current finalist High population/comparison,1476.5573951125543,1476.568849565277,0.011454452722773567,,
ar1_chart_rows,current_basecase,basecase,june_year,heavy_ruc_net_revenue,FY2030,Current planned path,future_forecast,Current finalist Base case,1552.689025066263,1552.696507641898,0.00748257563509469,,
ar1_chart_rows,current_comparison_1,comparison,june_year,heavy_ruc_net_revenue,FY2030,Current planned path,future_forecast,Current finalist High population/comparison,1554.703695421354,1554.7111877059028,0.00749228454878903,,
ar1_chart_rows,current_basecase,basecase,june_year,gross_fed_revenue,FY2026,Current planned path,future_forecast,Current finalist Base case,2176.6435422875998,2178.3137058856605,1.6701635980607534,,
ar1_chart_rows,current_comparison_1,comparison,june_year,gross_fed_revenue,FY2026,Current planned path,future_forecast,Current finalist High population/comparison,2178.798558358216,2180.4704595408857,1.6719011826698988,,
ar1_chart_rows,current_basecase,basecase,june_year,gross_fed_revenue,FY2027,Current planned path,future_forecast,Current finalist Base case,2248.7001116514016,2249.373546259514,0.6734346081125295,,
ar1_chart_rows,current_comparison_1,comparison,june_year,gross_fed_revenue,FY2027,Current planned path,future_forecast,Current finalist High population/comparison,2262.2143351984255,2262.8918952225376,0.6775600241121538,,
ar1_chart_rows,current_basecase,basecase,june_year,gross_fed_revenue,FY2028,Current planned path,future_forecast,Current finalist Base case,2483.975664285475,2484.111900572585,0.1362362871100231,,
ar1_chart_rows,current_comparison_1,comparison,june_year,gross_fed_revenue,FY2028,Current planned path,future_forecast,Current finalist High population/comparison,2513.494399035055,2513.632282729524,0.1378836944691102,,
ar1_chart_rows,current_basecase,basecase,june_year,gross_fed_revenue,FY2029,Current planned path,future_forecast,Current finalist Base case,2613.6754764654183,2613.724364732943,0.04888826752448949,,
ar1_chart_rows,current_comparison_1,comparison,june_year,gross_fed_revenue,FY2029,Current planned path,future_forecast,Current finalist High population/comparison,2660.129780033209,2660.1795517729565,0.04977173974748439,,
ar1_chart_rows,current_basecase,basecase,june_year,gross_fed_revenue,FY2030,Current planned path,future_forecast,Current finalist Base case,2714.008747235293,2714.0280891661614,0.019341930868449708,,
ar1_chart_rows,current_comparison_1,comparison,june_year,gross_fed_revenue,FY2030,Current planned path,future_forecast,Current finalist High population/comparison,2777.8610777775248,2777.8808821331445,0.019804355619726266,,
