period,actual_level,actual_log,xbeta_log,xbeta_level,raw_residual_log,committed_training_fit_level,abs_delta_vs_committed,lagged_residual_log
2005Q4,1864.7622115858157,7.5308888234588585,7.524232174051029,1852.3903665159162,0.006656649407829285,1852.3903665159162,0.0,0.003150473931390785
2006Q1,1827.8271073959868,7.510883167341975,7.50890168738087,1824.208890506289,0.0019814799611044265,1824.208890506289,0.0,0.006656649407829285
2006Q2,1802.7810427911897,7.4970857753358615,7.4889515505818895,1788.1762962798027,0.008134224753971964,1788.1762962798027,0.0,0.0019814799611044265
2006Q3,1804.1733997462184,7.497857815596625,7.4922088222070995,1794.0103686114776,0.005648993389525181,1794.0103686114792,1.5916157281026244e-12,0.008134224753971964
2006Q4,1847.0202552922724,7.521328946729401,7.512935279000768,1831.5818639855624,0.008393667728633147,1831.5818639855624,0.0,0.005648993389525181
2007Q1,1828.4375772849908,7.51121709825088,7.505718397744349,1818.411138108731,0.005498700506530341,1818.411138108731,0.0,0.008393667728633147
2007Q2,1813.7587397846364,7.503156622813742,7.498258752484339,1804.8969044441787,0.00489787032940292,1804.8969044441803,1.5916157281026244e-12,0.005498700506530341
2007Q3,1811.3667922646005,7.501836973137604,7.501106260716747,1810.0436875141734,0.0007307124208573157,1810.043687514175,1.5916157281026244e-12,0.00489787032940292
2007Q4,1831.7925575307254,7.513050306033854,7.507191950609234,1821.0926382317148,0.005858355424620321,1821.0926382317164,1.5916157281026244e-12,0.0007307124208573157
2008Q1,1807.456848216632,7.499676080008868,7.489743110103134,1789.5923046062885,0.009932969905733557,1789.5923046062885,0.0,0.005858355424620321
2008Q2,1750.0072254172978,7.467375195718921,7.473232829233542,1760.2882081094929,-0.005857633514620986,1760.2882081094929,0.0,0.009932969905733557
2008Q3,1738.6275561152736,7.460851320119771,7.460901054744788,1738.7140282551336,-4.9734625017450185e-05,1738.7140282551336,0.0,-0.005857633514620986
2008Q4,1778.5416150158414,7.4835489900553505,7.482177061815138,1776.1032565566775,0.0013719282402124833,1776.1032565566775,0.0,-4.9734625017450185e-05
2009Q1,1757.8497870661986,7.471846629239624,7.473187014318128,1760.2075625015352,-0.0013403850785040916,1760.2075625015336,1.5916157281026244e-12,0.0013719282402124833
2009Q2,1739.7078964024774,7.461472502485123,7.468647455564961,1752.2351062616337,-0.007174953079837287,1752.2351062616353,1.5916157281026244e-12,-0.0013403850785040916
2009Q3,1742.919011669165,7.463316579534679,7.470255553761367,1755.0551392129325,-0.0069389742266885435,1755.0551392129325,0.0,-0.007174953079837287
2009Q4,1775.345550564874,7.481750359337107,7.483066511832771,1777.6837143944708,-0.0013161524956641912,1777.6837143944708,0.0,-0.0069389742266885435
2010Q1,1743.7407699169066,7.46378795231805,7.469016264844392,1752.8814660129783,-0.005228312526341483,1752.8814660129783,0.0,-0.0013161524956641912
2010Q2,1718.8769669709982,7.449426430378719,7.4607969155078395,1738.5329693307922,-0.011370485129120311,1738.5329693307935,1.3642420526593924e-12,-0.005228312526341483
2010Q3,1714.9262521262453,7.447125356999783,7.457196529352334,1732.2848338967137,-0.010071172352550839,1732.2848338967121,1.5916157281026244e-12,-0.011370485129120311
2010Q4,1739.8429552879008,7.461550132553628,7.459635561806662,1736.5150895950906,0.0019145707469663265,1736.5150895950906,0.0,-0.010071172352550839
2011Q1,1704.6112249131222,7.441092343138158,7.438948983525448,1700.9615427461647,0.002143359612710505,1700.9615427461647,0.0,0.0019145707469663265
2011Q2,1677.9137030119796,7.425306457225508,7.42805649408397,1682.5343781419747,-0.0027500368584618684,1682.5343781419747,0.0,0.002143359612710505
2011Q3,1672.8913372940951,7.422308748066966,7.430059359745581,1685.907645445413,-0.007750611678615016,1685.907645445413,0.0,-0.0027500368584618684
2011Q4,1698.9024596700424,7.437737709588364,7.438247782556746,1699.7692449337103,-0.0005100729683817917,1699.769244933712,1.5916157281026244e-12,-0.007750611678615016
2012Q1,1689.2367433390675,7.432032074740735,7.425041064454183,1677.4684559295845,0.006991010286552246,1677.4684559295845,0.0,-0.0005100729683817917
2012Q2,1654.1635383056077,7.411050745124908,7.423274855561947,1674.508311112838,-0.01222411043703886,1674.508311112838,0.0,0.006991010286552246
2012Q3,1656.679766172925,7.412570737537938,7.420494807395272,1669.859562219419,-0.007924069857334182,1669.859562219419,0.0,-0.01222411043703886
2012Q4,1691.5758481338778,7.4334158279685525,7.432030650479687,1689.2343374266873,0.0013851774888653523,1689.2343374266857,1.5916157281026244e-12,-0.007924069857334182
2013Q1,1669.1066240363002,7.420043806604081,7.421665328640869,1671.8153127146122,-0.0016215220367881145,1671.8153127146122,0.0,0.0013851774888653523
2013Q2,1653.8925437795576,7.410886905988005,7.4153710009147815,1661.3254073229607,-0.004484094926776372,1661.3254073229607,0.0,-0.0016215220367881145
2013Q3,1657.771241840897,7.413229353824489,7.41485490505068,1660.4682253643723,-0.0016255512261906802,1660.4682253643707,1.5916157281026244e-12,-0.004484094926776372
2013Q4,1689.756940552281,7.432339975415307,7.427568289715947,1681.7131579871616,0.004771685699360262,1681.7131579871632,1.5916157281026244e-12,-0.0016255512261906802
2014Q1,1663.5750910310285,7.416724234825084,7.4175548055351594,1664.9573817412738,-0.0008305707100753068,1664.9573817412725,1.3642420526593924e-12,0.004771685699360262
2014Q2,1650.6412452489812,7.408919124880425,7.409614758585587,1651.7898864047386,-0.0006956337051615691,1651.7898864047386,0.0,-0.0008305707100753068
2014Q3,1656.3183843935471,7.412352577572621,7.412835071865265,1657.117741387904,-0.0004824942926440201,1657.117741387904,0.0,-0.0006956337051615691
2014Q4,1686.1617935287663,7.430210096904726,7.42913145675129,1684.3440122552572,0.0010786401534357282,1684.3440122552586,1.3642420526593924e-12,-0.0004824942926440201
2015Q1,1666.9199328413833,7.418732850908252,7.425354866622557,1677.994931768745,-0.00662201571430554,1677.994931768745,0.0,0.0010786401534357282
2015Q2,1666.6828675687345,7.418590623242125,7.415203971909984,1661.0479409666398,0.0033866513321409997,1661.0479409666398,0.0,-0.00662201571430554
2015Q3,1677.2011820521823,7.424881720073477,7.422404543275926,1673.0515999453935,0.00247717679755155,1673.0515999453935,0.0,0.0033866513321409997
2015Q4,1707.2822797111921,7.442658075093231,7.439063911268076,1701.157041650479,0.0035941638251548724,1701.157041650479,0.0,0.00247717679755155
2016Q1,1705.794990531884,7.441786551154166,7.434235379956483,1692.9627507247121,0.007551171197683004,1692.9627507247121,0.0,0.0035941638251548724
2016Q2,1692.8710046610347,7.434181185881801,7.4319892486033545,1689.1644014033036,0.0021919372784466873,1689.1644014033036,0.0,0.007551171197683004
2016Q3,1700.9157190921778,7.438922043309524,7.435961678000108,1695.8878330647578,0.002960365309415458,1695.8878330647578,0.0,0.0021919372784466873
2016Q4,1723.6814859298343,7.45221768121378,7.444873692272731,1711.0691572467022,0.007343988941048707,1711.0691572467022,0.0,0.002960365309415458
2017Q1,1698.6307856250419,7.437577785298614,7.430581341507562,1686.7878882040666,0.0069964437910519095,1686.787888204065,1.5916157281026244e-12,0.007343988941048707
2017Q2,1698.9649958845876,7.437774518684288,7.425440775698213,1678.139092954577,0.01233374298607437,1678.139092954577,0.0,0.0069964437910519095
2017Q3,1705.0527201927173,7.44135131017372,7.434183184806265,1692.8743885856825,0.007168125367454259,1692.874388585681,1.5916157281026244e-12,0.01233374298607437
2017Q4,1723.526899255977,7.45212799317831,7.442758002998277,1707.452893377116,0.009369990180033483,1707.452893377116,0.0,0.007168125367454259
2018Q1,1694.34770814253,7.435053112793087,7.427286996293487,1681.2401696647264,0.0077661164995994625,1681.2401696647264,0.0,0.009369990180033483
2018Q2,1688.703955990905,7.431716623760386,7.417906459861723,1665.5429741651278,0.013810163898662964,1665.5429741651278,0.0,0.0077661164995994625
2018Q3,1690.809020794082,7.432962403900831,7.4181974648711755,1666.0277260432592,0.014764939029655366,1666.0277260432592,0.0,0.013810163898662964
2018Q4,1702.5580537077526,7.439887136536434,7.4312436054273965,1687.9053569516118,0.008643531109037816,1687.9053569516118,0.0,0.014764939029655366
2019Q1,1664.9907275407782,7.417574833354459,7.420369559294147,1669.6504285771748,-0.002794725939687659,1669.6504285771748,0.0,0.008643531109037816
2019Q2,1644.7482969301275,7.405342640507373,7.404591756946891,1643.5137460328253,0.0007508835604816966,1643.5137460328253,0.0,-0.002794725939687659
2019Q3,1616.271849022156,7.3878774483378695,7.406083105919879,1645.9666271663173,-0.018205657582009316,1645.9666271663157,1.5916157281026244e-12,0.0007508835604816966
2019Q4,1578.7822651969495,7.364409110635247,7.40538631593752,1644.820133588217,-0.04097720530227278,1644.820133588217,0.0,-0.018205657582009316
2020Q1,1506.7858332566739,7.317734073899965,7.343907017763386,1546.7434779139019,-0.02617294386342106,1546.7434779139005,1.3642420526593924e-12,-0.04097720530227278
2020Q2,1476.9731528047046,7.2977501055244085,7.306063011164763,1489.302265633515,-0.008312905640354806,1489.3022656335136,1.3642420526593924e-12,-0.02617294386342106
2020Q3,1518.7948311969797,7.325672425136805,7.328151993445941,1522.565459561895,-0.002479568309135871,1522.565459561895,0.0,-0.008312905640354806
2020Q4,1541.7142427336294,7.340650220953795,7.352586053546716,1560.2261435426187,-0.01193583259292108,1560.2261435426174,1.3642420526593924e-12,-0.002479568309135871
2021Q1,1517.525141584026,7.32483609056183,7.343199221200253,1545.6490855454533,-0.018363130638422653,1545.6490855454533,0.0,-0.01193583259292108
2021Q2,1521.016306340223,7.327134013004076,7.33251496122536,1529.2228760903306,-0.005380948221284321,1529.2228760903306,0.0,-0.018363130638422653
2021Q3,1489.1106467848222,7.305934339382447,7.327531885367185,1521.6215970986018,-0.021597545984738176,1521.6215970986018,0.0,-0.005380948221284321
2021Q4,1475.7690225316271,7.2969345041150575,7.328968787046322,1523.8095893148684,-0.032034282931264535,1523.8095893148684,0.0,-0.021597545984738176
2022Q1,1455.9408190336771,7.283407581662471,7.299744794233611,1479.9221947088945,-0.01633721257114029,1479.9221947088945,0.0,-0.032034282931264535
2022Q2,1488.860008088108,7.305766010861885,7.292362598223339,1469.0373454653566,0.01340341263854583,1469.0373454653566,0.0,-0.01633721257114029
2022Q3,1524.7505981978798,7.329586133501709,7.318703408931337,1508.2471216742315,0.010882724570372204,1508.2471216742304,1.1368683772161603e-12,0.01340341263854583
2022Q4,1549.0269452327714,7.345382235509454,7.345729017026832,1549.5642122990587,-0.0003467815173783251,1549.5642122990587,0.0,0.010882724570372204
2023Q1,1521.7618781648694,7.327624072939016,7.334014101552332,1531.5171150361894,-0.006390028613315835,1531.517115036188,1.3642420526593924e-12,-0.0003467815173783251
2023Q2,1532.8575398021367,7.334888945526989,7.326490323074277,1520.037558499631,0.00839862245271128,1520.0375584996323,1.3642420526593924e-12,-0.006390028613315835
2023Q3,1531.4092323893383,7.333943657385768,7.3270452506839945,1520.8813033956665,0.006898406701773219,1520.8813033956665,0.0,0.00839862245271128
2023Q4,1537.9692201421399,7.338218136953846,7.336019082533581,1534.5908580927892,0.002199054420264801,1534.5908580927878,1.3642420526593924e-12,0.006898406701773219
2024Q1,1520.2757620778643,7.326647019804913,7.319423315135554,1509.3333090642263,0.007223704669359066,1509.333309064225,1.3642420526593924e-12,0.002199054420264801
2024Q2,1507.4384642146947,7.318167108010112,7.3125852209969295,1499.0475533728647,0.005581887013182296,1499.0475533728647,0.0,0.007223704669359066
2024Q3,1490.9243707378405,7.3071515896270265,7.316665523865549,1505.1766171197855,-0.009513934238522204,1505.1766171197855,0.0,0.005581887013182296
2024Q4,1502.0182743465325,7.314564998925521,7.321305051381479,1512.176150158781,-0.006740052455958434,1512.176150158781,0.0,-0.009513934238522204
2025Q1,1499.78577995301,7.313077563526842,7.304052472621255,1486.3109740866316,0.00902509090558734,1486.3109740866316,0.0,-0.006740052455958434
2025Q2,1476.2931862205082,7.29728962108572,7.30548257079385,1488.438065306691,-0.008192949708130115,1488.4380653066896,1.3642420526593924e-12,0.00902509090558734
2025Q3,1544.6797387351803,7.342571879,7.305556976991168,1488.5488184433827,0.03701490200883217,1488.5488184433827,0.0,-0.008192949708130115
2025Q4,1565.5435343949114,7.355988349,7.3373635686523855,1536.6554818174995,0.018624780347614944,1536.655481817501,1.3642420526593924e-12,0.03701490200883217
