grid,model,horizon,n,mape,bias_pct
schiff_paper_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,7,10,7.392043875328127,-4.324480322711197
schiff_paper_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,8,9,7.294264301453529,-3.543703513802737
schiff_paper_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,9,8,8.323920272304631,-3.4650115602737857
schiff_paper_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,10,7,9.130330944053213,-2.960344204500966
schiff_paper_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,11,6,9.548929600507417,-1.3474097387512283
schiff_paper_grid,SCHIFF_SPEC_Ridge_a1.0_expanding,12,5,11.334352384258858,-1.4008136651062284
current_evidence_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,1,38,8.730259463460737,-1.5411163145237823
current_evidence_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,2,37,9.649057008188514,-2.0253143305995156
current_evidence_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,3,36,10.278954626344596,-2.4402340701637266
current_evidence_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,4,35,10.791306388495228,-2.72566616893939
current_evidence_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,5,34,11.692801701193423,-3.1548787563999663
current_evidence_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,6,33,11.46363301511966,-3.470244295517337
current_evidence_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,7,32,11.161442583360262,-3.618219903907537
current_evidence_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,8,31,10.85188910912103,-3.7369014266056904
current_evidence_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,9,30,10.612682179342482,-4.048428244224231
current_evidence_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,10,29,10.544035220949583,-3.9816172726757464
current_evidence_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,11,28,10.870028848381763,-4.231118884945763
current_evidence_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,12,27,11.28157719293705,-4.527980330123721
schiff_paper_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,1,16,8.548899944072128,-7.599365717523707
schiff_paper_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,2,15,9.803428008642507,-9.312513558847112
schiff_paper_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,3,14,11.48661146974276,-11.259116357333674
schiff_paper_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,4,13,12.045186651330328,-11.79359427865762
schiff_paper_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,5,12,12.465780603097281,-12.458270135794942
schiff_paper_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,6,11,12.845508652341046,-12.8036600455817
schiff_paper_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,7,10,13.375973737594709,-13.234214553686133
schiff_paper_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,8,9,13.341265935245469,-13.199233639242788
schiff_paper_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,9,8,14.044629640884946,-13.792224606135006
schiff_paper_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,10,7,14.53472634382049,-14.316135166401775
schiff_paper_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,11,6,14.372854395602081,-13.952956617447809
schiff_paper_grid,SCHIFF_SPEC_Ridge_a10.0_expanding,12,5,15.395275941468356,-15.39215323820523
current_evidence_grid,SCHIFF_SPEC_Ridge_a100.0_expanding,1,38,13.464837520068127,-10.486891596682488
current_evidence_grid,SCHIFF_SPEC_Ridge_a100.0_expanding,2,37,14.214586645338665,-11.09165455155199
current_evidence_grid,SCHIFF_SPEC_Ridge_a100.0_expanding,3,36,14.576711883889647,-11.579605261209789
current_evidence_grid,SCHIFF_SPEC_Ridge_a100.0_expanding,4,35,15.038653326103935,-12.062031037982655
current_evidence_grid,SCHIFF_SPEC_Ridge_a100.0_expanding,5,34,15.462771360293774,-12.747236934809983
current_evidence_grid,SCHIFF_SPEC_Ridge_a100.0_expanding,6,33,15.427220496767537,-13.179820916027932
current_evidence_grid,SCHIFF_SPEC_Ridge_a100.0_expanding,7,32,15.301705716479502,-13.446555992766182
current_evidence_grid,SCHIFF_SPEC_Ridge_a100.0_expanding,8,31,15.633128389295111,-13.80840647682016
current_evidence_grid,SCHIFF_SPEC_Ridge_a100.0_expanding,9,30,16.381423161818216,-14.395466359847815
current_evidence_grid,SCHIFF_SPEC_Ridge_a100.0_expanding,10,29,16.72275015035408,-14.578644678476055
